VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
1GBJK39256E1,1,G,B,J,K,3,9,2,5,6,E,1,27,1,1,20,880,67,27,3,0,0,999,1,0,0,0,1,4,3,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,4,57,270243,0,20880,2006,SK3,SIL,4B,1087281,D,571087281,1615,0,,,3,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,27,16,2,45,1,1
1G4AG55M6T64,1,G,4,A,G,5,5,M,6,T,6,4,29,2,2,18,7,4,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290133,0,18007,1996,CSL,***,4D,000000000,*,00000000000,1049,0,,2951,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,13,22,53,14,1,1
1GKET16S3461,1,G,K,E,T,1,6,S,3,4,6,1,29,2,0,23,401,14,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,290223,0,23401,2004,EXL,ENV,4W,000000000,G,00000000000,1290,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,1,21,15,42,0,1
2GTEK13T5512,2,G,T,E,K,1,3,T,5,5,1,2,29,3,0,23,421,15,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,290223,0,23421,2005,NK1,SIE,CW,000000000,G,00000000000,1435,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,1,21,15,42,0,1
2FAHP71V88X1,2,F,A,H,P,7,1,V,8,8,X,1,29,1,0,12,16,4,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,41,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290224,0,12016,2008,CVP,***,4D,000000000,*,00000000000,1146,0,,0,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,3,19,23,14,9,1
1GNDT13W8V22,1,G,N,D,T,1,3,W,8,V,2,2,29,3,0,20,401,14,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,290255,0,20401,1997,BZR,***,UT,000000000,*,00000000000,1070,0,,4046,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,8,20,47,12,5,2
1G1LV11W6JE2,1,G,1,L,V,1,1,W,6,J,E,2,29,2,0,20,19,2,92,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,290290,0,20019,1988,BER,***,CP,000000000,*,00000000000,1033,0,,2495,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,29,16,10,42,0,1
1HFSC47052A1,1,H,F,S,C,4,7,0,5,2,A,1,29,1,0,37,706,80,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290310,0,37706,2002,GL8,***,RS,000000000,*,00000000000,,,1832,,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,30,18,48,8,0,1
2G1WB55K8792,2,G,1,W,B,5,5,K,8,7,9,2,29,2,0,20,2,4,0,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290464,0,20002,2007,IPL,***,4D,000000000,*,00000000000,1105,0,,3674,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,14,10,5,8,0,1
1B3ES56C24D5,1,B,3,E,S,5,6,C,2,4,D,5,29,2,0,7,20,4,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,290487,0,7020,2004,NXT,***,4D,000000000,*,00000000000,1040,0,,2634,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,8,17,19,33,18,0,1
1GNFK16R5WJ3,1,G,N,F,K,1,6,R,5,W,J,3,29,2,0,20,431,16,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290519,0,20431,1998,K15,***,UT,000000000,*,00000000000,1315,0,,0,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,8,22,10,14,1,1
2FZACGCS94AN,2,F,Z,A,C,G,C,S,9,4,A,N,29,2,0,98,809,63,29,6,0,0,999,1,0,0,0,0,1,1,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,99,290585,0,98809,2004,ACT,STE,CC,99999999,D,9999999999,0,0,,,7,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,30,16,5,30,0,1
2HSCUAPR58C6,2,H,S,C,U,A,P,R,5,8,C,6,29,1,1,84,881,66,40,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,290612,0,84881,2008,PPR,PRO,DS,054283,D,57054283,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,17,10,5,14,1,1
CE539J805987,C,E,5,3,9,J,8,0,5,9,8,7,29,1,1,20,881,62,29,6,0,0,999,1,0,0,0,0,1,3,0,0,0,0,6,6,0,4,2,9,0,16,0,99,8,12,0,99,99,99,99,99,99,12,0,2,2,88,290665,0,20881,1969,C52,C50,CB,888888888,G,88888888888,1250,2170,,,5,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,10,18,35,18,0,1
1G1JC5243T71,1,G,1,J,C,5,2,4,3,T,7,1,29,2,0,20,16,4,92,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,290676,0,20016,1996,CAV,***,4D,000000000,*,00000000000,1041,0,,2676,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,16,9,0,33,0,1
2C3HD56F8VH5,2,C,3,H,D,5,6,F,8,V,H,5,29,1,0,6,41,4,92,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290701,0,6041,1997,L/L,***,4D,000000000,*,00000000000,1130,0,,3460,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,26,1,57,14,11,1
FF035DX26103,F,F,0,3,5,D,X,2,6,1,0,3,29,2,1,99,998,97,0,0,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,45,0,99,99,99,99,99,99,13,0,0,4,0,290707,0,99998,2009,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,1,7,58,33,0,1
1FTSS34L29DA,1,F,T,S,S,3,4,L,2,9,D,A,29,1,0,12,461,21,29,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290726,0,12461,2009,3SD,VAN,CG,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,6,17,28,14,1,1
1FDWE35L51HA,1,F,D,W,E,3,5,L,5,1,H,A,29,2,1,12,881,61,29,6,0,0,999,1,0,0,0,0,1,1,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,57,290749,0,12881,2001,3DC,CTV,YY,1893833,G,571893833,1380,1760,,,3,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,12,8,30,14,9,1
1G2NV52E53C1,1,G,2,N,V,5,2,E,5,3,C,1,31,3,0,22,18,4,31,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,310055,0,22018,2003,GT1,***,4D,000000000,*,00000000000,1070,0,,3116,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,2,0,42,12,5,2
1GKDT13S8822,1,G,K,D,T,1,3,S,8,8,2,2,31,4,0,23,401,14,31,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,310055,0,23401,2008,ENV,ENV,4W,000000000,G,00000000000,1130,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,2,0,42,12,5,2
1J4GW58N41C7,1,J,4,G,W,5,8,N,4,1,C,7,31,5,0,2,404,14,31,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,310055,0,2404,2001,LMT,GCK,4W,000000000,G,00000000000,1059,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,2,0,42,12,5,2
1G3AG55M3R63,1,G,3,A,G,5,5,M,3,R,6,3,31,2,0,21,17,4,31,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,310149,0,21017,1994,CIS,***,4D,000000000,*,00000000000,1049,0,,2818,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,19,0,49,42,0,1
1XKAD49X9AJ2,1,X,K,A,D,4,9,X,9,A,J,2,31,2,0,85,881,66,55,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,11,11,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,310199,0,85881,2010,T60,CON,DS,734954,D,57734954,1600,2600,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,20,19,50,14,4,1
4V4NC9TH57N4,4,V,4,N,C,9,T,H,5,7,N,4,32,2,2,51,881,66,49,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,4,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,320001,0,51881,2007,VNL,VVN,DS,000123077,D,57000123077,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,3,7,41,14,1,1
1FDAF56F21EA,1,F,D,A,F,5,6,F,2,1,E,A,32,2,0,12,881,61,32,3,0,0,999,1,0,0,0,0,1,96,0,0,0,0,7,7,0,4,2,9,0,42,0,99,8,12,0,99,99,99,99,99,99,17,0,2,4,88,320023,0,12881,2001,F5D,DRW,CB,888888888,D,88888888888,1410,2010,,,5,0,0,,,,,,,,,,,9,,,,,,,,54,0,0,0,,,99,99,99,,,,2,20,5,12,8,0,1
1GCHC24U35E3,1,G,C,H,C,2,4,U,3,5,E,3,32,2,0,20,481,31,32,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,320196,0,20481,2005,2CH,SIL,PK,000000000,G,00000000000,1330,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,8,1,30,14,1,1
5N1AA08A04N7,5,N,1,A,A,0,8,A,0,4,N,7,32,3,0,35,421,15,32,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,320196,0,35421,2004,ARM,***,UT,000000000,*,00000000000,1063,0,,4831,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,8,1,30,14,1,1
2HSCEAMR2YC0,2,H,S,C,E,A,M,R,2,Y,C,0,32,3,1,84,881,66,41,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,320206,0,84881,2000,92I,920,DS,999999999,D,57999999999,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,21,5,43,12,5,2
1FTNE24L06DB,1,F,T,N,E,2,4,L,0,6,D,B,34,2,1,12,461,21,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340031,0,12461,2006,25V,VAN,CG,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,19,8,40,14,1,3
1FDNK64CXRVA,1,F,D,N,K,6,4,C,X,R,V,A,34,2,1,12,481,40,34,3,0,0,999,1,0,0,0,0,1,1,0,0,0,0,9,9,0,9,2,9,0,0,0,99,8,12,1,99,99,99,99,99,99,17,0,2,4,88,340035,0,12481,1994,F6F,MHV,CC,888888888,D,88888888888,1290,2550,,,6,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,21,10,20,45,8,1
JTHBJ46G4822,J,T,H,B,J,4,6,G,4,8,2,2,34,2,0,59,35,4,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,99,99,0,2,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340079,0,59035,2008,E35,***,4D,000000000,*,00000000000,1093,0,,3580,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,16,14,14,14,7,1
JT3DJ81WXP00,J,T,3,D,J,8,1,W,X,P,0,0,34,3,0,49,421,15,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340079,0,49421,1993,LCW,***,UT,000000000,*,00000000000,1122,0,,4760,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,16,14,14,14,7,1
1FTDE15Y5FHB,1,F,T,D,E,1,5,Y,5,F,H,B,34,4,0,12,461,21,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,99,99,0,2,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340079,0,12461,1985,15V,VAN,VW,000000000,G,00000000000,1240,1380,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,16,14,14,14,7,1
1FTHE24H5THB,1,F,T,H,E,2,4,H,5,T,H,B,34,5,0,12,461,21,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,99,99,0,2,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340079,0,12461,1996,25V,VAN,CG,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,16,14,14,14,7,1
4M2ZV1117WDJ,4,M,2,Z,V,1,1,1,7,W,D,J,34,6,0,14,443,20,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,99,99,0,2,1,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340079,0,14443,1998,VLR,***,SV,000000000,*,00000000000,1122,0,,3979,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,16,14,14,14,7,1
1XP5DB9X92N5,1,X,P,5,D,B,9,X,9,2,N,5,34,2,0,87,881,66,34,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,9,9,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,57,340095,0,87881,2002,379,CON,DS,298433,D,57298433,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,20,16,6,18,0,1
2HGFG12676H5,2,H,G,F,G,1,2,6,7,6,H,5,34,2,0,37,31,2,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340107,0,37031,2006,UCL,***,CP,000000000,*,00000000000,1043,0,,2716,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,28,17,30,14,1,1
1N4AL11D65C2,1,N,4,A,L,1,1,D,6,5,C,2,34,3,0,35,43,4,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,2,2,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340107,0,35043,2005,ASL,***,4D,000000000,*,00000000000,1102,0,,2915,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,28,17,30,14,1,1
JNAPA08J2PGN,J,N,A,P,A,0,8,J,2,P,G,N,34,2,1,98,808,62,34,6,0,0,999,1,0,0,0,0,1,1,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,57,340126,0,98808,1993,UD6,UDS,TB,1555890,D,571555890,1476,2185,,,6,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,14,5,8,14,1,2
KMHDN56D94U1,K,M,H,D,N,5,6,D,9,4,U,1,34,2,0,55,35,4,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340165,0,55035,2004,EST,***,4H,000000000,*,00000000000,1027,0,,2635,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,7,1,0,14,8,1
1FTNE24L24HA,1,F,T,N,E,2,4,L,2,4,H,A,34,3,0,12,461,21,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340165,0,12461,2004,25V,VAN,CG,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,7,1,0,14,8,1
1Y1SK5260VZ4,1,Y,1,S,K,5,2,6,0,V,Z,4,34,2,2,20,32,4,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340170,0,20032,1997,GEP,***,4D,000000000,*,00000000000,971,0,,2360,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,19,12,42,8,0,1
1GNFK16Z82J3,1,G,N,F,K,1,6,Z,8,2,J,3,34,6,0,20,431,16,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,340191,0,20431,2002,K15,***,UT,000000000,*,00000000000,1300,0,,5123,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,30,10,2,12,7,5
1G1AP14P6576,1,G,1,A,P,1,4,P,6,5,7,6,34,2,0,20,22,2,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340229,0,20022,2005,SSC,***,CP,000000000,*,00000000000,1033,0,,2991,,0,0,,,,,,,,,,,9,,,,,,,,20,0,0,0,,,99,99,99,,,,5,30,3,4,12,6,1
1FUJBBCVX6LU,1,F,U,J,B,B,C,V,X,6,L,U,34,2,1,82,881,66,37,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,6,2,9,1,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,340248,0,82881,2006,ST2,CON,DS,257768,D,57257768,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,11,6,16,14,1,1
JT2EL43T2P02,J,T,2,E,L,4,3,T,2,P,0,2,34,3,0,49,38,2,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340275,0,49038,1993,TTX,***,4D,000000000,*,00000000000,937,0,,2005,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,23,6,6,12,4,2
1FMPU18L4XLB,1,F,M,P,U,1,8,L,4,X,L,B,34,2,0,12,401,14,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,12,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,340322,0,12401,1999,EPT,***,UT,000000000,*,00000000000,1191,0,,5177,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,9,22,8,14,3,1
JHMBB62491C0,J,H,M,B,B,6,2,4,9,1,C,0,34,2,0,37,33,2,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,9,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,340325,0,37033,2001,PRE,***,CP,000000000,*,00000000000,1017,0,,3009,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,23,2,31,53,0,1
1FMZU77E01UB,1,F,M,Z,U,7,7,E,0,1,U,B,34,2,0,12,401,14,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,340338,0,12401,2001,EPR,***,UT,000000000,*,00000000000,1259,0,,4332,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,27,10,0,10,0,1
1HTMMAAMX3H5,1,H,T,M,M,A,A,M,X,3,H,5,34,2,0,84,881,62,34,6,0,0,999,1,0,0,0,1,1,3,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,57,340470,0,84881,2003,430,40S,CC,654524,D,57654524,0,0,,,6,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,10,2,28,14,1,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,34,2,0,99,999,99,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,340492,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,24,2,56,33,0,1
1N4AB42D5VC5,1,N,4,A,B,4,2,D,5,V,C,5,34,2,0,35,32,2,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,2,2,9,0,0,0,99,8,55,0,99,99,99,99,99,99,17,0,0,3,0,340498,0,35032,1997,2SE,***,CP,000000000,*,00000000000,998,0,,2252,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,30,15,45,33,0,1
1FDEE14Y7THB,1,F,D,E,E,1,4,Y,7,T,H,B,34,3,0,12,461,21,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340500,0,12461,1996,15V,VAN,IC,000000000,G,00000000000,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,26,23,21,12,4,2
4V4MC9GH94N3,4,V,4,M,C,9,G,H,9,4,N,3,34,1,1,51,881,66,51,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,3,2,57,340537,0,51881,2004,VNM,VVN,DS,390745,D,57390745,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,14,5,15,14,7,1
1G2WJ52M5XF2,1,G,2,W,J,5,2,M,5,X,F,2,34,2,0,22,20,4,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,340556,0,22020,1999,GFS,***,4D,000000000,*,00000000000,1105,0,,3414,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,3,9,25,14,1,1
1HGEG8554PL0,1,H,G,E,G,8,5,5,4,P,L,0,34,2,0,37,31,4,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,340569,0,37031,1993,CLX,***,4D,000000000,*,00000000000,1013,0,,2319,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,21,3,25,14,7,1
1FMZU73K52UD,1,F,M,Z,U,7,3,K,5,2,U,D,34,2,0,12,401,14,34,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,340571,0,12401,2002,EPR,***,UT,000000000,*,00000000000,1137,0,,4378,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,8,19,40,14,1,1
