VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
1FTEF25HXSNA,1,F,T,E,F,2,5,H,X,S,N,A,1,2,0,12,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,18,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,10039,0,12481,1995,F25,COF,PK,000000000,G,00000000000,1330,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,23,0,0,1
2GCEC19Z2S11,2,G,C,E,C,1,9,Z,2,S,1,1,1,3,0,20,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,10073,0,20481,1995,GC1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,2,0,2
1G2WJ52KXWF2,1,G,2,W,J,5,2,K,X,W,F,2,1,4,0,22,20,4,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,10073,0,22020,1998,GFS,***,4D,000000000,*,00000000000,1105,0,,3373,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,2,0,2
1HTWHAAR18J6,1,H,T,W,H,A,A,R,1,8,J,6,1,2,1,84,881,63,1,6,0,0,99,1,0,0,0,0,2,4,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,88,10136,0,84881,2008,740,70S,TM,888888888,D,88888888888,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,9,0,1
1FTRW07603KD,1,F,T,R,W,0,7,6,0,3,K,D,1,3,0,12,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10428,0,12481,2003,F1S,COF,CW,000000000,G,00000000000,1385,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,2,0,2
1HGES16541L0,1,H,G,E,S,1,6,5,4,1,L,0,1,2,0,37,31,4,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10441,0,37031,2001,UCL,***,4D,000000000,*,00000000000,1031,0,,2515,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,42,0,0,1
WVWRH63B22P1,W,V,W,R,H,6,3,B,2,2,P,1,1,2,0,30,46,4,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10446,0,30046,2002,PGX,***,4D,000000000,*,00000000000,1064,0,,3250,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,9,0,1
1GYEK63R8YR1,1,G,Y,E,K,6,3,R,8,Y,R,1,1,3,0,19,421,15,1,6,0,0,99,1,0,0,0,0,0,0,0,0,4,4,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10446,0,19421,2000,ESC,***,UT,000000000,*,00000000000,1175,0,,5573,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,9,0,1
2GCEK19T9X12,2,G,C,E,K,1,9,T,9,X,1,2,1,4,0,20,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,4,4,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10446,0,20481,1999,SK1,SIL,3C,000000000,G,00000000000,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,9,0,1
1FTRX17W13NA,1,F,T,R,X,1,7,W,1,3,N,A,1,5,0,12,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10446,0,12481,2003,F15,COF,4C,000000000,G,00000000000,1385,1571,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,9,0,1
2GCEC19K6R11,2,G,C,E,C,1,9,K,6,R,1,1,1,6,0,20,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10446,0,20481,1994,GC1,GM4,PC,000000000,G,00000000000,1415,1555,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,9,0,1
1G6KD54Y3XU8,1,G,6,K,D,5,4,Y,3,X,U,8,1,2,0,19,3,4,1,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10547,0,19003,1999,DFW,***,4D,000000000,*,00000000000,1138,0,,4012,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,7,0,1
2G4WS52J2211,2,G,4,W,S,5,2,J,2,2,1,1,1,2,0,18,7,4,1,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,10691,0,18007,2002,CCU,***,4D,000000000,*,00000000000,1090,0,,3368,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,12,1,0,1
JT4RN56S4E00,J,T,4,R,N,5,6,S,4,E,0,0,1,3,0,49,471,30,1,6,0,0,99,1,0,0,0,0,0,0,0,0,1,1,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,10848,0,49471,1984,R6S,XCB,PC,000000000,G,00000000000,1122,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,12,5,0,2
1FV6G6BC5YHH,1,F,V,6,G,6,B,C,5,Y,H,H,1,2,0,82,881,62,1,6,0,0,99,1,0,0,0,0,1,6,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,57,10850,0,82881,2000,F60,MCV,CC,1424134,D,571424134,0,0,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1GCEK19V23E3,1,G,C,E,K,1,9,V,2,3,E,3,1,2,0,20,481,31,1,6,0,0,99,1,0,0,0,0,0,0,0,0,1,6,0,6,3,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,3,0,10890,0,20481,2003,SK1,SIL,4C,000000000,G,00000000000,1435,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,52,0,0,1
1J4GL48K85W5,1,J,4,G,L,4,8,K,8,5,W,5,4,2,0,2,405,14,8,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,40009,0,2405,2005,SPR,LIB,4W,000000000,G,00000000000,1043,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,33,0,0,1
3D7LS38C75G7,3,D,7,L,S,3,8,C,7,5,G,7,4,3,0,7,482,31,29,6,0,0,99,1,0,0,0,0,0,0,0,0,6,99,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,40009,0,7482,2005,SQ3,RPC,CW,000000000,D,00000000000,1405,1605,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,33,0,0,1
1FUJBBCG41PB,1,F,U,J,B,B,C,G,4,1,P,B,4,2,1,82,883,66,35,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,6,2,9,0,18,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,40066,0,82883,2001,ST2,CON,DS,00095864,D,5700095864,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,1,0,1
1D7HA16K97J5,1,D,7,H,A,1,6,K,9,7,J,5,4,3,0,7,482,31,92,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,40092,0,7482,2007,S1T,RPC,PK,000000000,G,00000000000,1405,1605,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,8,0,0,2
1G2NE5436NM0,1,G,2,N,E,5,4,3,6,N,M,0,4,4,0,22,18,4,4,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40092,0,22018,1992,GAS,***,4D,000000000,*,00000000000,1034,0,,2728,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,8,0,0,2
1FTJW36G3VEC,1,F,T,J,W,3,6,G,3,V,E,C,4,5,0,12,481,31,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,40092,0,12481,1997,F35,COF,CW,000000000,G,00000000000,1680,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,8,0,0,2
1G8AZ52F75Z1,1,G,8,A,Z,5,2,F,7,5,Z,1,4,3,0,24,7,4,4,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40097,0,24007,2005,SI2,***,4D,000000000,*,00000000000,1032,0,,2743,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,5,0,2
1GNDV23L85D2,1,G,N,D,V,2,3,L,8,5,D,2,4,4,0,20,444,20,4,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40097,0,20444,2005,DLS,UPL,ES,000000000,G,00000000000,1211,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,5,0,2
1FAFP53UX3G1,1,F,A,F,P,5,3,U,X,3,G,1,4,3,0,12,17,4,4,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40232,0,12017,2003,TSE,***,4D,000000000,*,00000000000,1085,0,,3336,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,12,3,1,2
1FUYSDYB61LF,1,F,U,Y,S,D,Y,B,6,1,L,F,4,2,0,82,881,66,49,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,40487,0,82881,2001,FC2,CON,DS,528004,D,57528004,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,1,0,1
1FDAF56P36EA,1,F,D,A,F,5,6,P,3,6,E,A,4,2,0,12,881,61,4,6,0,0,99,1,0,0,0,0,1,3,0,0,6,6,0,6,3,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,2,2,88,40490,0,12881,2006,F5D,DRW,CB,888888888,D,88888888888,1410,2000,,,5,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,1,0,1
JACDJ58X4Y7J,J,A,C,D,J,5,8,X,4,Y,7,J,4,3,0,38,401,14,4,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,40490,0,38401,2000,TRO,***,UT,000000000,*,00000000000,1087,0,,4455,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,1,0,1
1FTZX1729WKB,1,F,T,Z,X,1,7,2,9,W,K,B,4,3,0,12,481,31,4,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40546,0,12481,1998,F15,COF,3C,000000000,G,00000000000,1390,1570,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,12,2,0,2
1J4GW58NXYC2,1,J,4,G,W,5,8,N,X,Y,C,2,4,2,0,2,404,14,4,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,0,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,3,0,40558,0,2404,2000,LMT,GCK,4W,000000000,G,00000000000,1059,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,33,0,0,1
1B3ES56C25D1,1,B,3,E,S,5,6,C,2,5,D,1,4,2,0,7,20,4,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40569,0,7020,2005,NXT,***,4D,000000000,*,00000000000,1040,0,,2634,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,33,0,0,1
1FTDE14FXCHB,1,F,T,D,E,1,4,F,X,C,H,B,4,3,0,12,461,21,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40569,0,12461,1982,15V,VAN,VN,000000000,G,00000000000,1240,1380,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,33,0,0,1
1FALP62W2TH1,1,F,A,L,P,6,2,W,2,T,H,1,4,2,0,12,4,2,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40586,0,12004,1996,THL,***,2D,000000000,*,00000000000,1130,0,,3561,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,1,0,0,1
4A3AK34Y0VE0,4,A,3,A,K,3,4,Y,0,V,E,0,4,2,0,52,37,3,4,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,40594,0,52037,1997,ERS,***,2H,000000000,*,00000000000,988,0,,2767,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,1,0,1
1N4AL11D62C1,1,N,4,A,L,1,1,D,6,2,C,1,4,3,0,35,47,4,4,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,40594,0,35047,2002,ABS,***,4D,000000000,*,00000000000,1102,0,,2873,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,14,1,0,1
CCE532V10941,C,C,E,5,3,2,V,1,0,9,4,1,4,2,0,20,481,40,92,6,0,0,99,1,0,0,0,0,3,3,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,13,0,2,3,88,40751,0,20481,1972,C52,C50,CB,888888888,G,88888888888,1250,2180,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
3FAKP113XXR2,3,F,A,K,P,1,1,3,X,X,R,2,4,2,0,12,13,2,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,99,0,99,99,99,99,99,99,17,0,0,3,0,40752,0,12013,1999,ZCH,***,CP,000000000,*,00000000000,984,0,,2478,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
1C3EL55R12N1,1,C,3,E,L,5,5,R,1,2,N,1,4,3,0,6,43,1,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,99,0,99,99,99,99,99,99,17,0,0,3,0,40752,0,6043,2002,SLI,***,CV,000000000,*,00000000000,1060,0,,3383,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,4,4,0,99,999,99,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,99,0,99,99,99,99,99,99,17,0,0,3,0,40752,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,4,5,0,99,999,99,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,99,0,99,99,99,99,99,99,17,0,0,3,0,40752,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
1FTYR44E48PA,1,F,T,Y,R,4,4,E,4,8,P,A,4,2,0,12,471,30,4,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,40784,0,12471,2008,RNS,RNG,4C,000000000,G,00000000000,1260,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,1,0,1
1D7HA18N84S5,1,D,7,H,A,1,8,N,8,4,S,5,4,2,0,7,482,31,4,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,40829,0,7482,2004,SQ1,RPC,CW,000000000,G,00000000000,1405,1605,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,33,0,0,1
1GCER16K1KF1,1,G,C,E,R,1,6,K,1,K,F,1,5,3,0,20,431,16,5,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,50023,0,20431,1989,R15,***,UT,000000000,*,00000000000,1295,0,,4896,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,5,0,2
1GNEC13R6XR1,1,G,N,E,C,1,3,R,6,X,R,1,5,1,0,20,421,15,5,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,6,3,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,50099,0,20421,1999,CTA,***,UT,000000000,*,00000000000,1175,0,,4865,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,5,0,1
1LNLM9845RY7,1,L,N,L,M,9,8,4,5,R,Y,7,5,2,0,13,5,4,5,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,50206,0,13005,1994,CSI,***,4D,000000000,*,00000000000,1090,0,,3613,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,8,1,1
1FALP13P0VW1,1,F,A,L,P,1,3,P,0,V,W,1,5,3,0,12,13,4,5,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,50206,0,12013,1997,EST,***,4D,000000000,*,00000000000,984,0,,2503,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,8,1,1
1HTSCPEN1NH4,1,H,T,S,C,P,E,N,1,N,H,4,5,1,0,84,881,63,5,3,0,0,99,1,0,0,0,0,1,4,0,0,6,6,0,6,2,9,1,0,0,99,8,8,0,99,99,99,99,99,99,17,0,3,4,57,50256,0,84881,1992,470,40S,CC,999999999,D,57999999999,1280,2540,,,7,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,18,0,0,1
1HTMKAAN18H6,1,H,T,M,K,A,A,N,1,8,H,6,5,1,0,84,881,63,5,6,0,0,99,1,0,0,0,0,2,98,0,0,6,6,0,6,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,3,3,99,50293,0,84881,2008,440,40S,CC,999999999,D,99999999999,0,0,,,7,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,14,1,0,2
JHMCG5658XC0,J,H,M,C,G,5,6,5,8,X,C,0,5,2,0,37,32,4,92,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,50326,0,37032,1999,UEX,***,4D,000000000,*,00000000000,1069,0,,3086,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,42,0,1,1
JACDJ58X817J,J,A,C,D,J,5,8,X,8,1,7,J,5,3,0,38,401,14,92,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,50326,0,38401,2001,TRO,***,UT,000000000,*,00000000000,1087,0,,4455,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,42,0,1,1
2FAHP71W67X1,2,F,A,H,P,7,1,W,6,7,X,1,6,2,2,12,16,4,6,6,0,0,99,1,0,0,0,0,0,0,5,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60032,0,12016,2007,CVP,***,4D,000000000,*,00000000000,1146,0,,4129,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,9,0,1
1HGCM66563A0,1,H,G,C,M,6,6,5,6,3,A,0,6,2,1,37,32,4,6,6,0,0,99,1,0,0,0,0,0,0,0,0,7,9,0,4,2,9,0,0,0,99,8,12,1,99,99,99,99,99,99,17,0,0,2,0,60034,0,37032,2003,UEX,***,4D,000000000,*,00000000000,1079,0,,3109,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,7,0,1
1FDKF37M6LNB,1,F,D,K,F,3,7,M,6,L,N,B,6,3,0,12,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,60039,0,12481,1990,F35,COF,CB,000000000,D,00000000000,1330,1610,,,3,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,12,5,0,2
4VA7BBJF4XN7,4,V,A,7,B,B,J,F,4,X,N,7,6,2,0,51,881,66,93,6,0,0,99,1,0,0,0,2,7,3,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,60089,0,51881,1999,VVN,VVN,DS,294615,D,57294615,0,0,,,7,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
1FV6HJBC6WH9,1,F,V,6,H,J,B,C,6,W,H,9,6,2,2,82,881,62,6,6,0,0,99,1,0,0,0,0,1,3,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,6,60113,0,82881,1998,F70,MCV,CC,317385,D,06317385,0,0,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,6,2,0,20,481,31,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,60130,0,20481,1981,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,1,0,1
