COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,TWAY_ID2,latitude,longitud
457,4,10,0,30,4,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480708,0,2006,FM1013,99999999999999999999,30.67608889,-94.35100278
199,4,11,7,0,2,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480709,0,2006,SR-327,99999999999999999999,30.34245556,-94.27091111
229,4,11,5,10,2,1,1,1,2,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480710,0,2006,I-10,99999999999999999999,31.37398056,-105.91736110000001
437,4,11,7,48,3,1,1,1,2,2,70,1,1,2,2,0,0,0,1,0,0,0,0,1,3,480711,0,2006,I-27,99999999999999999999,34.67659722,-101.83474720000001
203,4,12,16,55,2,5,8,1,1,2,60,1,1,2,1,0,0,0,1,1,0,0,0,1,4,480712,0,2006,FM2879,FM449,32.60095,-94.68524444
241,4,12,23,0,1,5,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480713,0,2006,FM252,99999999999999999999,30.86166111,-94.02031944
361,4,12,20,2,2,3,3,1,1,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480714,0,2006,SR-12,99999999999999999999,30.18825556,-93.90496944
423,4,12,16,42,2,3,3,8,5,4,70,1,1,1,1,0,0,0,1,0,0,0,0,2,4,480715,0,2006,SR-110,99999999999999999999,32.26042778,-95.23879167
291,4,13,15,30,2,13,3,4,5,2,30,1,1,9,1,0,0,0,1,0,0,0,0,1,5,480716,1380,2006,SR-105,99999999999999999999,30.33596667,-95.09396667
423,4,13,13,18,2,13,2,2,1,4,65,1,1,2,1,3,3,0,1,0,0,0,0,1,5,480717,7070,2006,US-271,SR-155,32.424375,-95.20726944
469,4,13,9,47,2,13,2,1,4,3,99,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480718,7190,2006,US-77,99999999999999999999,28.86531667,-96.997
113,4,14,23,45,3,16,5,1,1,2,35,1,1,1,1,0,0,2,1,0,0,0,0,1,6,480719,1730,2006,TRUNK,99999999999999999999,32.77271667,-96.76291389
141,4,14,2,22,1,11,1,1,2,3,50,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480720,2190,2006,I-10,99999999999999999999,31.69598333,-106.2780611
157,4,14,15,45,4,12,2,1,3,3,55,1,1,1,1,0,0,0,1,1,0,0,0,1,6,480721,6660,2006,US-59,99999999999999999999,29.59366667,-95.62818056
215,4,14,5,7,2,13,2,2,5,4,55,1,1,2,1,3,3,0,1,0,0,0,0,1,6,480722,5330,2006,US-281,HALLACRES,26.16633333,-98.1887
223,4,14,3,57,2,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480723,0,2006,SR-11,99999999999999999999,32.98736389,-95.32951111
241,4,14,8,21,2,2,2,1,2,2,70,1,1,2,1,0,0,0,5,0,0,0,0,1,6,480724,0,2006,US-96,99999999999999999999,30.52488333,-93.94010556
475,4,14,21,39,2,4,3,1,1,2,65,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480725,0,2006,SR-18,99999999999999999999,31.30699167,-102.87386109999998
113,4,15,0,53,2,16,5,1,1,2,35,1,1,2,1,0,0,2,1,0,0,0,0,1,7,480726,1730,2006,DENTON,99999999999999999999,32.8595,-96.87814722
113,4,15,20,35,2,16,5,1,2,3,45,1,2,1,1,0,0,0,1,0,0,0,0,1,7,480727,1730,2006,SKILLMANST,99999999999999999999,32.89131667,-96.72816389
113,4,15,1,17,3,12,3,1,3,3,60,1,2,1,2,0,0,1,1,1,0,0,0,1,7,480728,3420,2006,SR-114,99999999999999999999,32.91472778,-97.00737778
141,4,15,22,10,6,14,3,2,1,4,55,1,1,2,1,3,3,0,1,0,0,0,0,1,7,480729,9997,2006,SR-20,TANTON,31.62398056,-106.26423329999999
157,4,15,17,30,1,12,2,1,3,2,55,1,1,1,1,0,0,0,1,1,0,0,0,1,7,480730,6660,2006,US-59,99999999999999999999,29.56296944,-95.68338611
157,4,15,16,59,3,13,2,3,2,2,45,1,1,1,1,3,3,0,1,1,0,0,0,1,7,480731,6660,2006,US-90A,MAINST,29.62043056,-95.63233056
235,4,15,9,46,2,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,2,7,480732,0,2006,US-67,99999999999999999999,31.29048056,-100.8066194
249,4,15,23,19,9,3,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480733,0,2006,FM624,99999999999999999999,27.93291389,-97.87588056
273,4,15,17,52,1,5,8,1,1,2,55,2,1,2,1,40,3,0,1,0,0,0,0,1,7,480734,0,2006,FM772,99999999999999999999,27.38993889,-97.90859444
439,4,15,23,3,3,14,8,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480735,364,2006,FM730,99999999999999999999,32.91481389,-97.54356389
71,4,16,20,55,2,6,5,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480736,170,2006,SOUTHMAIN,99999999999999999999,29.74280278,-94.68572222
113,4,16,16,22,6,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,14,0,0,1,1,480738,3180,2006,MOCKINGBIRDLANE,99999999999999999999,32.83660833,-96.80546389
127,4,16,4,0,1,4,3,1,1,2,45,1,1,5,1,0,0,0,1,1,3,0,0,1,1,480739,0,2006,SR-85,99999999999999999999,28.57364167,-99.60480833
161,4,16,22,30,1,5,8,1,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,1,1,480740,0,2006,FM489,99999999999999999999,31.60215833,-96.03004167
201,4,16,3,0,2,6,4,2,3,2,45,1,1,2,1,20,3,2,1,0,0,0,0,1,1,480741,0,2006,CLAY,PRAIRIEMEADOW,29.83121111,-95.71114167
283,4,16,11,25,1,1,1,1,2,2,75,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480742,0,2006,I-35,99999999999999999999,28.17033333,-99.31936111
347,4,16,15,52,1,2,3,1,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,1,1,480743,0,2006,SR-103,99999999999999999999,31.37560556,-94.41231944
375,4,16,2,8,1,11,1,13,6,1,60,2,2,1,1,0,0,0,1,0,0,0,0,1,1,480744,150,2006,I-40 RAMP,99999999999999999999,35.19511944,-101.8673667
381,4,16,21,40,4,16,5,1,5,6,45,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480745,150,2006,45,99999999999999999999,35.16166389,-101.9043083
439,4,16,19,40,1,14,8,1,1,2,55,1,1,1,1,0,0,0,1,0,19,0,0,1,1,480746,2450,2006,FM1187,99999999999999999999,32.57990556,-97.29790556
439,4,16,20,9,2,14,8,1,5,4,45,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480747,2450,2006,FM1220,99999999999999999999,32.83283889,-97.42515556
355,4,17,0,36,1,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480748,0,2006,FM1694,99999999999999999999,27.83522778,-97.61973056
139,4,18,9,40,2,2,2,2,2,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,3,480749,2240,2006,US-287,BOYCERD,32.32724167,-96.71975833
113,4,19,11,30,3,13,8,2,2,3,45,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480750,1730,2006,LP12,QUALITYLN,32.85764167,-96.75141944
201,4,19,23,0,1,6,4,1,3,2,45,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480751,0,2006,BARKERCYPRESS,99999999999999999999,29.90866111,-95.68606389
285,4,19,13,40,1,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480752,0,2006,FM532,99999999999999999999,29.57263056,-97.02208333
419,4,19,16,9,2,2,3,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480753,0,2006,SR-84,FM699,31.95845833,-94.16698889
453,4,19,14,36,2,16,5,1,1,2,99,2,1,1,1,0,0,0,1,0,0,0,0,1,4,480754,330,2006,GRACYFARMS,99999999999999999999,30.402175,-97.70855278
9,4,20,18,45,2,2,3,1,1,2,70,1,1,1,2,0,0,0,2,0,0,0,0,1,5,480755,0,2006,SR-114,99999999999999999999,33.43938889,-98.91024167
423,4,20,10,45,2,1,1,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480756,0,2006,I-20,99999999999999999999,32.46910278,-95.43899167
21,4,21,6,38,6,3,3,1,2,2,55,1,1,1,1,0,0,0,1,0,0,0,0,3,6,480757,460,2006,SR-21,99999999999999999999,30.11103889,-97.35150833
27,4,21,11,25,1,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480758,0,2006,TRIMMIER,99999999999999999999,31.05103056,-97.74687778
131,4,21,22,54,3,5,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480759,0,2006,FM2295,99999999999999999999,27.59350556,-98.42785
181,4,21,8,15,3,3,2,1,1,2,70,1,1,2,2,0,0,0,1,0,0,0,0,2,6,480760,0,2006,US-377,99999999999999999999,33.44163056,-96.92611111
439,4,21,20,45,1,12,3,1,3,2,60,1,1,8,1,0,0,0,1,0,0,0,0,1,6,480761,260,2006,SR-360,99999999999999999999,32.67165556,-97.06250833
69,4,22,13,40,1,6,4,1,1,2,60,1,1,5,1,0,0,0,1,0,0,0,0,1,7,480762,0,2006,605,99999999999999999999,34.68824167,-102.20726390000002
113,4,22,6,30,2,12,2,1,3,4,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480763,1730,2006,US-75,99999999999999999999,32.91753056,-96.76655833
181,4,22,12,16,1,12,2,1,2,3,70,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480764,6350,2006,US-75,99999999999999999999,33.72399167,-96.58523611
257,4,22,2,6,2,12,2,1,2,2,65,2,1,2,1,0,0,0,1,0,0,0,0,2,7,480765,3590,2006,US-175,99999999999999999999,32.55421667,-96.28690278
349,4,22,2,0,3,5,8,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,2,7,480766,1570,2006,FM739,1090,32.03509167,-96.402825
29,4,23,12,5,3,11,1,1,2,3,50,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480767,6090,2006,I-35,99999999999999999999,29.440575,-98.48473333
213,4,23,1,40,6,6,4,1,1,2,35,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480768,0,2006,3600,99999999999999999999,32.24344167,-95.62815833
285,4,23,5,20,2,4,8,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480769,0,2006,FM1680,99999999999999999999,29.57976389,-97.15380833
317,4,23,3,1,1,6,4,1,1,2,35,1,1,5,1,0,0,0,1,0,0,0,0,1,1,480770,0,2006,2300,99999999999999999999,32.1352,-101.8899889
113,4,24,12,53,2,13,3,1,3,2,60,1,1,1,1,8,3,0,1,2,0,0,0,1,2,480771,1730,2006,SR-12,99999999999999999999,32.85991111,-96.90243333
253,4,24,20,54,3,14,8,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480772,30,2006,FM2833,99999999999999999999,32.56805556,-99.67746111
29,4,25,10,56,2,16,5,1,1,2,35,1,1,2,1,0,0,0,1,0,20,0,0,1,3,480773,4015,2006,LOOKOUT,99999999999999999999,29.56760556,-98.36510278
317,4,26,21,0,1,6,5,6,1,2,30,1,1,2,1,69,3,0,1,0,0,0,0,1,4,480774,6580,2006,STPETER,99999999999999999999,32.12896667,-101.78933609999999
439,4,27,2,20,1,16,5,1,1,2,35,2,1,1,1,0,0,0,1,0,0,0,0,1,5,480775,2255,2006,PIPELINE,99999999999999999999,32.82058056,-97.11166667
373,4,28,22,36,3,2,2,2,1,4,60,1,1,2,1,20,3,0,1,0,0,0,0,2,6,480776,4711,2006,US-59,FM62,30.90904167,-94.82739444
201,4,29,12,25,2,13,7,2,2,3,50,1,1,1,1,3,3,0,1,0,0,0,0,1,7,480777,0,2006,LP8,FAIRBANKS,29.93536944,-95.52913611
453,4,29,0,48,8,13,8,2,1,4,30,1,1,2,1,3,3,0,1,0,0,0,0,2,7,480778,330,2006,MARTINLUTHERKING,AIRPORT,30.282525,-97.70399444
453,4,29,21,3,1,12,2,1,2,3,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480779,330,2006,US-183,99999999999999999999,30.42011389,-97.74660278
29,4,30,21,50,3,11,7,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480780,6090,2006,I-10,99999999999999999999,29.48845556,-98.22389444
201,1,3,15,45,2,11,1,1,3,3,60,1,1,1,2,0,0,0,1,0,0,0,0,1,3,480781,3280,2006,I-610,99999999999999999999,29.68060833,-95.37916667
215,1,9,15,10,3,13,8,8,5,4,45,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480782,4650,2006,FM495,99999999999999999999,26.22476667,-98.28793056
201,1,15,7,0,2,11,1,1,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480783,3280,2006,I-45,99999999999999999999,29.84976944,-95.39595278
113,1,17,23,45,1,12,8,15,3,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480784,3420,2006,SP482,99999999999999999999,32.83729167,-96.90692778
29,1,19,6,40,2,11,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480785,6090,2006,I-410,99999999999999999999,29.37418333,-98.63825556
291,1,27,21,52,2,15,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480786,0,2006,FM2830,99999999999999999999,30.11146389,-94.71360833
181,2,25,5,46,2,12,2,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480787,6350,2006,US-75,99999999999999999999,33.59185833,-96.60461111
201,2,28,20,30,2,11,1,1,3,4,60,9,9,1,1,0,0,0,1,0,0,0,0,1,3,480788,3280,2006,I-610,99999999999999999999,29.80449722,-95.28633611
215,2,28,0,31,1,15,8,3,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,3,480789,2110,2006,FM1925,JASMAN,26.33478611,-98.14008889
201,3,1,1,10,1,12,2,5,6,1,40,9,9,1,1,0,0,0,1,0,0,0,0,1,4,480790,3320,2006,US-59 RAMP,99999999999999999999,30.02406944,-95.25903611
201,3,8,9,0,1,16,5,1,2,2,40,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480791,3280,2006,SPACECENTERBLVD,99999999999999999999,29.57364444,-95.09917222
113,3,11,4,21,1,16,5,1,2,2,30,1,3,1,1,0,0,0,1,0,0,0,0,1,7,480792,1730,2006,WYCLIFFAVE,99999999999999999999,32.80814167,-96.82185278
245,3,11,17,2,5,12,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480793,5430,2006,US-69,99999999999999999999,29.95223333,-94.00334167
185,3,19,5,20,3,4,8,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480794,0,2006,FM244,99999999999999999999,30.65894444,-96.10292778
201,3,19,1,30,2,12,3,1,2,3,60,1,3,1,1,0,0,0,1,0,0,0,0,1,1,480795,3280,2006,SR-288,99999999999999999999,29.64165,-95.38742778
201,3,20,6,35,3,13,3,1,5,6,55,1,1,2,2,0,0,0,2,0,0,0,0,1,2,480796,3280,2006,SR-6,99999999999999999999,29.8159,-95.645525
147,3,22,12,50,3,4,3,2,1,2,70,1,1,1,2,20,3,0,1,1,0,0,0,1,4,480797,0,2006,SR-11,4526,33.488625,-96.27887778
171,3,22,12,30,1,4,8,1,1,2,55,1,2,2,1,0,0,0,1,0,0,0,0,1,4,480798,0,2006,FM783,99999999999999999999,30.200275,-99.21705278
113,3,23,16,16,5,11,1,15,3,3,55,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480799,1730,2006,I-30,99999999999999999999,32.77154167,-96.79998333
201,3,24,2,23,2,12,2,1,2,5,60,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480800,3280,2006,US-59,99999999999999999999,29.70910556,-95.50804167
503,3,31,9,2,1,4,8,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480801,0,2006,FM61,99999999999999999999,33.11629167,-98.59643056
201,4,1,14,50,1,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480802,3280,2006,BAUMAN,99999999999999999999,29.83624167,-95.37148056
201,4,4,8,45,4,13,8,1,3,4,65,1,1,1,1,0,0,0,1,0,0,0,0,2,3,480803,0,2006,LP8,99999999999999999999,29.93759722,-95.46457778
1,4,7,17,40,1,6,4,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480804,0,2006,2202,99999999999999999999,31.73736389,-95.73317778
167,4,7,22,7,1,14,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480805,3220,2006,FM2004,99999999999999999999,29.31973333,-95.08085
201,4,7,23,0,4,16,5,2,1,2,35,1,1,1,1,0,0,1,1,0,0,0,0,1,6,480806,3280,2006,NORDLING,NEWHAVEN,29.85337222,-95.39098611
215,4,7,2,18,1,6,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480807,5183,2006,MOOREFIELD,99999999999999999999,26.226175,-98.35536389
371,4,8,21,45,1,4,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480808,0,2006,US-385,99999999999999999999,30.46063056,-102.9309778
439,4,8,23,25,4,11,7,1,1,4,40,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480809,2450,2006,I-30,99999999999999999999,32.75996111,-97.24162222
157,4,10,20,48,4,16,5,1,1,2,30,1,1,2,1,0,0,0,1,1,0,0,0,2,2,480810,5760,2006,COLLINS,99999999999999999999,29.59299722,-95.77237222
453,4,10,20,28,4,14,8,2,1,2,55,1,1,2,1,3,3,0,1,0,0,0,0,3,2,480811,330,2006,FM3177,LOYOLA,30.29124167,-97.62793333
85,4,11,13,5,2,12,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480812,4230,2006,US-75,99999999999999999999,33.22008889,-96.635575
257,4,11,11,55,1,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480813,0,2006,US-80,99999999999999999999,32.74080556,-96.42622222
85,4,12,1,33,1,12,7,1,4,2,45,2,1,1,1,0,0,0,1,0,0,0,0,1,4,480814,4230,2006,US-75,99999999999999999999,33.17175,-96.64043333
85,4,12,1,33,3,12,2,1,3,2,65,1,1,1,1,0,0,0,1,0,0,0,0,2,4,480815,4230,2006,US-75,99999999999999999999,33.17215,-96.64053056
353,4,12,17,15,4,11,1,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,4,480816,6720,2006,I-20,99999999999999999999,32.44797778,-100.40992220000001
381,4,12,20,45,1,16,5,1,1,4,45,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480817,150,2006,58,99999999999999999999,35.14657222,-101.88359720000001
113,4,14,20,35,1,16,5,3,2,3,40,1,1,1,1,3,3,0,1,0,0,0,0,1,6,480818,2590,2006,MILLER,CENTERVILLE,32.89400556,-96.60197222
141,4,14,11,56,3,11,1,1,2,4,60,2,1,1,1,0,0,0,1,0,0,0,0,1,6,480819,2190,2006,I-10,99999999999999999999,31.83539167,-106.56900279999999
339,4,14,19,51,1,6,4,1,1,4,40,1,2,2,1,0,0,0,1,0,0,0,0,1,6,480820,0,2006,WALDEN,99999999999999999999,30.40346667,-95.65289167
453,4,14,15,15,2,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480821,0,2006,LINDEN,99999999999999999999,30.12470833,-97.59896389
201,4,15,21,50,3,6,4,2,1,4,35,1,1,1,1,20,1,0,1,0,0,0,0,1,7,480823,0,2006,HEMPSTEAD,BRITTMOORE,29.87828333,-95.56713056
271,4,15,21,15,4,2,2,1,1,2,50,1,3,2,1,0,0,0,1,0,0,0,0,1,7,480824,820,2006,US-90,99999999999999999999,29.31452778,-100.4250889
61,4,16,2,30,1,6,4,1,1,2,30,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480825,0,2006,ABD,99999999999999999999,26.13511389,-97.72472778
303,4,16,22,55,1,2,2,2,2,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480826,0,2006,US-84,FM835,33.49231667,-101.72778890000001
427,4,16,21,15,1,3,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480827,0,2006,FM755,99999999999999999999,26.65845833,-98.57231111
453,4,17,12,21,3,13,8,1,2,2,60,1,1,2,1,0,0,2,1,0,0,0,0,1,2,480828,0,2006,LP360,99999999999999999999,30.29918056,-97.82768889
201,4,19,6,31,2,13,2,2,1,4,45,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480829,3280,2006,US-90,CITYPARKLOOP,29.80175,-95.26743056
349,4,19,15,49,3,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480830,0,2006,SR-22,99999999999999999999,32.06971667,-96.8458
255,4,20,0,59,2,3,2,8,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480831,3630,2006,US-181,99999999999999999999,28.82038056,-97.85918333
453,4,20,6,7,1,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,5,480832,0,2006,FM1626,99999999999999999999,30.14195556,-97.81505833
21,4,21,16,0,4,3,3,2,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480833,0,2006,SR-95,OLDMCDADE,30.13763889,-97.31640833
39,4,21,6,43,2,3,3,1,1,2,55,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480834,0,2006,SR-332,99999999999999999999,29.05700278,-95.54011667
41,4,21,21,10,2,6,4,1,1,2,30,1,1,4,1,0,0,0,1,0,0,0,0,1,6,480835,0,2006,ROCKPRAIRIE,99999999999999999999,30.55376944,-96.26411944
113,4,21,15,31,2,11,7,1,4,3,40,1,1,1,1,98,3,0,1,0,0,0,0,1,6,480836,1730,2006,I-35,99999999999999999999,32.81226389,-96.85805
187,4,21,13,36,2,3,3,8,5,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480837,0,2006,SR-46,99999999999999999999,29.64001944,-98.03531389
391,4,21,23,40,1,2,2,1,3,2,40,1,1,2,1,0,0,0,9,0,0,0,0,1,6,480838,0,2006,US-77,99999999999999999999,28.29248333,-97.27871111
439,4,21,9,38,3,14,8,1,5,4,50,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480839,2450,2006,FM1220,LEACREST,32.82895,-97.42108611
439,4,21,17,30,5,13,2,1,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480840,2450,2006,US-287,99999999999999999999,32.83218056,-97.36080278
459,4,21,19,25,6,6,4,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480841,0,2006,ARMADILLO,99999999999999999999,32.77225833,-95.02178611
113,4,22,13,43,3,11,1,1,3,4,65,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480842,1730,2006,I-20,99999999999999999999,32.65935833,-96.89001667
135,4,22,2,20,1,6,4,1,1,2,55,1,1,5,5,0,0,0,1,0,6,0,0,1,7,480843,0,2006,WHEELER,99999999999999999999,,
203,4,22,14,53,2,2,2,1,2,2,70,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480844,0,2006,US-59,99999999999999999999,32.655175,-94.34570833
439,4,22,14,36,1,12,3,1,3,2,60,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480845,364,2006,SR-199,99999999999999999999,32.89235,-97.54055278
15,4,23,5,52,2,2,3,1,1,2,65,1,1,2,1,0,0,0,5,0,0,0,0,1,1,480846,0,2006,SR-36,99999999999999999999,30.06886667,-96.34407778
29,4,23,14,10,7,3,2,2,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480847,0,2006,US-281,SUMMERGLEN,29.67573333,-98.45230833
183,4,23,8,16,1,5,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480848,0,2006,FM2751,99999999999999999999,32.57264167,-94.735
237,4,23,0,30,1,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480849,0,2006,FM1191,99999999999999999999,33.13245278,-98.38610833
329,4,23,0,50,1,4,8,2,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480850,0,2006,FM1788,SR-158,32.04688056,-102.2751306
245,4,23,2,25,2,12,2,1,1,2,65,1,1,1,1,0,0,2,1,0,0,0,0,1,1,480851,5430,2006,US-59,99999999999999999999,29.92395556,-93.96286944
339,4,23,17,43,1,6,4,1,1,2,35,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480852,0,2006,HONEA-EGYPTRD,99999999999999999999,30.24160556,-95.57116667
371,4,23,10,0,5,1,1,1,2,2,75,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480853,0,2006,I-10,99999999999999999999,30.74456667,-101.8758944
387,4,24,9,31,1,2,2,1,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,1,2,480854,0,2006,US-82,99999999999999999999,33.60611389,-95.0029
491,4,24,17,10,4,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,3,2,480855,0,2006,SR-195,99999999999999999999,30.75058889,-97.7142
503,4,24,14,10,2,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480856,0,2006,SR-16,99999999999999999999,33.12675556,-98.56528333
203,4,25,12,7,4,1,1,1,2,2,70,1,1,1,2,0,0,0,2,0,0,0,0,2,3,480857,0,2006,I-20,99999999999999999999,32.48264167,-94.10571944
421,4,25,21,30,1,2,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480858,0,2006,US-287,99999999999999999999,36.40184167,-101.9547556
71,4,26,5,40,3,3,3,2,2,2,45,1,1,1,2,4,3,0,1,0,0,0,0,1,4,480859,7555,2006,SR-124,SR-73,29.82643889,-94.38397778
113,4,26,18,7,2,12,8,11,4,2,50,1,1,2,1,3,3,0,1,0,0,0,0,1,4,480860,1730,2006,SP366RAMP,INDUSTRIAL,32.78173333,-96.81427222
215,4,26,14,6,2,4,8,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480861,0,2006,FM2221,BENTSENPALM,26.32233056,-98.35516389
85,4,27,22,9,1,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,5,480862,9997,2006,FM546,99999999999999999999,33.10265278,-96.50504444
113,4,27,16,55,7,11,1,1,3,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480863,1539,2006,I-635,99999999999999999999,32.92598333,-97.00013333
113,4,27,1,12,4,12,2,1,3,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480864,1730,2006,US-175,99999999999999999999,32.70219167,-96.65676944
21,4,28,15,50,3,3,3,7,2,2,65,1,1,2,1,21,3,1,1,0,0,0,0,1,6,480865,0,2006,SR-71,TUCKERHILL,30.17534444,-97.52692778
113,4,28,15,6,3,13,3,1,3,3,40,1,1,2,2,0,0,0,2,0,19,0,0,1,6,480866,1730,2006,SR-12,SKILLMAN,32.85795278,-96.75535278
113,4,28,22,20,4,11,1,1,2,4,60,1,1,1,1,0,0,0,1,0,0,0,0,2,6,480867,1730,2006,I-30,99999999999999999999,32.76768333,-96.87829444
251,4,28,14,20,3,4,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480868,0,2006,SR-171,99999999999999999999,32.42136667,-97.468825
