COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,latitude,longitud
141,1,1,2,45,2,16,5,2,1,4,35,1,1,2,2,3,3,0,1,0,0,0,0,1,3,480001,2190,2002,MCCOMBS,31.877538889,-106.406275
167,1,1,0,49,2,6,4,1,1,2,30,2,1,2,1,0,0,0,1,0,0,0,0,1,3,480002,0,2002,HIGHLANDRD,29.354708333,-95.12716944
201,1,1,15,0,2,16,5,1,3,3,70,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480003,3280,2002,SAMHOUSTON,29.687933333,-95.55777778
209,1,1,4,25,6,6,4,1,1,2,40,2,1,2,1,0,0,0,1,0,0,0,0,1,3,480004,0,2002,FITZHUGHRD,30.253625,-98.072
265,1,1,14,49,2,1,1,1,2,2,70,2,1,2,1,0,0,0,1,0,0,0,0,1,3,480005,0,2002,I-10,30.272777778000002,-99.49865556
291,1,1,23,31,1,16,5,6,1,2,30,1,1,2,1,60,3,0,1,0,0,0,0,1,3,480006,1380,2002,DALLAS,30.3399,-95.08996944
389,1,1,9,22,1,1,1,1,2,2,70,1,1,2,3,0,0,0,4,0,0,0,0,1,3,480007,0,2002,I-20,31.374961110999998,-103.646575
451,1,1,4,9,3,6,4,1,1,2,45,1,1,2,2,0,0,0,4,0,0,0,0,1,3,480008,0,2002,SIDEVIEWRD,31.537116667,-100.4917667
491,1,1,2,27,3,3,3,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480009,0,2002,SR-195,30.742858333,-97.70176944
1,1,2,20,20,2,3,3,2,1,2,65,1,1,2,1,20,3,0,1,0,0,0,0,2,4,480010,0,2002,SR-155,31.870825,-95.57073333
5,1,2,18,25,2,4,8,1,1,2,55,1,1,2,2,0,0,0,1,0,0,0,0,1,4,480011,0,2002,FM1818,31.178844444,-94.76662778
21,1,2,7,30,3,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480012,0,2002,FM812,30.098966667,-97.60498056
27,1,2,13,30,6,1,1,1,2,3,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480013,0,2002,I-35,30.928475,-97.54271944
27,1,2,14,56,2,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480014,0,2002,I-35,31.165386111,-97.31953056
61,1,2,18,27,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480015,6110,2002,MCCULLOUGH,26.116894444,-97.63580833
309,1,2,14,39,4,2,3,2,2,2,55,1,1,2,1,20,3,0,1,0,0,0,0,2,4,480016,0,2002,SR-6,31.575361111,-97.29071944
487,1,2,9,46,4,2,2,15,2,2,70,1,1,2,3,0,0,0,1,0,0,0,0,1,4,480017,0,2002,US-287,34.045813889,-98.95295556
107,1,3,22,9,1,2,2,1,2,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,5,480018,0,2002,US-82,33.664133333,-101.178025
121,1,3,2,24,2,11,7,1,4,2,50,1,1,2,4,0,0,0,1,0,0,0,0,1,5,480019,3960,2002,I-35,33.003227778,-96.96346389
141,1,3,23,14,1,11,1,1,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480020,2190,2002,I-10,31.760261111,-106.5020472
239,1,3,15,9,3,4,3,2,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,2,5,480021,0,2002,SR-111,28.953513889,-96.543625
395,1,3,16,50,3,2,3,2,1,2,70,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480023,0,2002,SR-6,31.113572222,-96.71210833
395,1,3,0,25,2,2,2,2,1,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480024,0,2002,US-79,30.947902778000003,-96.57569722
473,1,3,12,40,1,5,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,5,480025,0,2002,FM1458,29.810661110999998,-96.09445278
475,1,3,6,25,1,4,8,6,1,2,55,1,1,2,1,70,3,0,1,0,0,0,0,1,5,480026,0,2002,LOOP464,31.597741666999998,-102.9275083
21,1,4,21,48,1,4,8,1,1,2,60,2,1,2,2,0,0,0,2,0,0,0,0,1,6,480027,0,2002,FM20,29.980972222,-97.44039167
53,1,4,22,30,1,3,3,1,1,2,55,2,1,2,1,0,0,0,1,1,0,0,0,1,6,480028,0,2002,SR-29,30.749294444,-98.394825
3,1,4,22,10,2,4,3,1,1,2,45,1,1,1,1,0,0,0,1,0,0,0,0,2,6,480029,9997,2002,SR-198,32.345477778,-96.10763889
241,1,4,10,32,2,4,8,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480030,0,2002,FM255,31.055188889,-93.89538611
331,1,4,0,15,3,2,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480031,0,2002,US-190,30.843947221999997,-97.00239722
85,1,5,23,14,2,3,3,1,1,2,99,1,1,2,1,99,9,0,1,0,0,0,0,1,7,480032,4445,2002,SR-121,33.287991667,-96.55368333
85,1,5,14,24,3,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480033,0,2002,I-10,31.043713889,-104.72833890000001
141,1,5,0,20,2,16,5,2,2,2,35,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480034,2190,2002,EDGEMERE,31.790558333000003,-106.3037611
157,1,5,20,22,3,13,2,3,2,9,45,1,1,2,2,3,3,0,1,1,0,0,0,1,7,480035,6660,2002,US-90A,29.626261110999998,-95.60289167
201,1,5,12,13,4,6,4,3,1,2,35,1,1,2,2,20,3,0,2,0,0,0,0,1,7,480036,0,2002,CHRISMANRD,29.914083333,-95.36363056
257,1,5,20,53,2,2,2,1,2,2,60,1,1,2,2,0,0,0,1,0,0,0,0,1,7,480037,2430,2002,US-80,32.765719444,-96.48428611
439,1,5,18,22,1,16,5,1,1,2,35,1,1,2,2,0,0,0,1,0,0,0,0,1,7,480038,2255,2002,GLADERD,32.881147221999996,-97.08513056
473,1,5,11,5,1,4,8,1,2,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480039,0,2002,FM359,30.020102778000002,-96.0367
477,1,5,6,43,2,4,8,1,1,2,65,2,1,2,2,40,3,0,2,0,0,0,0,1,7,480040,0,2002,FM390,30.246883333000003,-96.27369722
491,1,5,19,24,1,3,3,1,2,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480041,0,2002,SR-95,30.643147222,-97.43855278
21,1,6,19,6,2,3,3,1,2,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480042,0,2002,SR-21,30.110830556,-97.40587778
37,1,6,2,40,4,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480043,0,2002,US-59,33.347263889000004,-94.14225
61,1,6,12,45,6,2,8,2,1,4,50,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480044,0,2002,BU83S,26.182441667,-97.78616667
159,1,6,17,20,2,4,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480045,4760,2002,SR-37,33.192211111,-95.22141389
201,1,6,14,39,2,16,5,2,2,2,45,1,1,1,1,3,3,0,1,0,0,0,0,1,1,480046,1790,2002,13TH,29.700261111,-95.10034722
395,1,6,15,49,1,16,5,1,1,2,30,2,1,2,1,21,3,0,1,0,0,0,0,1,1,480047,3070,2002,ROSEMARIEST,30.867888889,-96.58988889
471,1,6,19,0,3,3,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480048,0,2002,US-190,30.706263889000002,-95.44983333
299,1,7,14,18,3,4,8,1,1,4,60,2,1,2,1,0,0,0,1,0,20,0,0,2,2,480049,0,2002,FM1431,30.701011111,-98.46360278
373,1,7,12,34,2,16,5,1,1,2,25,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480050,4020,2002,MIMOSAST,30.717652778,-94.93036667
91,1,8,22,30,2,11,1,1,2,2,55,1,1,2,1,0,0,0,1,1,0,0,0,1,3,480051,4870,2002,I-35,29.692922221999996,-98.10818333
121,1,8,12,15,2,3,2,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480052,320,2002,US-377,33.323713889000004,-96.96980556
303,1,8,0,1,6,12,7,2,4,2,45,1,1,2,1,28,3,0,1,0,0,0,0,1,3,480053,4140,2002,LOOP289,33.52955,-101.8703278
309,1,8,23,5,6,16,5,2,1,2,30,1,1,2,2,3,3,0,1,0,0,0,0,3,3,480054,7210,2002,COLCORD,31.557058333,-97.15458611
441,1,8,18,30,2,13,2,2,1,4,55,1,1,2,1,20,3,1,1,0,0,0,0,1,3,480055,30,2002,US-277,32.401413889000004,-99.80961944
473,1,8,2,45,4,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480056,0,2002,OLDHOUSTONHWY,30.087972221999998,-96.05935
29,1,9,7,31,2,13,8,1,5,2,45,1,1,2,1,0,0,2,1,0,0,0,0,1,4,480057,6090,2002,LP368,29.512233333,-98.40511944
65,1,9,13,0,2,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480058,0,2002,US-60,35.348675,-101.3595167
219,1,9,15,40,1,4,8,1,1,2,70,2,1,2,1,40,3,0,1,0,0,0,0,1,4,480059,0,2002,FM1585,33.501377778,-102.32741109999999
281,1,9,19,20,2,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480060,0,2002,FM2313,31.119386111,-98.06428333
339,1,9,16,18,1,6,4,1,1,2,30,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480061,0,2002,HICKORYHILLS,30.323869444,-95.67336111
439,1,9,18,10,3,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480062,2450,2002,CALMONTAVE,32.734755555999996,-97.43475278
29,1,10,18,32,2,13,8,1,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480063,0,2002,FM78,29.493438889,-98.33088889
141,1,10,12,37,5,13,2,2,2,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480064,2190,2002,US-85,31.764988889,-106.51000559999999
167,1,10,6,10,1,14,8,1,5,2,50,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480065,1920,2002,FM517,29.444069444,-95.08741389
423,1,10,23,7,2,6,4,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480066,0,2002,1125,32.291191667,-95.38702222
55,1,11,15,20,3,3,3,1,1,4,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480067,0,2002,SR-80,29.870577778,-97.89608889
97,1,11,23,35,1,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480068,0,2002,FM373,33.603291667,-97.38656667
355,1,11,13,41,4,3,8,2,1,2,70,1,1,2,1,5,3,0,1,0,0,0,0,2,6,480069,0,2002,FM665,27.687652778,-97.55376944
21,1,12,2,50,1,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480070,0,2002,FM812,30.067394444,-97.56736389
29,1,12,22,9,1,5,8,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480071,0,2002,FM1937,29.238175,-98.45344167
63,1,12,19,45,5,3,3,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480072,0,2002,SR-11,33.005063889,-95.05463889
113,1,12,20,25,2,16,5,1,1,3,35,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480073,1730,2002,BONNIEVIEWRD,32.669527778,-96.76076944
157,1,12,5,0,1,2,3,1,1,2,65,2,1,1,1,0,0,0,1,0,0,0,0,1,7,480074,0,2002,SR-99,29.6814,-95.76699167
215,1,12,18,36,5,13,8,1,2,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480075,4197,2002,SP115,26.164566667,-98.25199444
339,1,12,2,30,1,6,4,1,1,2,35,2,1,1,1,40,3,0,1,0,0,0,0,1,7,480076,0,2002,BRANCHCROSSING,30.191227778000002,-95.56419722
381,1,12,2,50,2,11,7,1,4,2,99,1,1,2,1,0,0,2,1,0,0,0,0,1,7,480077,150,2002,I-27,35.142680556,-101.8904417
29,1,13,20,19,2,16,5,3,1,2,35,1,1,2,1,0,0,2,1,0,0,0,0,1,1,480078,6090,2002,FRIOCITYRD,29.401177778,-98.52481667
85,1,13,3,45,1,16,5,1,2,3,45,2,1,1,1,0,0,0,1,0,0,0,0,1,1,480079,5390,2002,COITRD,33.008513889,-96.76681667
113,1,13,7,55,3,13,8,2,2,3,45,1,1,1,1,3,3,0,1,0,14,0,0,1,1,480080,1730,2002,LP12,32.860925,-96.71963056
145,1,13,18,15,2,5,8,2,1,2,70,1,1,2,1,20,3,0,1,1,0,0,0,2,1,480081,0,2002,FM712,31.234083333,-96.96037222
175,1,13,11,30,3,4,8,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480082,0,2002,FM239,28.668152778000003,-97.45728333
201,1,13,0,5,3,12,2,1,2,3,65,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480083,0,2002,US-290,29.869441666999997,-95.54686389
273,1,13,2,10,4,16,5,2,1,2,45,1,1,2,1,40,3,0,1,0,0,0,0,1,1,480084,3700,2002,6THST,27.531025,-97.86274444
29,1,14,17,30,3,16,5,1,1,9,99,1,1,1,4,0,0,0,1,1,0,0,0,1,2,480085,6090,2002,HOLBROOK,29.488347221999998,-98.41835833
61,1,14,7,1,2,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480086,3030,2002,FST,26.178616666999996,-97.70220278
339,1,14,14,22,6,3,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480087,0,2002,FM1488,30.224397221999997,-95.55078611
453,1,14,12,18,1,12,8,13,3,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480088,330,2002,LP1,30.311097221999997,-97.757275
459,1,14,22,25,1,6,5,1,1,9,35,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480089,2047,2002,EASTMOUNTAINRD,32.5838,-94.85994444
71,1,15,15,12,6,1,1,1,3,3,70,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480090,0,2002,I-10,29.827297222,-94.43980833
113,1,15,14,51,2,16,5,2,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480091,1730,2002,THROCKMORTONST,32.817394444,-96.80450278
141,1,15,18,20,2,16,5,3,2,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480092,2190,2002,RESLER,31.842269444,-106.5498389
145,1,15,10,50,2,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480093,0,2002,FM147,31.382280555999998,-96.76751111
215,1,15,8,0,3,4,8,2,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480094,0,2002,FM907,26.246186111,-98.112575
229,1,15,6,37,1,1,1,1,2,2,70,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480095,0,2002,I-10,31.189911111,-105.42345559999998
289,1,15,3,30,1,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480096,0,2002,I-45,31.235069444,-95.99379444
329,1,15,9,0,1,4,8,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480097,0,2002,FM1788,31.970294444,-102.2523472
439,1,15,9,29,3,11,7,1,4,4,40,1,1,1,1,0,0,0,1,1,0,0,0,1,3,480098,260,2002,I-20,32.677525,-97.12414722
479,1,15,8,5,2,13,3,1,5,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480099,3899,2002,SR-359,27.499775,-99.46223056
485,1,15,3,0,2,6,4,1,1,2,40,1,1,2,1,40,3,0,1,0,0,0,0,1,3,480100,0,2002,WELLINGTONLANE,33.943261111,-98.57623889
201,1,16,1,20,1,12,7,15,4,3,45,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480101,0,2002,US-290,29.872927778,-95.55385278
287,1,16,10,52,3,2,2,1,1,4,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480102,0,2002,US-290,30.182375,-97.0296
339,1,16,2,0,1,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480103,0,2002,FM1485,30.318958333,-95.37702222
373,1,16,22,20,4,13,2,7,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480104,0,2002,US-59,30.621047221999998,-94.94761944
339,1,17,17,0,2,6,4,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480105,0,2002,HALLDRIVE,30.259816667,-95.74686111
423,1,17,11,35,2,4,3,1,1,2,10,1,1,2,2,0,0,0,1,0,0,0,0,1,5,480106,0,2002,SR-64,32.370011111,-95.44466944
1,1,18,15,32,1,6,4,1,1,2,60,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480107,0,2002,118,31.581241666999997,-95.68596667
11,1,18,22,10,2,6,4,1,1,2,60,1,1,5,1,0,0,0,1,0,0,0,0,1,6,480108,0,2002,13,35.073919444,-101.39845
121,1,18,22,23,1,14,8,1,1,3,45,1,1,1,2,0,0,0,1,1,0,0,0,1,6,480109,3960,2002,FM3040,33.004933333000004,-96.98406111
201,1,18,16,30,3,12,7,10,4,3,50,1,1,1,1,3,3,0,5,0,0,0,0,1,6,480110,3280,2002,LP8,29.653336110999998,-95.55067778
221,1,18,20,0,1,4,8,1,1,2,65,2,1,2,2,40,3,0,5,0,0,0,0,1,6,480111,0,2002,FM2425,32.3325,-97.75483056
315,1,18,16,43,4,3,3,2,1,2,60,1,1,2,2,5,3,0,2,0,0,0,0,1,6,480112,0,2002,SR-155,32.863705556,-94.66458333
423,1,18,17,2,3,1,1,5,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480113,3990,2002,I-20,32.468630556,-95.39154167
453,1,18,2,36,2,12,8,1,2,3,65,2,1,2,1,0,0,0,1,0,0,0,0,1,6,480114,330,2002,LP1,30.248830555999998,-97.80385833
37,1,19,99,99,1,11,1,1,2,2,60,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480115,6850,2002,I-30,33.452180556,-94.10494444
113,1,19,99,99,1,16,5,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480116,3420,2002,HUNTERFERRELLRD,32.786655556,-96.93898889
265,1,19,10,30,1,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480117,0,2002,I-10,30.197997221999998,-99.35938056
345,1,19,11,4,2,3,2,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480118,0,2002,US-62,34.011233333,-100.8403667
361,1,19,0,28,1,1,1,1,2,2,65,1,1,2,2,0,0,0,2,0,0,0,0,1,7,480119,5100,2002,I-10,30.113158333,-93.80330833
479,1,19,3,23,3,2,2,2,1,2,40,1,1,2,1,20,3,0,1,1,0,0,0,2,7,480120,0,2002,US-83,27.364138889,-99.46059167
497,1,19,1,50,3,2,2,1,1,2,65,1,1,2,2,0,0,0,5,0,0,0,0,1,7,480121,0,2002,US-380,33.241394444,-97.52735278
27,1,20,21,17,3,13,8,1,2,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480122,6810,2002,LP363,31.075033333,-97.37349444
71,1,20,8,20,2,1,1,5,3,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480123,0,2002,I-20,29.825608333,-94.85027222
291,1,20,18,5,3,3,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480124,0,2002,US-90,30.051841666999998,-94.73322222
309,1,20,20,25,1,2,3,1,2,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480125,0,2002,SR-6,31.541525,-97.26424722
355,1,20,14,16,5,12,3,1,2,3,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480126,1550,2002,SR-358,27.777038889,-97.46924444
439,1,20,1,18,2,12,3,1,2,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480127,260,2002,SR-360,32.710386111,-97.06206111
27,1,21,18,33,1,16,5,1,1,2,40,1,1,5,1,0,0,0,1,1,0,0,0,1,2,480128,6810,2002,KEGLEYRD,31.110047222,-97.40167778
85,1,21,2,20,5,12,2,1,3,3,65,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480129,92,2002,US-75,33.077822221999995,-96.68549167
201,1,21,18,50,1,13,8,1,1,2,35,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480130,3505,2002,FM529,29.880538889,-95.57121111
227,1,21,15,35,2,4,8,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,1,2,480131,0,2002,FM700,32.292038889000004,-101.48198609999999
329,1,21,8,42,1,3,3,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480132,0,2002,SR-191,31.964475,-102.254875
423,1,21,16,32,1,6,4,1,1,2,45,1,1,1,2,0,0,0,1,1,0,0,0,1,2,480133,0,2002,1125,32.266436111,-95.38617222
21,1,22,10,2,3,3,3,2,2,2,65,1,1,2,2,20,3,0,5,0,0,0,0,2,3,480134,0,2002,SR-71,30.175033333000002,-97.52688333
29,1,22,22,17,1,11,1,1,2,3,60,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480135,6090,2002,I-35,29.393608333000003,-98.51135278
147,1,22,21,15,1,4,3,1,1,2,60,2,1,2,2,0,0,0,5,0,0,0,0,1,3,480136,0,2002,SR-78,33.438927778,-96.16328056
423,1,22,11,51,1,4,8,1,1,2,55,2,1,2,2,0,0,0,1,0,0,0,0,1,3,480137,7070,2002,FM756,32.247938889000004,-95.27723889
473,1,23,19,1,4,3,3,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480138,0,2002,SR-6,30.158530556,-96.06823889
491,1,23,10,16,2,4,8,1,1,2,55,2,1,2,2,0,0,0,1,0,0,0,0,1,4,480139,0,2002,FM1460,30.584097221999997,-97.65433333
71,1,24,13,19,1,1,1,1,2,2,70,1,1,1,2,0,0,0,2,0,0,0,0,1,5,480140,0,2002,I-10,29.830255555999997,-94.48206389
215,1,24,20,4,3,16,5,1,1,2,30,1,1,2,1,0,0,0,8,0,0,0,0,1,5,480141,4197,2002,2NDST,26.2814,-98.207875
201,1,25,18,26,2,12,3,5,2,9,65,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480142,3890,2002,SR-146,29.670577778000002,-95.02908611
209,1,25,22,15,2,13,3,1,2,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480143,6170,2002,SR-123,29.862922221999998,-97.93896111
373,1,25,8,34,4,13,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480144,0,2002,US-59,30.635663889,-94.94631111
167,1,26,14,36,5,12,3,3,2,2,40,1,1,2,1,3,3,0,1,0,0,0,0,1,7,480145,6860,2002,SR-146,29.408038889,-94.95640556
345,1,26,22,18,1,3,2,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480146,0,2002,US-62,34.012211111,-100.82848609999999
439,1,26,22,30,3,16,5,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480147,2450,2002,CHERRYLN,32.724888889,-97.45065833
439,1,26,16,19,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480148,2450,2002,ODESSA,32.707063889000004,-97.36361389
451,1,26,1,20,2,5,8,1,5,2,50,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480149,6080,2002,FM388,31.440258333000003,-100.4059222
485,1,26,16,43,1,12,8,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480150,7490,2002,SPUR325,33.946705556,-98.52310556
61,1,27,2,44,2,12,2,1,2,2,50,1,1,2,1,0,0,0,1,1,0,0,0,1,1,480151,3030,2002,US-83,26.187002778000004,-97.74606389
187,1,27,17,10,5,14,2,2,1,2,50,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480152,6290,2002,US-90,29.575208333000003,-97.98979444
29,1,28,13,7,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480153,6090,2002,LOMALINDA,29.474808333000002,-98.54209167
113,1,28,16,45,4,13,8,1,2,2,50,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480154,1730,2002,LP12,32.712694444,-96.71581667
423,1,28,21,0,3,2,2,1,1,2,65,1,1,2,1,40,3,0,1,0,0,0,0,1,2,480155,0,2002,US-69,32.604986111,-95.48252778
439,1,28,20,6,1,11,1,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480156,2450,2002,I-820,32.736230556,-97.22462778
453,1,28,16,9,3,12,3,3,2,4,60,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480157,330,2002,SR-71,30.222444444,-97.67677778
439,1,29,21,42,5,16,5,1,5,2,40,1,1,1,1,0,0,0,1,0,0,0,0,2,3,480158,260,2002,FIELDERRD,32.762691667,-97.13175
439,1,30,23,44,2,13,8,1,1,2,45,2,1,2,2,0,0,0,2,1,0,0,0,1,4,480159,260,2002,FM157,32.793805556,-97.09951667
113,1,31,5,40,3,11,1,1,2,4,60,1,1,1,2,0,0,0,2,0,0,0,0,1,5,480160,1730,2002,I-30,32.797888889,-96.68370833
201,1,31,9,28,2,13,3,3,5,3,50,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480161,6970,2002,SR-249,30.101805556,-95.63824722
329,1,31,1,30,1,3,3,1,2,2,65,1,1,2,2,0,0,0,5,0,0,0,0,1,5,480162,0,2002,SR-91,31.943472221999997,-102.2733556
1,2,1,14,35,3,15,8,2,5,2,55,1,1,2,1,4,3,0,1,0,0,0,0,2,6,480163,5170,2002,FM2394,31.749775,-95.65827778
29,2,1,16,30,5,16,5,2,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480164,6090,2002,ZARZAMORA,29.39295,-98.53238611
85,2,1,19,22,5,12,2,1,3,4,60,1,1,1,1,0,0,0,1,0,15,0,0,1,6,480165,5390,2002,US-75,33.029641667,-96.70849444
113,2,1,22,37,13,16,5,1,2,3,35,1,1,1,1,0,0,0,1,1,0,0,0,1,6,480166,1730,2002,LAKEJUNERD,32.734133333,-96.66260556
201,2,1,23,50,2,16,5,1,1,2,35,1,1,1,1,0,0,0,1,0,0,0,0,1,6,480167,3280,2002,CHIMNEYROCK,29.668919444,-95.47675
251,2,1,13,54,2,13,8,2,4,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,6,480168,1370,2002,BU67,32.347202778,-97.38776944
201,1,1,6,45,1,12,7,1,4,4,45,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480169,3280,2002,US-59,29.713072221999997,-95.50353889
201,1,1,22,15,6,12,3,1,2,5,60,1,1,1,1,0,0,1,1,0,0,0,0,1,3,480170,3280,2002,SR-288,29.689508333000003,-95.37809167
201,1,1,2,45,3,16,5,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480171,3280,2002,LITTLEYORK,29.870130556,-95.37749722
201,1,2,18,57,2,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480172,5230,2002,SHAVER,29.648888889000002,-95.20791944
439,1,2,13,8,2,11,7,3,4,4,35,1,1,1,1,3,3,0,1,0,0,0,0,1,4,480173,3347,2002,I-820,32.823725,-97.20674167
29,1,3,13,20,4,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480174,6090,2002,SAUNDERS,29.424844444,-98.52741389
201,1,6,14,20,2,11,1,1,3,3,65,1,1,2,1,0,0,0,1,0,19,0,0,1,1,480175,3280,2002,I-10,29.784119444,-95.54560278
