COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER1,WEATHER2,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,WEATHER
29,5,11,20,58,3,16,5,1,2,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480791,6090,2008,36TH,99999999999999999999,29.41589444,-98.57387778,1
367,2,7,20,14,1,5,8,1,1,2,35,2,3,2,1,0,0,0,1,0,0,0,0,0,1,5,480792,5705,2008,FM1542,99999999999999999999,32.94413889,-97.58032222,1
361,2,8,6,20,2,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480793,0,2008,FM1442,99999999999999999999,30.13441667,-93.88301389,1
29,2,9,18,55,3,13,8,1,5,4,45,1,2,2,1,0,0,0,1,0,0,0,0,0,1,7,480794,6090,2008,LP368,99999999999999999999,29.50843056,-98.41030556,1
439,2,10,20,15,2,12,2,1,3,3,60,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,480795,2450,2008,US-287,99999999999999999999,32.74400278,-97.30546389,1
113,2,11,6,14,2,11,7,1,4,1,40,1,1,1,1,0,0,2,1,0,1,3,0,0,1,2,480796,1730,2008,I-45,99999999999999999999,32.78684167,-96.79166389,1
397,2,17,3,52,2,11,1,1,3,6,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,480797,5910,2008,I-30,99999999999999999999,32.8991,-96.46358611,1
309,2,19,20,57,2,3,2,8,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480798,4220,2008,US-84,99999999999999999999,31.47753611,-97.31187222,1
199,2,20,9,36,2,13,2,7,2,2,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,4,480799,0,2008,US-96,99999999999999999999,30.22850833,-94.19381667,1
201,2,20,10,30,2,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480800,6970,2008,RUDEL,99999999999999999999,30.09393611,-95.62930278,1
29,2,22,23,15,2,13,8,1,3,3,60,1,3,2,1,0,0,1,1,0,0,0,0,0,1,6,480801,6090,2008,FM1502,99999999999999999999,29.53493056,-98.39891944,1
217,2,22,6,14,4,4,8,1,1,2,60,1,2,2,1,0,0,0,1,0,0,0,0,0,1,6,480802,0,2008,FM67,99999999999999999999,,,1
305,2,22,18,12,2,3,2,2,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480803,6740,2008,US-380,AVEL,33.16646667,-101.79995,1
371,2,24,8,30,1,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480804,0,2008,FM11,99999999999999999999,30.89174444,-102.29790279999999,1
201,2,25,5,4,2,11,1,1,3,3,55,1,2,1,1,0,0,0,1,0,0,19,23,0,1,2,480805,6556,2008,I-10,99999999999999999999,29.78457222,-95.49749444,1
493,2,28,16,31,2,2,2,2,5,3,70,1,1,2,1,20,3,0,1,0,0,0,0,0,1,5,480806,0,2008,US-87,357,29.357975,-98.19069722,1
215,3,19,3,0,2,5,8,3,1,2,55,1,1,2,1,0,0,2,1,0,0,0,0,0,1,4,480807,0,2008,FM1423,ALBERTA,26.241225,-98.07645833,1
215,3,14,16,0,11,12,7,1,4,3,55,1,1,2,1,0,0,0,1,0,0,14,0,0,3,6,480808,1970,2008,US-83,99999999999999999999,26.18370278,-98.06979722,1
3,3,20,20,55,2,6,4,1,1,2,60,2,1,2,1,40,3,0,1,0,0,0,0,0,1,5,480809,0,2008,2001,99999999999999999999,32.48144167,-102.5641389,1
371,3,21,13,35,3,1,1,1,2,2,80,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480810,0,2008,I-10,99999999999999999999,30.9229,-103.2084333,1
201,3,22,0,35,4,16,5,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480811,3280,2008,ANDERSON,99999999999999999999,29.60612222,-95.44190278,1
35,3,23,11,45,4,3,3,2,1,2,50,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,480812,4690,2008,SR-174,JESSUP,32.01116667,-97.61053611,1
29,3,27,14,50,3,13,8,1,1,2,99,2,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480813,6090,2008,FM1604,99999999999999999999,29.47795833,-98.29598333,1
61,3,30,2,24,2,16,5,1,1,2,30,2,1,4,1,0,0,2,1,0,0,0,0,0,1,1,480814,940,2008,MORNINGSIDE,99999999999999999999,25.89885556,-97.43745833,1
439,3,31,13,41,3,13,8,2,1,9,50,2,1,1,1,3,3,0,1,0,0,0,0,0,1,2,480815,260,2008,FM157,TURNERWARNELL,32.61176667,-97.14221389,1
439,4,1,0,6,1,11,1,13,6,1,60,1,2,2,1,0,0,0,1,0,0,0,0,0,1,3,480816,2450,2008,I-30RAMP,99999999999999999999,32.74215833,-97.34235,1
29,4,2,10,45,2,12,3,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480817,6090,2008,SR-151,WISEMAN,29.47509722,-98.69796389,1
215,4,5,9,41,8,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480818,0,2008,FM1925,99999999999999999999,26.330575,-98.10999167,1
165,4,6,6,19,1,6,4,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480819,0,2008,225,99999999999999999999,32.87283056,-102.8466444,1
201,4,8,23,28,3,16,5,1,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,480820,3280,2008,RODNEY,99999999999999999999,29.640825,-95.23614444,1
329,4,8,17,30,2,3,7,1,4,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480821,0,2008,SR-191,99999999999999999999,31.98882222,-102.18973890000001,1
287,4,12,3,5,1,2,3,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480822,0,2008,SR-21,99999999999999999999,30.31732222,-96.93529167,1
339,4,13,2,45,3,99,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480823,0,2008,FM1485,99999999999999999999,30.15032778,-95.198925,1
365,4,16,15,41,3,3,2,1,1,4,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480824,0,2008,US-79,99999999999999999999,32.146475,-94.52984444,1
33,4,17,12,14,2,4,8,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480825,0,2008,FM1054,99999999999999999999,32.67969722,-101.621775,1
29,4,19,21,0,2,13,2,1,5,6,50,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480826,6090,2008,US-281,99999999999999999999,29.31593611,-98.47588889,1
227,4,19,5,15,2,1,1,1,2,2,65,1,1,2,1,0,0,1,1,0,0,0,0,0,1,7,480827,0,2008,I-10,99999999999999999999,32.16698611,-101.6561083,1
361,4,20,17,52,4,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480828,7200,2008,SR-12,99999999999999999999,30.17191667,-93.93598056,1
113,4,21,4,47,3,16,5,2,2,3,45,1,1,1,1,3,3,0,1,0,0,0,0,0,1,2,480829,2590,2008,JUPITER,KINGSLEY,32.87893889,-96.68320556,1
329,4,23,1,46,2,3,8,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480830,0,2008,BU-20,99999999999999999999,31.904375,-102.2515167,1
41,4,24,2,0,1,16,4,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480831,0,2008,OLDRELIANCE,99999999999999999999,30.69883611,-96.33737222,1
183,4,24,14,52,5,4,8,2,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,0,1,5,480832,0,2008,FM3053,GOFORTH,32.40806389,-94.95176667,1
113,4,25,1,48,2,13,3,2,2,2,55,1,1,1,1,3,3,0,1,0,1,0,0,0,1,6,480833,9997,2008,SR-121,FREEPORT,32.98073333,-97.02071389,1
183,4,25,23,15,6,13,3,1,2,2,65,1,3,2,2,0,0,0,2,0,0,0,0,0,1,6,480834,0,2008,SR-31,99999999999999999999,32.48400833,-94.76344167,2
1,5,11,19,25,1,4,3,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480835,0,2008,SR-294,99999999999999999999,31.62541389,-95.29358611,1
135,4,26,15,0,8,13,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,14,0,0,1,7,480836,0,2008,US-385,99999999999999999999,32.08206667,-102.4491611,1
361,4,26,23,12,3,11,2,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480837,5100,2008,US-87,99999999999999999999,30.17632222,-93.75746389,1
141,4,27,13,30,3,16,5,1,1,4,30,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480838,2190,2008,DELTA,99999999999999999999,31.76122778,-106.42038059999999,1
183,4,27,0,15,1,6,4,3,1,2,55,1,2,2,1,20,3,0,1,0,0,0,0,0,1,1,480839,0,2008,OLDHWY135,PEAVINE,32.41765556,-94.92914444,1
287,4,27,15,9,4,2,3,1,1,4,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,1,480840,0,2008,SR-21,99999999999999999999,30.47867222,-96.76225,1
465,4,27,15,56,2,13,2,1,2,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480841,1820,2008,US-277,99999999999999999999,29.353425,-100.9080611,1
491,4,29,20,6,1,6,4,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480842,0,2008,313,99999999999999999999,30.805625,-97.60639167,1
389,5,1,1,39,3,11,7,11,4,9,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,5,480843,5280,2008,I-20,COUNTY,31.39886944,-103.4903528,1
201,5,2,18,40,4,3,8,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,6,480844,0,2008,FM2920,BECKER,30.06673056,-95.79868333,1
117,5,3,4,40,3,16,5,1,1,2,30,9,9,9,1,0,0,0,1,0,0,0,0,0,1,7,480845,3140,2008,BRADLEY,99999999999999999999,34.81981944,-102.41628890000001,1
135,5,3,5,39,3,16,5,1,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,0,1,7,480846,5030,2008,SUNSET,99999999999999999999,31.85268056,-102.4030361,1
309,5,3,2,0,2,11,1,1,3,2,65,2,2,2,1,0,0,0,1,0,0,0,0,0,1,7,480847,0,2008,I-35,99999999999999999999,31.65937222,-97.10043889,1
439,5,3,15,31,2,13,3,1,2,3,45,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480848,7258,2008,SR-377,99999999999999999999,32.882525,-97.26065278,1
113,5,4,16,36,4,13,8,1,3,3,60,1,2,2,1,0,0,0,1,0,0,0,0,0,1,1,480849,3420,2008,LP12,99999999999999999999,32.82468056,-96.91935833,1
123,5,4,14,23,4,2,2,2,2,2,70,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480850,0,2008,US-183,SR-111,29.30953611,-97.29695,1
139,5,4,20,50,4,13,2,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480851,4570,2008,US-287,99999999999999999999,32.46034722,-96.941825,1
251,5,4,22,20,2,1,1,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480852,1030,2008,I-35,99999999999999999999,32.49145556,-97.28313611,1
367,5,5,18,50,1,6,4,1,1,2,45,1,2,2,1,0,0,0,1,0,0,0,0,0,1,2,480853,0,2008,DENNIS ROAD,99999999999999999999,32.69277222,-97.88288333,1
501,5,5,16,40,3,3,2,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480854,0,2008,US-82,99999999999999999999,33.18231667,-102.8107889,1
27,5,7,22,40,1,12,2,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480855,3690,2008,US-190,99999999999999999999,31.12205833,-97.77825,1
167,5,7,9,39,4,12,3,2,2,2,65,1,1,1,1,20,3,0,1,0,0,0,0,0,2,4,480856,6860,2008,SR-146,ATTWATER,29.42846667,-94.96310278,1
201,5,7,13,53,2,16,5,2,2,3,55,1,1,1,1,28,3,0,1,0,0,0,0,0,1,4,480857,5230,2008,BAYAREA,REDBLUFF,29.60223333,-95.06982222,1
245,5,7,11,42,2,14,8,8,1,4,99,1,1,1,1,0,0,0,1,0,0,0,0,0,1,4,480858,490,2008,FM364,99999999999999999999,30.05709167,-94.18965,1
3,5,8,16,34,1,2,2,1,2,2,75,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480859,0,2008,US-385,99999999999999999999,32.2445,-102.5219417,1
73,5,8,7,27,9,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,2,5,480860,0,2008,US-84,99999999999999999999,31.83966389,-95.04500556,1
473,5,8,3,34,1,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480861,0,2008,FM2855,99999999999999999999,29.81757222,-95.88993611,1
497,5,8,9,46,2,4,3,2,1,2,35,1,1,2,1,3,3,0,1,0,0,0,0,0,1,5,480862,890,2008,SR-114,CATES,33.20946389,-97.762525,1
69,5,9,14,34,6,3,2,2,1,2,70,1,1,2,1,20,3,0,1,0,0,0,0,0,1,6,480863,0,2008,US-385,FM145,34.38006944,-102.30484720000001,1
135,5,9,21,49,3,6,4,1,5,4,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480864,5030,2008,EASTRIDGE,99999999999999999999,31.89503333,-102.312825,1
149,5,9,13,52,5,3,2,2,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480865,0,2008,US-77,HIGHHILL,29.71828611,-96.90296667,1
27,5,10,20,30,1,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480866,0,2008,KUYKENDALLMOUNTAIN,99999999999999999999,31.19178056,-97.46708333,1
29,5,10,1,14,2,11,1,1,3,4,65,1,1,2,1,0,0,1,1,0,0,0,0,0,1,7,480867,6090,2008,I-10,99999999999999999999,29.56696111,-98.59231667,1
39,5,10,13,26,4,2,3,1,2,6,55,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480868,4306,2008,SR-6,99999999999999999999,29.473825,-95.37563333,1
185,5,10,16,40,3,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,2,7,480869,0,2008,SR-90,99999999999999999999,30.74478889,-95.95621667,1
367,5,10,16,39,1,4,8,2,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480870,0,2008,FM51,OAKRIDGEESTATE,32.89443056,-97.73110278,1
251,5,11,13,21,1,16,5,6,1,2,30,1,1,2,1,60,3,0,1,0,0,0,0,0,1,1,480871,5791,2008,CLEBURNEWHITNEY,99999999999999999999,32.23825278,-97.37837778,1
453,5,11,18,57,2,16,5,2,1,4,35,1,1,2,1,3,3,0,1,0,0,0,0,0,1,1,480872,330,2008,1ST,MARY,30.24655278,-97.75635278,1
167,5,13,22,15,2,14,8,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480873,0,2008,FM676,99999999999999999999,29.50980278,-94.97467222,1
29,5,15,15,5,5,11,1,1,3,4,65,1,2,2,1,0,0,0,1,0,0,0,0,0,1,5,480874,6090,2008,I-35,99999999999999999999,29.53792778,-98.38291111,1
29,5,15,14,9,2,11,1,1,3,3,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480875,6090,2008,I-35,99999999999999999999,29.51406667,-98.39708056,1
201,5,15,23,47,2,6,4,3,2,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480876,0,2008,LITTLEYORK,SKYVIEW,29.86721944,-95.56920556,1
29,5,16,20,5,6,13,8,1,5,6,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480877,0,2008,LP13,99999999999999999999,29.36134444,-98.57281111,1
15,5,17,21,15,2,4,2,3,1,2,50,1,1,2,2,0,0,0,2,0,0,0,0,0,1,7,480878,6280,2008,US-90,CINDY,29.77208056,-96.14575,2
47,1,16,20,51,9,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480879,2290,2008,NEGRI,99999999999999999999,27.223675,-98.157575,1
479,2,2,0,46,5,13,8,2,3,2,45,1,1,1,1,3,3,0,1,0,0,0,0,0,1,7,480880,3899,2008,LP20,FM1472,27.60109722,-99.51645556,1
29,2,8,19,6,5,16,5,2,1,4,35,1,1,1,1,0,0,4,1,0,0,14,0,0,1,6,480882,6090,2008,COMMERCE,ACME,29.43395278,-98.58755278,1
439,2,12,14,42,1,6,4,1,1,2,40,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480883,0,2008,PEDEN,99999999999999999999,32.93528889,-97.47533889,1
201,3,10,2,15,2,12,2,1,3,4,60,2,2,1,1,0,0,0,1,0,0,0,0,0,1,2,480884,3280,2008,US-59,99999999999999999999,29.77717222,-95.33986111,1
113,3,12,3,20,3,11,1,1,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,0,2,4,480885,1730,2008,I-635,99999999999999999999,32.92206944,-96.84667222,1
113,3,24,20,29,5,11,1,1,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,480886,4530,2008,I-30,99999999999999999999,32.83349722,-96.61208611,1
201,4,3,21,43,3,6,4,1,2,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,480887,0,2008,THORNE,99999999999999999999,30.00731111,-95.3818,1
113,4,5,9,50,2,13,3,1,2,2,60,1,1,2,1,0,0,0,1,0,1,6,0,0,1,7,480888,1730,2008,SR-12,99999999999999999999,32.77714444,-96.91686944,1
113,4,5,20,29,9,11,1,15,3,4,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480889,4530,2008,I-635,99999999999999999999,32.79230833,-96.63451944,1
297,4,9,5,45,5,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480890,0,2008,I-37,99999999999999999999,28.44758056,-98.102875,1
215,4,17,20,55,2,13,3,1,1,4,45,1,1,2,1,0,0,2,1,0,0,0,0,0,1,5,480891,2110,2008,SR-107,99999999999999999999,26.29802778,-98.13841944,1
215,4,18,5,40,1,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480892,0,2008,FM490,99999999999999999999,26.4796,-98.32779167,1
167,4,19,20,14,3,13,3,4,2,4,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480893,3220,2008,SR-6,99999999999999999999,29.34253889,-94.99667778,1
153,4,20,4,55,5,6,4,1,1,2,55,1,1,5,1,0,0,0,1,0,0,0,0,0,2,1,480894,0,2008,91,99999999999999999999,34.01541389,-101.4448306,1
187,4,21,11,17,2,3,2,2,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,2,480895,0,2008,US-90,FM725,29.55494722,-98.02897778,1
181,4,24,18,42,2,12,7,1,4,2,55,1,2,1,1,0,0,0,1,0,0,0,0,0,2,5,480896,6350,2008,US-75,99999999999999999999,33.67017222,-96.60943056,1
27,4,25,14,54,5,12,2,1,2,2,99,1,2,2,1,0,0,0,1,0,0,0,0,0,1,6,480897,4924,2008,us-190,99999999999999999999,31.07646111,-97.60741111,1
139,4,27,13,40,1,6,4,1,1,2,35,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,480898,0,2008,WHITEHEAD,99999999999999999999,32.43789444,-96.97622222,1
245,4,27,22,22,2,4,3,2,1,2,50,1,1,2,1,4,3,0,1,0,0,0,0,0,1,1,480899,0,2008,SR-124,HAMSHIRE,29.85993889,-94.30930556,1
181,4,30,15,10,3,2,2,1,2,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,4,480900,0,2008,us-82,99999999999999999999,33.67073056,-96.72253889,1
141,5,1,23,9,3,11,1,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480901,225,2008,I-10,99999999999999999999,,,1
367,5,2,14,3,2,3,2,2,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480902,0,2008,US-180,ROBINSON,32.77941389,-97.90178056,1
39,5,3,4,10,2,3,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,480903,0,2008,FM2004,99999999999999999999,29.27105,-95.14408056,1
201,5,4,1,30,4,13,2,1,5,6,40,1,1,2,1,0,0,0,1,0,0,14,0,0,2,1,480904,0,2008,US-6,99999999999999999999,29.84464444,-95.64576111,1
201,5,4,4,10,2,12,2,1,3,7,60,1,2,1,1,0,0,3,1,0,0,0,0,0,1,1,480905,0,2008,US-59,99999999999999999999,29.90561111,-95.31060833,1
245,5,4,20,20,2,13,2,1,2,4,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480906,1312,2008,US-90,99999999999999999999,30.05050278,-94.31568056,1
113,5,6,4,55,3,16,5,2,3,3,40,1,1,1,2,3,3,1,1,0,0,14,0,0,1,3,480907,2590,2008,JUPITER,BUCKINGHAM,32.93125278,-96.68281944,1
37,5,7,1,26,1,12,7,1,1,2,50,2,1,2,1,0,0,0,1,0,0,0,0,0,1,4,480908,6850,2008,US-59,99999999999999999999,33.44938056,-94.09650833,1
363,5,8,21,50,3,4,8,1,1,2,50,2,1,2,1,0,0,0,1,0,1,0,0,0,3,5,480909,0,2008,FM4,99999999999999999999,32.52557222,-98.17436111,1
183,5,9,16,8,2,3,2,1,5,4,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480910,0,2008,US-80,99999999999999999999,32.52753333,-94.89128056,1
321,5,9,20,20,2,3,3,1,2,4,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480911,9997,2008,SR-35,99999999999999999999,29.063025,-95.84021389,1
401,5,9,10,45,1,5,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480912,0,2008,FM1716,99999999999999999999,32.31106667,-94.69330278,1
423,5,9,20,27,2,14,8,2,5,4,40,1,3,2,1,0,0,0,1,0,0,0,0,0,1,6,480913,7070,2008,FM14,CARLYLE,32.37019722,-95.29511111,1
67,5,12,14,16,2,4,8,1,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,2,480915,0,2008,FM161,99999999999999999999,32.88617222,-94.61712778,1
453,5,13,11,16,2,11,7,2,4,4,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480916,330,2008,I-35,MLKJR,30.27855278,-97.73050833,1
467,5,13,7,12,6,3,3,1,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,3,480917,0,2008,SR-19,99999999999999999999,32.68626389,-95.8367,1
91,5,14,14,14,2,13,3,2,5,4,35,1,1,2,1,3,3,0,1,0,0,0,0,0,1,4,480918,4870,2008,SR-46,FM1101,29.69849722,-98.09158333,1
239,5,15,17,10,2,3,3,3,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480919,0,2008,SR-35,SR-172,28.7212,-96.45846944,1
439,5,15,19,44,2,12,3,5,6,1,60,1,2,1,1,0,0,0,1,0,0,0,0,0,1,5,480920,260,2008,SR-360,99999999999999999999,32.73952222,-97.06304722,1
113,5,17,21,3,4,11,1,1,3,6,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,480921,1730,2008,I-635,99999999999999999999,32.92608611,-96.82836389,1
223,5,17,14,55,7,4,8,1,1,2,55,1,1,2,1,6,3,2,1,0,1,0,0,0,2,7,480922,0,2008,FM1567,99999999999999999999,33.022475,-95.68933889,1
61,5,18,4,30,1,14,8,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480923,0,2008,FM507,99999999999999999999,26.31886389,-97.66485833,1
113,5,18,1,30,2,12,7,1,4,3,50,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,480924,2590,2008,SR-190,99999999999999999999,32.95806389,-96.63026667,1
341,5,18,19,30,10,2,2,1,2,4,70,2,1,2,1,0,0,0,1,0,0,0,0,0,2,1,480925,0,2008,US-87,19THST,35.83412778,-101.9732444,1
113,5,20,22,30,2,16,5,8,1,2,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,3,480926,2590,2008,GALAXIE,99999999999999999999,32.87228889,-96.65218333,1
403,5,20,2,10,1,4,8,1,1,2,55,1,1,2,1,40,3,0,1,0,0,0,0,0,1,3,480927,0,2008,FM1592,99999999999999999999,31.38197222,-93.89104444,1
423,5,20,13,25,2,4,8,1,1,2,60,1,2,2,1,0,0,0,1,0,0,0,0,0,1,3,480928,0,2008,SP364,99999999999999999999,,,1
27,5,22,12,58,2,16,5,1,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,0,1,5,480929,6810,2008,MAIN,99999999999999999999,31.10991111,-97.33623333,1
183,5,22,16,27,1,2,3,1,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,5,480930,0,2008,SR-135,99999999999999999999,32.41848056,-94.91205833,1
199,5,22,12,4,1,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480931,0,2008,FM421,99999999999999999999,30.21768056,-94.32893611,1
211,5,22,0,55,2,2,2,1,1,2,65,1,2,2,1,0,0,0,1,0,0,0,0,0,1,5,480932,0,2008,US-83,99999999999999999999,35.63420833,-100.3491417,1
245,5,22,22,34,1,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,480933,0,2008,FM-365,99999999999999999999,29.913375,-94.090175,1
29,5,23,19,7,1,3,3,3,3,2,60,1,1,2,1,3,3,0,1,0,0,0,0,0,1,6,480934,6090,2008,SR-16,ZARZAMORA,29.29236944,-98.5579,1
167,5,23,12,10,3,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480935,6213,2008,TOWER,99999999999999999999,29.39636667,-95.13497222,1
361,5,23,5,47,3,13,3,8,5,6,40,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,480936,5100,2008,SR-87,99999999999999999999,30.09310278,-93.76668056,1
15,5,25,0,50,2,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,2,1,480937,0,2008,FM1457,99999999999999999999,30.02086667,-96.59689444,1
29,5,25,2,0,3,13,2,2,3,3,60,1,1,2,1,3,3,0,1,0,0,0,0,0,2,1,480938,6090,2008,US-281,EVANS,29.63720556,-98.45654444,1
479,5,25,20,25,1,16,5,1,1,4,40,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,480939,3899,2008,EJIDO,99999999999999999999,27.48423889,-99.462375,1
57,5,26,0,17,1,6,4,1,1,2,99,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480940,5460,2008,101,99999999999999999999,28.59551944,-96.64336389,1
359,5,26,9,38,2,1,7,1,4,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,480941,0,2008,I-40,99999999999999999999,35.21926389,-102.2929056,1
189,5,27,21,13,3,13,8,2,1,2,35,1,1,2,1,29,3,0,1,0,0,0,0,0,1,3,480942,5380,2008,BU27,8TH,34.18824722,-101.7068278,1
359,3,27,7,38,8,1,1,1,2,2,65,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,480943,0,2008,I-40,99999999999999999999,35.19454722,-102.9590833,1
201,5,27,1,35,1,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,480944,0,2008,SPRINGCYPRESS,99999999999999999999,30.04282222,-95.54450556,1
209,6,1,3,20,2,16,5,1,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,0,1,1,480945,6170,2008,CONWAY,99999999999999999999,29.876075,-97.92213056,1
