YEAR,ST_CASE,VEH_NO,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2013,10001,1,3,3,,2,2,2,2,4,2,3,1994,2,2
2013,10002,1,6,2,,2,1,1,1,4,2,3,1988,2,2
2013,10002,2,2,5,,2,1,1,2,4,2,3,1988,2,2
2013,10003,1,1,2,,2,1,1,2,4,2,3,2002,2,2
2013,10004,1,2,3,,2,2,2,2,4,1,3,2005,2,2
2013,10005,1,2,2,,2,1,1,2,4,2,3,2010,2,2
2013,10005,2,1,4,,2,1,1,2,4,2,3,2002,2,2
2013,10006,1,2,2,,2,1,1,2,4,2,3,2003,2,2
2013,10006,2,1,5,,2,1,1,2,4,2,3,1998,2,2
2013,10007,1,1,2,,1,1,1,2,4,2,3,1995,2,2
2013,10008,1,2,2,,2,1,1,2,4,2,3,2007,1,2
2013,10008,2,4,2,,2,1,1,2,4,2,3,2001,2,2
2013,10009,1,1,3,,2,1,1,2,4,2,3,1997,2,2
2013,10010,1,1,5,,1,1,1,1,4,2,3,2010,2,2
2013,10010,2,1,2,,2,1,1,2,4,2,3,2001,2,2
2013,10011,1,2,2,,2,1,1,2,4,2,3,1998,2,2
2013,10011,2,1,2,,2,1,1,2,4,2,3,1999,2,2
2013,10012,1,2,2,,2,1,1,2,4,2,3,1989,2,2
2013,10013,1,3,2,,1,1,1,2,4,1,3,2006,2,2
2013,10014,1,1,2,,2,1,1,2,4,2,3,2004,2,2
2013,10015,1,7,5,,2,4,2,2,2,2,3,2006,2,2
2013,10016,1,6,1,,1,1,1,2,4,2,3,2003,2,2
2013,10016,2,4,2,,2,1,1,2,4,2,3,2005,2,2
2013,10017,1,1,2,,2,1,1,2,4,2,3,1996,2,2
2013,10017,2,2,2,,1,1,1,2,4,2,3,2007,2,2
2013,10018,1,3,3,,1,1,1,2,4,2,3,1987,2,2
2013,10018,2,2,2,,2,1,1,2,4,2,3,1995,2,2
2013,10019,1,2,7,,2,1,1,2,4,1,3,2004,2,2
2013,10020,1,2,2,,2,2,2,2,4,1,3,1993,2,2
2013,10021,1,7,2,,2,4,1,1,1,2,3,2000,2,2
2013,10022,1,6,2,,2,1,1,1,4,2,3,2012,2,2
2013,10023,1,1,2,,2,1,1,2,4,1,3,2003,2,2
2013,10024,1,3,2,,2,1,1,2,4,1,3,1996,2,2
2013,10024,2,3,2,,2,1,1,2,4,2,3,2004,2,2
2013,10025,1,3,6,,1,1,1,2,4,1,3,2003,2,1
2013,10026,1,1,2,,2,1,1,2,4,2,3,1999,2,2
2013,10026,2,3,2,,2,1,1,2,4,2,3,2013,2,2
2013,10027,1,3,5,,2,1,1,1,4,2,3,2010,2,2
2013,10028,1,1,2,,2,1,1,2,4,2,3,2008,2,2
2013,10029,1,9,2,,2,3,3,3,4,2,3,9999,2,2
2013,10029,2,3,2,,2,1,1,2,4,2,3,2001,2,2
2013,10030,1,2,3,,2,1,1,2,4,2,3,2009,2,2
2013,10030,2,8,2,,2,1,1,1,4,2,3,2004,2,2
2013,10030,3,1,2,,2,1,1,2,4,2,3,2008,2,2
2013,10031,1,1,5,,2,2,2,2,4,1,3,2009,2,2
2013,10032,1,2,2,,2,1,1,2,4,1,3,2005,2,2
2013,10033,1,2,2,,1,1,1,2,4,1,3,1999,2,2
2013,10034,1,1,2,,2,1,1,2,4,2,3,2007,1,2
2013,10034,2,1,4,,2,1,1,2,4,2,3,2002,2,2
2013,10034,3,1,2,,2,1,1,2,4,2,3,2011,2,2
2013,10035,1,1,2,,1,1,1,2,4,1,3,2003,2,2
2013,10036,1,1,2,,2,2,2,2,4,2,3,2003,1,2
2013,10037,1,3,2,,2,1,1,2,4,2,3,2005,2,2
2013,10037,2,2,2,,2,1,1,2,4,2,3,2007,2,2
2013,10038,1,1,2,,2,1,1,2,4,2,3,1993,2,2
2013,10038,2,3,2,,2,1,1,2,4,2,3,1998,2,2
2013,10039,1,2,2,,2,1,1,2,4,2,3,2007,2,2
2013,10039,2,1,2,,2,1,1,2,4,2,3,2005,2,2
2013,10040,1,1,3,,2,1,1,2,4,1,3,2001,2,2
2013,10041,1,2,3,,2,2,2,2,4,2,3,1986,2,2
2013,10041,2,2,2,,2,1,1,2,4,2,3,2012,2,2
2013,10042,1,2,1,,1,1,1,2,4,2,3,2004,2,1
2013,10043,1,4,3,,2,1,1,2,4,2,3,1996,2,2
2013,10043,2,2,2,,2,1,1,2,4,2,3,1997,2,2
2013,10043,3,1,5,,2,1,1,2,4,2,3,2004,2,2
2013,10043,4,1,2,,2,1,1,2,4,2,3,2002,2,2
2013,10044,1,1,2,,2,1,1,2,4,2,3,2007,2,2
2013,10045,1,1,1,,1,1,1,2,4,2,3,2004,2,2
2013,10046,1,2,1,,1,2,2,2,4,2,3,2004,2,2
2013,10047,1,1,2,,2,1,1,2,4,2,3,2008,2,2
2013,10048,1,4,2,,2,1,1,2,4,2,3,1988,2,1
2013,10049,1,2,4,,1,1,1,2,4,2,3,2001,2,2
2013,10050,1,1,2,,2,1,1,2,4,1,3,1997,2,2
2013,10051,1,2,2,,2,2,2,2,4,1,3,1989,2,2
2013,10051,2,3,2,,2,1,1,2,4,2,3,2007,2,2
2013,10052,1,1,2,,2,1,1,2,4,2,3,2004,1,2
2013,10052,2,1,4,,2,1,1,2,4,2,3,2003,2,2
2013,10052,3,1,4,,2,1,1,2,4,2,3,2007,2,2
2013,10052,4,1,4,,2,1,1,2,4,2,3,2013,2,2
2013,10053,1,7,2,,2,4,2,2,2,1,3,2012,2,2
2013,10054,1,6,2,,2,1,1,2,4,2,3,1999,2,2
2013,10055,1,3,2,,2,1,1,2,4,2,3,2005,2,2
2013,10056,1,2,1,,1,1,1,2,4,1,3,2006,2,2
2013,10057,1,1,2,,2,1,1,2,4,2,3,2004,2,2
2013,10058,1,2,5,,1,1,1,2,4,1,3,2002,2,2
2013,10058,2,3,2,,2,1,1,2,4,2,3,2009,2,2
2013,10059,1,2,2,,2,2,2,2,4,2,3,1996,2,2
2013,10060,1,2,2,,2,1,1,2,4,2,3,1997,2,2
2013,10061,1,1,2,,2,2,2,2,4,2,3,2010,2,2
2013,10061,2,1,2,,2,1,1,2,4,2,3,2005,2,2
2013,10062,1,3,2,,2,1,1,2,4,2,3,2003,2,2
2013,10062,2,6,3,,2,1,1,1,4,2,3,2006,2,2
2013,10063,1,6,2,,2,1,1,2,4,1,3,1992,2,2
2013,10064,1,1,5,,1,1,1,2,4,2,3,1998,2,1
2013,10065,1,1,5,,2,1,1,2,4,2,3,2004,2,2
2013,10065,2,6,2,,2,1,1,1,4,2,3,1996,2,2
2013,10066,1,3,3,,2,2,2,2,4,1,3,1996,2,2
2013,10067,1,1,3,,2,2,2,2,4,2,3,1999,2,2
2013,10067,2,3,2,,2,1,1,2,4,2,3,2011,2,2
2013,10068,1,2,2,,2,1,1,2,4,1,3,2008,2,2
2013,10069,1,2,2,,2,2,2,2,4,2,3,1993,2,2
2013,10070,1,2,2,,1,1,1,2,4,2,3,1987,2,2
2013,10071,1,2,2,,2,1,1,2,4,2,3,1997,2,2
2013,10072,1,1,3,,2,1,1,2,4,2,3,2003,2,2
2013,10072,2,1,2,,2,1,1,2,4,2,3,2007,2,2
2013,10073,1,1,2,,2,1,1,2,4,1,3,2009,2,2
2013,10074,1,7,2,,2,4,2,2,2,2,3,2012,2,2
2013,10074,2,1,2,,2,1,1,2,4,2,3,2001,2,2
2013,10075,1,3,2,,2,1,1,2,4,1,3,2000,2,2
2013,10076,1,2,3,,2,1,1,2,4,1,3,2004,2,2
2013,10077,1,6,2,,1,1,1,1,4,2,3,1998,2,2
2013,10078,1,3,2,,2,1,1,2,4,2,3,2002,2,2
2013,10079,1,3,2,,1,2,2,2,4,2,3,2002,2,2
2013,10080,1,3,2,,1,1,1,2,4,2,3,1996,2,1
2013,10081,1,1,3,,2,1,1,2,4,2,3,2011,2,2
2013,10081,2,2,2,,2,1,1,2,4,1,3,2006,2,2
2013,10082,1,2,3,,2,1,1,2,4,2,3,2007,2,2
2013,10082,2,6,2,,2,1,1,1,4,2,3,2007,2,2
2013,10083,1,2,2,,2,1,1,2,4,2,3,2006,2,2
2013,10084,1,2,6,,1,1,1,2,4,2,3,1990,2,2
2013,10085,1,2,3,,2,1,1,2,4,2,3,1988,2,2
2013,10086,1,1,2,,2,1,1,2,4,2,3,2004,2,2
2013,10086,2,6,2,,2,1,1,1,4,2,3,2007,2,2
2013,10087,1,6,1,,1,1,1,1,4,2,3,2003,2,2
2013,10088,1,2,2,,1,1,1,1,4,1,3,1976,2,2
2013,10089,1,3,2,,1,2,2,2,4,1,3,1995,2,2
2013,10090,1,1,2,,2,1,1,2,4,2,3,1997,2,2
2013,10091,1,1,2,,2,1,1,2,4,2,3,2001,2,1
2013,10092,1,1,2,,2,2,2,2,4,2,3,1992,2,2
2013,10092,2,1,2,,2,1,1,2,4,2,3,2005,2,2
2013,10093,1,1,2,,2,1,1,2,4,1,3,2001,2,2
2013,10094,1,1,2,,2,1,1,2,4,1,3,2002,2,2
2013,10095,1,1,2,,2,1,1,2,4,1,3,2012,2,2
2013,10096,1,3,2,,1,2,2,2,4,2,3,1995,2,2
2013,10097,1,1,5,,2,1,1,2,4,1,3,2010,2,2
2013,10098,1,2,2,,1,1,1,2,4,2,3,2007,1,2
2013,10099,1,1,3,,2,2,2,2,4,1,3,2005,2,2
2013,10100,1,2,2,,2,1,1,2,4,1,3,1985,2,2
2013,10101,1,7,5,,2,4,1,2,1,2,3,2013,2,2
2013,10102,1,1,4,,2,2,2,2,4,1,3,2006,2,2
2013,10103,1,2,2,,2,2,2,2,4,2,3,2005,2,2
2013,10103,2,3,4,,2,1,1,2,4,2,3,2011,2,2
2013,10103,3,1,4,,2,1,1,2,4,2,3,1999,2,2
2013,10103,4,1,4,,2,1,1,2,4,2,3,2005,2,2
2013,10104,1,1,2,,2,2,2,2,4,2,3,2004,2,2
2013,10104,2,3,2,,2,1,1,2,4,2,3,2004,2,2
2013,10104,3,1,5,,2,1,1,2,4,2,3,2008,2,2
2013,10104,4,1,2,,2,1,1,2,4,2,3,2004,2,2
2013,10104,5,1,5,,2,1,1,2,4,2,3,1997,2,2
2013,10105,1,1,2,,1,1,1,2,4,2,3,2001,2,2
2013,10106,1,1,2,,1,1,1,1,4,1,3,2000,2,2
2013,10107,1,2,2,,2,1,1,2,4,2,3,2003,2,2
2013,10108,1,1,3,,2,1,1,1,4,1,3,2001,2,2
2013,10109,1,2,2,,2,1,1,2,4,2,3,2003,2,2
2013,10109,2,2,2,,2,1,1,2,4,2,3,1994,2,2
2013,10110,1,3,2,,1,1,1,1,4,1,3,1996,2,1
2013,10111,1,1,2,,1,1,1,2,4,2,3,2000,2,2
2013,10112,1,1,2,,2,2,2,2,4,2,3,2013,2,2
2013,10112,2,1,2,,2,2,2,2,4,2,3,2003,2,2
2013,10113,1,2,2,,2,1,1,2,4,2,3,2002,2,2
2013,10114,1,7,2,,2,4,2,2,2,2,3,2004,2,2
2013,10114,2,3,3,,2,1,1,2,4,2,3,2010,2,2
2013,10115,1,1,1,,1,1,1,2,4,2,3,2005,2,2
2013,10116,1,1,2,,2,1,1,2,4,2,3,2000,2,1
2013,10117,1,1,3,,2,1,1,2,4,1,3,2006,2,2
2013,10118,1,1,2,,1,1,1,2,4,2,3,1994,2,2
2013,10119,1,1,1,,1,1,1,2,4,1,3,2007,2,2
2013,10120,1,6,1,,2,1,1,2,4,2,3,1994,2,2
2013,10121,1,1,2,,1,2,2,2,4,2,3,2009,2,2
2013,10121,2,2,2,,2,1,1,2,4,2,3,2003,2,2
2013,10122,1,7,2,,2,4,1,2,1,2,3,2012,2,2
2013,10123,1,6,3,,2,1,1,1,4,2,3,1994,2,2
2013,10123,2,1,2,,2,1,1,2,4,2,3,2008,2,2
2013,10124,1,1,2,,2,1,1,2,4,1,3,2003,2,2
2013,10125,1,1,3,,2,2,2,2,4,2,3,2000,2,2
2013,10125,2,6,2,,2,1,1,1,4,2,3,1998,2,2
2013,10126,1,3,2,,2,2,2,2,4,1,3,1998,2,2
2013,10127,1,7,1,,2,4,1,2,1,2,3,2008,2,2
2013,10128,1,3,6,,2,1,1,2,4,2,3,1998,2,2
2013,10129,1,2,1,,1,1,1,2,4,2,3,2007,2,2
2013,10130,1,1,3,,2,1,1,2,4,2,3,1996,1,2
2013,10130,2,8,2,,1,1,1,2,4,2,3,2005,2,2
2013,10131,1,1,2,,1,1,1,2,4,1,3,2005,2,2
2013,10132,1,1,2,,2,1,1,2,4,1,3,2000,2,2
2013,10133,1,2,2,,1,1,1,2,4,2,3,1991,2,2
2013,10134,1,3,6,,1,1,1,2,4,1,3,2000,2,1
2013,10135,1,4,2,,2,1,1,2,4,2,3,2002,2,2
2013,10136,1,1,2,,2,1,1,2,4,2,3,1999,2,2
2013,10136,2,3,2,,2,1,1,2,4,2,3,2012,2,2
2013,10137,1,1,4,,1,1,1,2,4,1,3,2006,2,2
2013,10138,1,1,3,,2,1,1,2,4,2,3,1996,2,2
2013,10139,1,1,3,,2,1,1,2,4,1,3,2009,2,2
2013,10140,1,1,2,,2,1,1,2,4,2,3,2006,2,1
2013,10140,2,2,2,,2,1,1,2,4,2,3,1985,2,2
2013,10141,1,2,2,,2,1,1,2,4,2,3,1987,2,2
2013,10141,2,2,2,,2,1,1,1,4,2,3,1990,2,2
2013,10142,1,3,2,,2,1,1,2,4,2,3,1999,2,2
2013,10143,1,1,2,,2,1,1,2,4,1,3,2013,2,2
2013,10143,2,4,2,,2,1,1,2,4,2,3,2005,2,2
2013,10144,1,2,2,,2,1,1,2,4,2,3,1998,2,2
2013,10144,2,8,2,,2,1,1,1,4,2,1,2010,2,2
2013,10145,1,3,2,,2,1,1,2,4,2,3,2006,2,2
2013,10145,2,1,6,,2,1,1,2,4,2,3,2000,2,2
2013,10146,1,3,2,,1,1,1,2,4,2,3,2003,2,2
2013,10146,2,6,4,,2,1,1,2,4,2,3,2003,2,2
2013,10147,1,3,3,,2,1,1,2,4,2,3,2002,2,2
2013,10147,2,6,2,,2,1,1,1,4,2,3,2013,2,2
2013,10148,1,1,2,,2,2,2,2,4,2,3,2006,2,2
2013,10148,2,1,2,,2,1,1,2,4,2,3,2008,2,2
2013,10149,1,4,2,,2,2,2,2,4,2,3,2011,2,2
2013,10149,2,6,5,,2,1,1,1,4,2,3,1999,2,2
2013,10150,1,4,5,,1,1,1,2,4,2,3,2006,2,1
2013,10151,1,3,2,,2,1,1,2,4,2,3,2002,2,2
2013,10152,1,1,5,,2,1,1,2,4,2,3,2000,2,2
2013,10152,2,1,2,,2,1,1,2,4,2,3,2007,2,2
2013,10153,1,3,2,,1,2,2,2,4,2,3,2003,2,2
2013,10153,2,1,5,,2,1,1,2,4,2,3,2006,2,2
2013,10154,1,3,1,,1,1,1,2,4,2,3,1997,2,2
2013,10155,1,1,4,,2,1,1,2,4,2,3,1997,2,2
2013,10155,2,2,2,,2,1,1,2,4,2,3,1988,2,2
2013,10156,1,2,2,,2,1,1,2,4,2,3,2007,2,2
2013,10157,1,1,3,,1,2,2,2,4,2,3,2001,2,2
2013,10158,1,1,2,,1,1,1,2,4,2,3,1993,2,1
2013,10159,1,7,1,,2,4,1,2,1,2,3,2007,2,2
2013,10160,1,1,2,,2,1,1,2,4,1,3,2004,2,2
2013,10161,1,2,2,,2,1,1,2,4,2,3,2001,2,2
2013,10162,1,1,2,,2,1,1,2,4,2,3,2002,2,2
2013,10162,2,1,2,,2,1,1,2,4,2,3,2006,2,2
2013,10163,1,1,2,,2,1,1,2,4,1,3,2007,2,2
2013,10164,1,2,2,,1,2,2,2,4,2,3,1996,2,2
2013,10165,1,1,3,,2,1,1,2,4,1,3,1995,2,2
2013,10165,2,6,4,,2,1,1,1,4,2,3,2008,2,2
2013,10166,1,1,5,,2,1,1,2,4,2,3,2005,2,2
2013,10166,2,3,2,,2,1,1,2,4,2,3,2006,2,2
2013,10167,1,6,2,,2,1,1,1,4,2,3,1996,2,2
2013,10167,2,1,5,,2,1,1,2,4,2,3,2001,2,2
2013,10168,1,7,7,,2,4,1,2,1,1,3,1997,2,2
2013,10169,1,2,2,,2,1,1,2,4,2,3,2003,2,2
2013,10169,2,6,4,,2,1,1,2,4,2,3,2011,2,2
2013,10170,1,3,2,,1,1,1,2,4,1,3,1998,2,2
2013,10171,1,1,2,,2,1,1,2,4,2,3,1993,2,2
