ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
10001,13,13,13,13,13,13,13,13,13,13
10002,0,0,0,0,0,0,0,0,0,0
10003,27,27,27,27,27,27,27,27,27,27
10004,0,0,0,0,0,0,0,0,0,0
10005,22,22,22,22,22,22,22,22,22,22
10006,0,0,0,0,0,0,0,0,0,0
10007,0,0,0,0,0,0,0,0,0,0
10008,0,0,0,0,0,0,0,0,0,0
10009,0,0,0,0,0,0,0,0,0,0
10010,27,27,27,27,27,27,27,27,27,27
10011,14,15,31,0,20,17,11,12,17,28
10012,37,37,37,37,37,37,37,37,37,37
10013,21,30,0,0,22,3,0,0,0,0
10014,17,17,17,17,17,17,17,17,17,17
10015,27,27,27,27,27,27,27,27,27,27
10016,0,23,0,0,0,0,0,0,0,0
10017,0,0,0,0,37,0,0,17,0,0
10018,0,0,0,0,0,0,0,0,0,0
10019,0,10,0,0,0,0,0,0,0,20
10020,0,0,0,0,0,0,0,0,0,0
10021,24,24,24,24,24,24,24,24,24,24
10022,0,0,0,0,13,0,0,0,0,0
10023,0,0,0,0,0,0,0,0,0,0
10024,0,0,0,0,0,0,0,0,0,0
10025,11,11,11,11,11,11,11,11,11,11
10026,18,18,18,18,18,18,18,18,18,18
10027,0,0,30,0,35,0,36,20,15,16
10028,10,22,7,22,9,2,13,0,0,12
10029,0,0,0,0,0,0,0,0,7,0
10030,0,0,0,0,0,0,0,0,0,0
10031,25,0,26,0,0,0,0,0,0,0
10032,54,22,11,21,13,29,20,15,17,28
10033,26,26,26,26,26,26,26,26,26,26
10034,18,18,18,18,18,18,18,18,18,18
10035,0,0,0,0,0,0,0,10,25,10
10036,10,0,0,8,22,0,0,12,0,19
10037,0,0,0,0,0,0,11,0,0,0
10038,0,0,0,0,0,0,0,0,0,0
10039,0,0,0,0,0,0,0,0,0,0
10040,0,0,0,12,0,0,2,0,12,0
10041,26,12,35,8,36,24,36,0,25,46
10042,0,0,0,0,0,0,11,0,0,0
10043,0,0,0,0,0,0,0,0,0,0
10044,0,0,0,0,0,9,0,14,0,5
10045,0,0,0,0,0,0,0,0,0,0
10046,0,0,0,0,0,0,0,0,0,0
10047,0,0,0,0,0,0,0,0,0,7
10048,0,0,0,0,0,0,0,0,0,0
10049,0,0,0,0,0,0,0,0,0,0
10050,0,0,0,0,0,0,0,0,0,0
10051,0,0,0,0,0,12,0,10,0,0
10052,9,16,0,0,25,0,0,0,16,0
10053,0,0,0,0,0,0,0,0,0,0
10054,11,0,13,0,0,0,10,20,18,11
10055,0,0,0,22,0,23,3,12,0,11
10056,35,35,35,35,35,35,35,35,35,35
10057,0,0,0,0,0,0,0,0,0,0
10058,0,0,5,0,2,0,0,0,7,12
10059,7,7,7,7,7,7,7,7,7,7
10060,0,0,0,0,0,0,7,0,0,0
10061,0,0,0,10,0,16,22,0,0,0
10062,1,0,13,21,16,0,27,13,0,38
10063,0,0,0,0,0,0,0,0,0,0
10064,24,24,24,24,24,24,24,24,24,24
10065,19,24,9,19,21,15,29,17,20,6
10066,0,0,0,0,0,0,0,0,0,0
10067,0,0,0,0,0,0,0,0,0,0
10068,0,0,0,0,0,0,0,0,0,0
10069,0,20,0,15,26,12,26,34,23,0
10070,0,0,14,0,0,0,0,0,0,0
10071,0,0,0,0,0,0,0,10,0,0
10072,35,23,16,11,20,14,18,6,14,21
10073,0,0,0,0,0,0,0,0,0,0
10074,0,0,0,0,0,0,0,0,0,0
10075,0,0,0,0,0,0,0,0,0,0
10076,3,3,3,3,3,3,3,3,3,3
10077,20,20,20,20,20,20,20,20,20,20
10078,0,0,0,0,0,0,0,0,0,0
10079,0,0,0,0,0,0,0,0,0,0
10080,0,0,0,0,0,0,0,0,0,0
10081,16,16,16,16,16,16,16,16,16,16
10082,24,0,13,28,33,11,21,13,13,22
10083,11,0,0,0,0,0,0,0,0,0
10084,0,0,0,0,0,0,0,0,0,0
10085,25,25,25,25,25,25,25,25,25,25
10086,41,41,41,41,41,41,41,41,41,41
10087,11,11,11,11,11,11,11,11,11,11
10088,18,20,0,19,8,2,17,3,0,0
10089,32,22,20,22,48,17,7,10,13,15
10090,0,0,0,0,0,0,0,0,0,0
10091,0,0,0,0,0,0,0,0,0,0
10092,16,18,17,26,24,17,11,12,25,24
10093,25,25,25,25,25,25,25,25,25,25
10094,0,0,0,0,0,0,0,0,0,0
10095,7,7,0,19,0,0,5,16,11,11
10096,0,0,0,0,15,0,0,0,0,0
10097,25,25,25,25,25,25,25,25,25,25
10098,0,0,5,0,0,0,12,0,25,0
10099,0,0,0,0,0,0,0,0,0,0
10100,0,0,0,0,0,0,0,0,0,0
10101,0,0,23,0,0,0,0,19,0,0
10102,0,13,13,0,0,0,0,0,0,12
10103,0,0,0,0,0,0,0,0,0,0
10104,0,0,0,0,0,0,0,0,0,0
10105,0,0,0,0,0,0,0,0,0,0
10106,0,0,0,0,0,0,0,0,0,0
10107,0,32,0,41,20,11,18,16,26,6
10108,33,33,33,33,33,33,33,33,33,33
10109,0,0,0,0,0,0,0,0,0,0
10110,0,0,0,0,0,0,0,0,0,0
10111,15,3,0,0,0,2,8,6,0,0
10112,17,17,17,17,17,17,17,17,17,17
10113,0,0,0,0,0,0,0,0,0,0
10114,13,13,13,13,13,13,13,13,13,13
10115,0,0,0,17,37,23,21,0,19,0
10116,20,20,20,20,20,20,20,20,20,20
10117,9,9,9,9,9,9,9,9,9,9
10118,10,0,0,6,13,16,0,0,0,0
10119,0,0,0,0,0,0,0,0,0,0
10120,0,0,0,0,0,0,0,0,0,0
10121,16,18,20,18,28,10,21,18,17,19
10122,0,0,0,0,0,0,0,0,0,0
10123,4,4,4,4,4,4,4,4,4,4
10124,0,0,0,0,0,0,0,0,0,0
10125,15,15,15,15,15,15,15,15,15,15
10126,0,0,12,25,15,0,0,0,0,3
10127,17,17,17,17,17,17,17,17,17,17
10128,25,11,29,12,26,14,29,14,18,5
10129,0,15,0,0,13,0,0,0,0,0
10130,0,28,15,13,19,32,0,23,13,18
10131,29,0,0,15,0,0,0,0,0,0
10132,8,17,5,13,21,16,8,17,21,9
10133,0,21,14,18,12,26,0,25,14,20
10134,0,0,0,0,0,0,0,17,0,0
10135,12,12,12,12,12,12,12,12,12,12
10136,0,9,0,0,0,0,0,0,0,0
10137,18,3,14,0,0,4,23,0,27,4
10138,0,0,0,0,0,0,0,0,0,0
10139,0,0,0,0,0,0,0,0,0,0
10140,16,16,16,16,16,16,16,16,16,16
10141,21,21,21,21,21,21,21,21,21,21
10142,0,30,0,22,0,0,0,0,0,0
10143,0,0,0,0,0,0,0,0,0,0
10144,0,0,0,0,0,0,0,0,0,0
10145,0,0,0,0,0,0,0,0,0,0
10146,0,0,6,0,0,0,0,0,0,0
10147,0,0,0,0,0,25,0,0,0,0
10148,0,0,0,0,0,0,0,0,0,0
10149,0,0,7,0,10,29,24,24,4,0
10150,18,0,16,21,37,24,14,16,17,17
