YEAR,VEH_NO,ST_CASE,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2007,1,10001,1,5,5,2,1,1,2,4,1,3,1992,2,2
2007,1,10002,1,2,2,2,1,1,2,4,2,3,1990,2,2
2007,2,10002,1,4,3,2,1,1,2,4,2,3,1993,2,2
2007,3,10002,2,2,2,2,1,1,2,4,2,3,2004,2,2
2007,1,10003,3,4,4,2,1,1,2,4,2,3,2006,2,2
2007,2,10003,3,4,5,1,1,1,2,4,2,3,1988,2,2
2007,1,10004,1,5,5,2,1,1,2,4,2,3,1998,2,2
2007,2,10004,2,2,2,2,1,1,1,4,2,3,1998,2,2
2007,1,10005,1,3,3,2,1,1,2,4,2,3,2004,2,2
2007,2,10005,4,2,2,2,1,1,2,4,2,3,1999,2,2
2007,1,10006,2,1,1,1,1,1,2,4,1,3,1999,2,2
2007,1,10007,1,2,2,2,1,1,2,4,2,3,1999,2,2
2007,2,10007,6,2,2,2,1,1,1,4,2,3,1993,2,2
2007,1,10008,6,2,2,2,1,1,1,4,2,3,2007,2,2
2007,2,10008,1,2,2,2,1,1,2,4,2,3,1995,2,2
2007,1,10009,1,5,5,2,1,1,2,4,2,3,1993,2,2
2007,2,10009,3,2,2,2,1,1,2,4,2,3,2002,2,2
2007,1,10010,1,2,2,2,1,1,2,4,2,3,1997,2,2
2007,2,10010,6,2,2,2,1,1,1,4,2,3,2000,2,2
2007,1,10011,1,2,6,1,2,2,2,4,1,3,1993,2,2
2007,1,10012,1,2,5,2,1,1,2,4,2,3,2004,2,2
2007,2,10012,3,2,2,2,1,1,2,4,2,3,2007,2,2
2007,3,10012,1,2,2,2,1,1,2,4,2,3,1996,2,2
2007,1,10013,1,2,6,1,1,1,2,4,2,3,2000,2,2
2007,1,10014,1,2,6,1,2,2,2,4,1,3,1987,2,2
2007,1,10015,1,2,2,2,1,1,2,4,2,3,2001,2,2
2007,2,10015,1,2,6,2,1,1,2,4,2,3,1999,2,2
2007,1,10016,1,5,6,1,1,1,2,4,1,3,2001,2,2
2007,1,10017,4,3,3,2,1,1,2,4,1,3,2001,2,2
2007,1,10018,9,2,6,2,2,1,2,4,1,3,2000,2,2
2007,1,10019,3,2,2,2,1,1,2,4,2,3,1998,2,2
2007,2,10019,6,3,3,2,1,1,1,4,2,3,2003,2,2
2007,1,10020,7,2,2,2,4,2,2,2,1,3,1995,2,2
2007,2,10020,2,2,2,2,1,1,2,4,2,3,1999,2,2
2007,1,10021,9,7,7,2,3,3,3,4,2,3,9999,2,2
2007,2,10021,1,4,2,2,1,1,2,4,2,3,1995,2,2
2007,3,10021,3,3,3,1,1,1,2,4,2,3,2002,2,2
2007,1,10022,1,2,2,2,2,2,2,4,2,3,1983,2,2
2007,2,10022,1,2,2,2,1,1,2,4,2,3,2001,2,2
2007,1,10023,1,2,6,1,1,1,2,4,1,3,1992,2,2
2007,1,10024,1,2,3,2,2,2,2,4,1,3,2004,2,2
2007,1,10025,3,2,6,1,1,1,2,4,2,3,1996,2,2
2007,1,10026,1,3,3,2,1,1,2,4,2,3,1992,2,2
2007,2,10026,2,2,2,2,1,1,2,4,2,3,2004,2,2
2007,3,10026,1,6,6,2,1,1,1,4,2,3,2004,2,2
2007,1,10027,2,2,2,2,2,2,2,4,1,3,2002,2,2
2007,2,10027,2,2,2,2,1,1,1,4,2,3,2001,2,2
2007,1,10028,9,2,2,1,1,1,1,4,2,3,2006,2,1
2007,1,10029,4,2,2,2,1,1,2,4,2,3,2006,2,2
2007,2,10029,6,3,3,2,1,1,1,4,2,3,2007,2,2
2007,1,10030,2,2,2,2,1,1,2,4,2,3,2003,2,2
2007,2,10030,1,2,2,2,1,1,2,4,2,3,2000,2,2
2007,1,10031,1,2,6,1,1,1,2,4,1,3,1996,1,2
2007,1,10032,1,3,3,2,2,2,2,4,2,3,1997,2,2
2007,2,10032,3,2,2,2,1,1,2,4,2,3,1992,2,2
2007,1,10033,9,2,2,2,2,2,2,4,2,3,2002,2,2
2007,1,10034,1,2,2,1,1,1,2,4,1,3,2002,2,2
