STATE,ST_CASE,VEH_NO,PER_NO,MPR_ACT
6,62386,0,1,99
6,62387,0,1,3
6,62389,0,1,8
6,62393,0,1,5
6,62397,0,1,3
6,62398,0,1,3
6,62399,0,1,8
6,62401,0,1,3
6,62402,0,1,3
6,62408,0,1,3
6,62409,0,1,3
6,62410,0,1,8
6,62412,0,1,6
6,62418,0,1,3
6,62423,0,1,8
6,62427,0,1,3
6,62428,0,1,3
6,62431,0,1,3
6,62434,0,1,3
6,62440,0,1,3
6,62442,0,1,12
6,62450,0,1,3
6,62451,0,1,3
6,62452,0,1,3
6,62455,0,1,3
6,62458,0,1,3
6,62460,0,1,8
6,62466,0,1,3
6,62469,0,1,3
6,62470,0,1,14
6,62473,0,1,3
6,62476,0,1,99
6,62484,0,1,3
6,62486,0,1,3
6,62487,0,1,3
6,62489,0,1,3
6,62490,0,1,3
6,62495,0,1,16
6,62498,0,1,3
6,62501,0,1,6
6,62503,0,1,3
6,62505,0,1,3
6,62517,0,1,5
6,62520,0,1,5
6,62529,0,1,12
6,62533,0,1,3
6,62535,0,1,3
6,62537,0,1,3
6,62544,0,1,98
6,62546,0,1,3
6,62554,0,1,3
6,62557,0,1,3
6,62558,0,1,2
6,62562,0,1,12
6,62567,0,1,12
6,62568,0,1,8
6,62568,0,1,12
6,62568,0,2,8
6,62568,0,2,12
6,62572,0,1,3
6,62574,0,1,3
6,62578,0,1,6
6,62579,0,1,8
6,62581,0,1,5
6,62582,0,1,3
6,62584,0,1,3
6,62589,0,1,6
6,62591,0,1,12
6,62597,0,1,3
6,62598,0,1,3
6,62600,0,1,3
6,62609,0,1,12
6,62611,0,1,3
6,62612,0,1,3
6,62613,0,1,5
6,62614,0,1,3
6,62615,0,1,8
6,62616,0,1,3
6,62617,0,1,3
6,62618,0,1,5
6,62624,0,1,5
6,62628,0,1,3
6,62631,0,1,9
6,62631,0,1,12
6,62632,0,1,5
6,62634,0,1,3
6,62635,0,1,5
6,62636,0,1,3
6,62640,0,1,3
6,62641,0,1,3
6,62651,0,1,3
6,62652,0,1,3
6,62654,0,1,14
6,62654,0,2,14
6,62656,0,1,3
6,62657,0,1,3
6,62658,0,1,3
6,62659,0,1,14
6,62663,0,1,12
6,62664,0,1,5
6,62669,0,1,3
6,62670,0,1,6
6,62672,0,1,8
6,62674,0,1,99
6,62675,0,1,5
6,62676,0,1,8
6,62679,0,1,3
6,62680,0,1,5
6,62680,0,1,14
6,62680,0,2,5
6,62680,0,3,5
6,62680,0,4,5
6,62680,0,5,5
6,62680,0,6,5
6,62681,0,1,3
6,62685,0,1,12
6,62685,0,2,12
6,62693,0,1,3
6,62694,0,1,3
6,62695,0,1,3
6,62698,0,1,3
6,62701,0,1,5
6,62702,0,1,3
6,62704,0,1,3
6,62711,0,1,3
6,62713,0,1,3
6,62718,0,1,6
6,62721,0,1,3
6,62722,0,1,3
6,62723,0,1,3
6,62725,0,1,3
6,62726,0,1,3
6,62727,0,1,3
6,62737,0,1,3
6,62738,0,1,3
6,62739,0,1,3
6,62740,0,1,5
6,62742,0,1,3
6,62744,0,1,3
6,62748,0,1,3
6,62752,0,1,3
6,62753,0,1,3
6,62754,0,1,3
6,62755,0,1,3
6,62756,0,1,3
6,62758,0,1,3
6,62760,0,1,5
6,62762,0,1,3
6,62763,0,1,99
6,62766,0,1,3
6,62767,0,1,3
6,62769,0,1,8
6,62770,0,1,5
6,62771,0,1,3
6,62772,0,1,5
6,62777,0,1,5
6,62778,0,1,3
6,62779,0,1,3
6,62780,0,1,3
6,62781,0,1,3
6,62782,0,1,16
6,62783,0,1,3
6,62784,0,1,5
6,62785,0,1,3
6,62786,0,1,3
6,62789,0,1,3
6,62790,0,1,3
6,62792,0,1,9
6,62793,0,1,3
6,62795,0,1,3
6,62796,0,1,3
6,62800,0,1,5
6,62801,0,1,3
6,62802,0,1,9
6,62805,0,1,3
6,62806,0,1,3
6,62807,0,1,3
6,62808,0,1,8
6,62809,0,1,3
6,62810,0,1,3
6,62811,0,1,5
6,62813,0,1,3
6,62814,0,1,3
6,62816,0,1,6
6,62816,0,2,6
6,62819,0,1,5
6,62820,0,1,3
6,62826,0,1,3
6,62827,0,1,3
6,62828,0,1,3
6,62833,0,1,3
6,62836,0,1,12
6,62838,0,1,3
6,62840,0,1,3
6,62843,0,1,3
6,62849,0,1,3
6,62850,0,1,8
6,62851,0,1,12
6,62859,0,1,3
6,62860,0,1,3
6,62861,0,1,3
6,62863,0,1,3
6,62864,0,1,14
6,62865,0,1,3
6,62868,0,1,3
6,62869,0,1,3
6,62871,0,1,3
6,62872,0,1,3
6,62873,0,1,8
6,62877,0,1,3
6,62878,0,1,9
6,62879,0,1,3
6,62880,0,1,3
6,62881,0,1,3
6,62883,0,1,3
6,62884,0,1,3
6,62889,0,1,12
6,62893,0,1,3
6,62895,0,1,16
6,62897,0,1,3
6,62902,0,1,3
6,62903,0,1,3
6,62904,0,1,3
6,62910,0,1,3
6,62911,0,1,10
6,62914,0,1,12
6,62918,0,1,3
6,62920,0,1,3
6,62922,0,1,3
6,62926,0,1,3
6,62929,0,1,3
6,62930,0,1,3
6,62931,0,1,3
6,62932,0,1,3
6,62937,0,1,14
6,62939,0,1,3
6,62943,0,1,3
6,62944,0,1,3
6,62945,0,1,5
6,62949,0,1,12
6,62949,0,2,12
6,62954,0,1,3
6,62957,0,1,3
6,62958,0,1,3
6,62959,0,1,3
6,62963,0,1,6
6,62964,0,1,8
6,62965,0,1,5
6,62968,0,1,3
6,62969,0,1,3
6,62970,0,1,3
6,62974,0,1,3
6,62979,0,1,5
6,62982,0,1,14
6,62985,0,1,3
6,62987,0,1,3
6,62993,0,1,3
6,62995,0,1,3
6,62996,0,1,3
6,62997,0,1,3
6,62999,0,1,5
6,62999,0,2,9
6,63000,0,1,3
6,63001,0,1,3
6,63004,0,1,3
6,63009,0,1,9
6,63009,0,2,14
6,63010,0,1,3
6,63012,0,1,3
6,63015,0,1,3
6,63016,0,1,3
6,63018,0,1,3
6,63019,0,1,5
6,63021,0,1,16
6,63024,0,1,14
6,63025,0,1,3
6,63029,0,1,5
6,63031,0,1,8
6,63034,0,1,3
6,63034,0,1,14
6,63045,0,1,3
6,63046,0,1,98
6,63047,0,1,3
6,63049,0,1,3
6,63050,0,1,3
6,63051,0,1,3
6,63058,0,1,3
6,63060,0,1,3
6,63063,0,1,5
6,63066,0,1,3
6,63070,0,1,12
6,63072,0,1,6
6,63073,0,1,14
6,63073,0,2,14
6,63074,0,1,5
6,63075,0,1,3
6,63076,0,1,3
6,63077,0,1,3
6,63083,0,1,3
6,63085,0,1,3
6,63086,0,1,3
6,63088,0,1,14
6,63089,0,1,3
6,63090,0,1,3
6,63091,0,1,3
6,63094,0,1,3
6,63095,0,1,3
6,63098,0,1,6
6,63099,0,1,12
6,63102,0,1,3
6,63103,0,1,3
6,63110,0,1,12
6,63110,0,2,12
6,63112,0,1,5
6,63114,0,1,3
6,63115,0,1,5
6,63116,0,1,3
6,63117,0,1,3
6,63120,0,1,3
6,63121,0,1,3
6,63123,0,1,8
6,63125,0,1,8
6,63131,0,1,3
6,63131,0,2,3
6,63138,0,1,5
6,63139,0,1,3
6,63141,0,1,98
6,63148,0,1,3
6,63149,0,1,5
6,63151,0,1,3
6,63153,0,1,3
6,63162,0,1,3
6,63164,0,1,3
6,63166,0,1,12
6,63167,0,1,3
6,63169,0,1,3
6,63172,0,1,3
6,63173,0,1,12
6,63175,0,1,12
6,63176,0,1,3
6,63178,0,1,5
6,63179,0,1,8
6,63185,0,1,3
6,63187,0,1,3
6,63190,0,1,3
6,63191,0,1,3
6,63193,0,1,3
6,63197,0,1,5
6,63199,0,1,12
6,63201,0,1,3
6,63202,0,1,3
6,63203,0,1,5
6,63207,0,1,3
6,63211,0,1,3
6,63212,0,1,99
6,63213,0,1,3
6,63214,0,1,3
6,63215,0,1,3
6,63217,0,1,12
6,63217,0,2,12
6,63220,0,1,3
6,63221,0,1,3
6,63222,0,1,3
6,63227,0,1,3
6,63228,0,1,3
6,63229,0,1,3
6,63230,0,1,3
6,63231,0,1,3
6,63233,0,1,8
6,63236,0,1,3
6,63239,0,1,3
6,63240,0,1,3
6,63242,0,1,8
6,63243,0,1,3
6,63244,0,1,3
6,63245,0,1,3
6,63246,0,1,3
6,63247,0,1,6
6,63248,0,1,3
6,63249,0,1,3
6,63252,0,1,8
6,63254,0,1,3
6,63260,0,1,3
6,63265,0,1,3
6,63270,0,1,3
6,63271,0,1,8
6,63273,0,1,3
6,63275,0,1,3
6,63276,0,1,3
6,63276,0,2,3
6,63276,0,3,3
6,63276,0,4,3
6,63279,0,1,3
6,63283,0,1,3
6,63285,0,1,3
6,63286,0,1,5
6,63287,0,1,98
6,63289,0,1,3
6,63290,0,1,3
6,63290,0,2,3
6,63292,0,1,3
6,63296,0,1,5
6,63299,0,1,5
8,80004,0,1,3
8,80007,0,1,3
8,80007,0,1,4
8,80008,0,1,3
8,80010,0,1,3
8,80012,0,1,9
8,80013,0,1,5
8,80018,0,1,1
8,80018,0,1,3
8,80020,0,1,5
8,80032,0,1,11
8,80033,0,1,3
8,80040,0,1,3
8,80042,0,1,3
8,80042,0,1,4
8,80053,0,1,3
8,80055,0,1,3
8,80055,0,1,4
8,80066,0,1,3
8,80069,0,1,10
8,80071,0,1,3
8,80075,0,1,3
8,80081,0,1,3
8,80085,0,1,3
8,80098,0,1,3
8,80103,0,1,12
8,80103,0,1,14
8,80119,0,1,3
8,80122,0,1,5
8,80128,0,1,8
8,80133,0,1,1
8,80133,0,1,3
8,80153,0,1,14
8,80163,0,1,6
8,80170,0,1,1
8,80170,0,1,3
8,80172,0,1,98
8,80173,0,1,3
8,80185,0,1,3
8,80186,0,1,3
8,80188,0,1,8
8,80194,0,1,3
8,80198,0,1,3
8,80223,0,1,6
8,80225,0,1,3
8,80228,0,1,3
8,80228,0,2,3
8,80234,0,1,3
8,80242,0,1,3
8,80247,0,1,5
8,80258,0,1,3
8,80259,0,1,3
8,80261,0,1,3
8,80263,0,1,5
8,80269,0,1,16
8,80282,0,1,3
8,80286,0,1,3
8,80289,0,1,3
8,80291,0,1,3
8,80304,0,1,3
8,80306,0,1,3
8,80315,0,1,3
8,80316,0,1,11
8,80318,0,1,3
8,80320,0,1,3
8,80327,0,1,3
8,80332,0,1,8
8,80334,0,1,3
8,80347,0,1,3
8,80355,0,1,98
8,80356,0,1,3
8,80357,0,1,3
8,80357,0,1,14
8,80362,0,1,3
8,80365,0,1,3
8,80375,0,1,3
8,80377,0,1,3
8,80377,0,1,4
8,80378,0,1,3
8,80379,0,1,3
8,80380,0,1,3
8,80381,0,1,3
8,80385,0,1,3
8,80386,0,1,5
8,80403,0,1,3
8,80417,0,1,3
8,80426,0,1,3
8,80427,0,1,3
8,80428,0,1,5
8,80432,0,1,3
8,80435,0,1,3
8,80437,0,1,3
8,80438,0,1,5
8,80444,0,1,3
8,80445,0,1,3
8,80449,0,1,3
8,80454,0,1,14
8,80456,0,1,99
8,80472,0,1,3
8,80473,0,1,3
8,80484,0,1,3
8,80487,0,1,16
8,80488,0,1,3
8,80489,0,1,5
8,80490,0,1,3
8,80491,0,1,3
8,80504,0,1,3
8,80511,0,1,3
8,80514,0,1,3
8,80517,0,1,3
8,80517,0,1,4
8,80522,0,1,3
8,80523,0,1,3
8,80523,0,2,3
8,80523,0,3,3
8,80525,0,1,5
8,80536,0,1,3
8,80547,0,1,5
8,80549,0,1,3
8,80550,0,1,3
8,80551,0,1,3
8,80568,0,1,3
8,80573,0,1,3
8,80578,0,1,9
8,80588,0,1,5
8,80590,0,1,3
8,80593,0,1,3
9,90012,0,1,3
9,90012,0,2,3
9,90014,0,1,5
9,90016,0,1,3
9,90023,0,1,3
9,90030,0,1,11
9,90031,0,1,3
9,90033,0,1,6
9,90037,0,1,8
9,90037,0,1,12
9,90041,0,1,12
9,90059,0,1,8
9,90060,0,1,3
9,90063,0,1,3
9,90067,0,1,99
9,90075,0,1,3
9,90077,0,1,6
9,90107,0,1,8
9,90111,0,1,8
9,90111,0,1,12
9,90116,0,1,3
9,90132,0,1,3
9,90134,0,1,8
9,90135,0,1,3
9,90139,0,1,3
9,90142,0,1,3
9,90143,0,1,3
9,90143,0,1,12
9,90147,0,1,3
9,90147,0,2,3
9,90148,0,1,3
9,90155,0,1,8
9,90166,0,1,3
9,90181,0,1,3
9,90183,0,1,99
9,90185,0,1,9
9,90186,0,1,3
9,90194,0,1,3
9,90199,0,1,99
9,90200,0,1,3
9,90201,0,1,3
9,90202,0,1,8
9,90204,0,1,3
9,90205,0,1,3
9,90214,0,1,3
9,90220,0,1,8
9,90221,0,1,3
9,90223,0,1,99
9,90228,0,1,8
9,90228,0,1,12
9,90232,0,1,3
9,90237,0,1,3
9,90242,0,1,3
9,90244,0,1,3
9,90248,0,1,3
9,90252,0,1,5
9,90255,0,1,3
9,90257,0,1,8
9,90257,0,1,12
9,90258,0,1,3
9,90264,0,1,3
9,90265,0,1,99
9,90267,0,1,8
9,90269,0,1,3
9,90270,0,1,3
9,90272,0,1,3
9,90273,0,1,8
9,90279,0,1,3
10,100008,0,1,8
10,100013,0,1,3
10,100021,0,1,16
10,100024,0,1,3
10,100026,0,1,3
10,100030,0,1,3
10,100032,0,1,8
10,100033,0,1,14
10,100036,0,1,6
10,100041,0,1,5
10,100044,0,1,3
10,100047,0,1,5
10,100050,0,1,3
10,100051,0,1,9
10,100052,0,1,3
10,100056,0,1,3
10,100058,0,1,5
10,100060,0,1,8
10,100062,0,1,2
10,100063,0,1,3
10,100064,0,1,98
10,100064,0,2,98
10,100065,0,1,8
10,100066,0,1,5
10,100068,0,1,3
10,100069,0,1,3
10,100070,0,1,9
10,100071,0,1,5
10,100073,0,1,3
10,100081,0,1,8
10,100082,0,1,3
10,100089,0,1,5
10,100094,0,1,3
11,110001,0,1,8
11,110003,0,1,3
11,110005,0,1,3
11,110008,0,1,14
11,110009,0,1,9
11,110010,0,1,3
11,110013,0,1,3
11,110017,0,1,5
11,110018,0,1,3
11,110019,0,1,3
11,110020,0,1,3
11,110021,0,1,3
11,110024,0,1,3
11,110024,0,2,3
11,110026,0,1,5
11,110030,0,1,3
11,110030,0,2,3
12,120004,0,1,3
12,120007,0,1,3
12,120007,0,2,3
12,120010,0,1,3
12,120011,0,1,2
12,120012,0,1,3
12,120020,0,1,3
12,120023,0,1,8
12,120038,0,1,6
12,120042,0,1,3
12,120049,0,1,3
12,120052,0,1,5
12,120060,0,1,3
12,120064,0,1,3
12,120066,0,1,99
12,120070,0,1,3
12,120070,0,2,3
12,120075,0,1,5
12,120076,0,1,3
12,120082,0,1,3
12,120083,0,1,3
12,120084,0,1,3
12,120085,0,1,3
12,120094,0,1,12
12,120096,0,1,3
12,120097,0,1,3
12,120101,0,1,3
12,120103,0,1,3
12,120106,0,1,8
12,120108,0,1,99
12,120109,0,1,3
12,120109,0,2,3
12,120116,0,1,8
12,120126,0,1,3
12,120130,0,1,3
12,120135,0,1,3
12,120136,0,1,3
12,120139,0,1,3
12,120142,0,1,3
12,120142,0,2,3
12,120148,0,1,3
12,120151,0,1,3
12,120152,0,1,3
12,120161,0,1,3
12,120162,0,1,3
12,120170,0,1,3
12,120173,0,1,3
12,120174,0,1,99
12,120175,0,1,3
12,120176,0,1,3
12,120177,0,1,3
12,120179,0,1,3
12,120180,0,1,3
12,120181,0,1,5
12,120183,0,1,99
12,120186,0,1,3
12,120187,0,1,3
12,120194,0,1,3
12,120198,0,1,3
12,120205,0,1,99
12,120208,0,1,3
12,120215,0,1,3
12,120216,0,1,12
12,120221,0,1,5
12,120237,0,1,5
12,120238,0,1,3
12,120239,0,1,3
12,120242,0,1,3
12,120245,0,1,3
12,120247,0,1,3
12,120250,0,1,3
12,120252,0,1,5
12,120255,0,1,3
12,120258,0,1,5
12,120259,0,1,6
12,120260,0,1,3
12,120263,0,1,3
12,120267,0,1,3
12,120271,0,1,3
12,120275,0,1,8
12,120278,0,1,3
12,120281,0,1,12
12,120281,0,2,12
12,120284,0,1,3
12,120285,0,1,3
12,120289,0,1,3
12,120291,0,1,99
12,120293,0,1,3
12,120296,0,1,3
12,120298,0,1,3
12,120303,0,1,8
12,120307,0,1,3
12,120309,0,1,3
12,120315,0,1,3
12,120316,0,1,3
12,120317,0,1,3
12,120320,0,1,99
12,120326,0,1,3
12,120327,0,1,3
12,120328,0,1,9
12,120340,0,1,3
12,120342,0,1,5
12,120343,0,1,3
12,120344,0,1,3
12,120345,0,1,3
12,120346,0,1,3
12,120349,0,1,3
12,120350,0,1,3
12,120350,0,2,3
12,120351,0,1,6
12,120356,0,1,3
12,120359,0,1,6
12,120359,0,2,6
12,120361,0,1,5
12,120365,0,1,3
12,120366,0,1,3
12,120372,0,1,3
12,120376,0,1,3
12,120385,0,1,6
12,120394,0,1,3
12,120398,0,1,3
12,120402,0,1,3
12,120418,0,1,3
12,120420,0,1,3
12,120422,0,1,6
12,120428,0,1,3
12,120429,0,1,8
12,120431,0,1,3
12,120436,0,1,3
12,120437,0,1,5
12,120438,0,1,3
12,120444,0,1,3
12,120447,0,1,3
12,120450,0,1,3
12,120460,0,1,3
12,120462,0,1,9
12,120466,0,1,3
12,120468,0,1,8
12,120469,0,1,3
12,120471,0,1,6
12,120472,0,1,3
12,120474,0,1,8
12,120482,0,1,3
12,120483,0,1,5
12,120495,0,1,3
12,120496,0,1,9
12,120497,0,1,3
12,120499,0,1,5
12,120501,0,1,5
12,120502,0,1,3
12,120504,0,1,3
12,120505,0,1,8
12,120510,0,1,3
12,120512,0,1,8
12,120513,0,1,3
12,120514,0,1,5
12,120515,0,1,12
12,120515,0,2,12
12,120516,0,1,6
12,120520,0,1,3
12,120522,0,1,3
12,120533,0,1,5
12,120539,0,1,8
12,120542,0,1,8
12,120547,0,1,3
12,120553,0,1,3
12,120558,0,1,3
12,120560,0,1,99
12,120561,0,1,3
12,120564,0,1,3
12,120565,0,1,3
12,120568,0,1,3
12,120572,0,1,3
12,120575,0,1,3
12,120586,0,1,9
12,120588,0,1,8
12,120588,0,2,8
12,120591,0,1,3
12,120596,0,1,3
12,120600,0,1,3
12,120604,0,1,5
12,120608,0,1,8
12,120616,0,1,9
12,120617,0,1,3
12,120622,0,1,99
12,120630,0,1,3
12,120636,0,1,3
12,120643,0,1,5
12,120652,0,1,3
12,120662,0,1,99
12,120663,0,1,3
12,120664,0,1,99
12,120674,0,1,12
12,120677,0,1,3
12,120677,0,2,3
12,120681,0,1,3
12,120687,0,1,3
12,120695,0,1,8
12,120702,0,1,14
12,120704,0,1,3
12,120705,0,1,3
12,120706,0,1,3
12,120708,0,1,3
12,120710,0,1,3
12,120714,0,1,3
12,120715,0,1,5
12,120716,0,1,3
12,120724,0,1,5
12,120725,0,1,3
12,120728,0,1,8
12,120730,0,1,8
12,120733,0,1,3
12,120736,0,1,3
12,120739,0,1,3
12,120741,0,1,3
12,120744,0,1,3
12,120748,0,1,3
12,120749,0,1,3
12,120750,0,1,3
12,120751,0,1,3
12,120755,0,1,6
12,120756,0,1,9
12,120757,0,1,9
12,120757,0,2,9
12,120758,0,1,3
12,120758,0,2,3
12,120761,0,1,3
12,120762,0,1,8
12,120763,0,1,8
12,120765,0,1,8
12,120767,0,1,3
12,120772,0,1,3
12,120775,0,1,3
12,120782,0,1,8
12,120798,0,1,3
12,120799,0,1,5
12,120803,0,1,5
12,120804,0,1,6
12,120806,0,1,3
12,120807,0,1,3
12,120809,0,1,5
12,120812,0,1,3
12,120822,0,1,3
12,120836,0,1,3
12,120837,0,1,3
12,120838,0,1,3
12,120842,0,1,3
12,120843,0,1,3
12,120854,0,1,3
12,120855,0,1,8
12,120856,0,1,3
12,120860,0,1,99
12,120863,0,1,3
12,120864,0,1,99
12,120865,0,1,3
12,120869,0,1,3
12,120874,0,1,3
12,120875,0,1,3
12,120876,0,1,3
12,120877,0,1,3
12,120881,0,1,3
12,120888,0,1,5
12,120890,0,1,98
12,120897,0,1,98
12,120901,0,1,3
12,120905,0,1,3
12,120908,0,1,5
12,120909,0,1,3
12,120911,0,1,5
12,120911,0,2,5
12,120913,0,1,5
12,120917,0,1,3
12,120917,0,2,3
12,120921,0,1,5
12,120923,0,1,8
12,120924,0,1,3
12,120925,0,1,3
12,120931,0,1,8
12,120936,0,1,3
12,120939,0,1,3
12,120945,0,1,5
12,120962,0,1,3
12,120962,0,2,3
12,120962,0,3,2
12,120967,0,1,3
12,120983,0,1,5
12,120985,0,1,3
12,120991,0,1,3
12,120992,0,1,8
12,120992,0,2,8
12,120993,0,1,3
12,120996,0,1,5
12,120999,0,1,3
12,121003,0,1,3
12,121005,0,1,8
12,121009,0,1,3
12,121010,0,1,3
12,121014,0,1,3
12,121015,0,1,5
12,121016,0,1,5
12,121017,0,1,3
12,121018,0,1,3
12,121021,0,1,3
12,121024,0,1,8
12,121027,0,1,8
12,121035,0,1,12
12,121035,0,2,12
12,121049,0,1,3
12,121050,0,1,3
12,121051,0,1,3
12,121053,0,1,3
12,121055,0,1,2
12,121058,0,1,3
12,121059,0,1,3
12,121059,0,1,12
12,121064,0,1,3
12,121065,0,1,9
12,121070,0,1,3
12,121071,0,1,3
12,121072,0,1,5
12,121077,0,1,5
12,121081,0,1,9
12,121081,0,1,12
12,121083,0,1,3
12,121085,0,1,99
12,121086,0,1,5
12,121087,0,1,5
12,121099,0,1,3
12,121103,0,1,8
12,121106,0,1,3
12,121112,0,1,3
12,121118,0,1,3
12,121122,0,1,3
12,121123,0,1,6
12,121125,0,1,3
12,121126,0,1,3
12,121129,0,1,3
12,121132,0,1,5
12,121134,0,1,3
12,121136,0,1,3
12,121140,0,1,99
12,121142,0,1,3
12,121143,0,1,8
12,121144,0,1,3
12,121146,0,1,3
12,121158,0,1,3
12,121158,0,2,3
12,121164,0,1,10
12,121167,0,1,8
12,121168,0,1,3
12,121170,0,1,5
12,121175,0,1,6
12,121181,0,1,9
12,121185,0,1,3
12,121190,0,1,6
12,121192,0,1,3
12,121193,0,1,3
12,121196,0,1,3
12,121198,0,1,3
12,121199,0,1,3
12,121200,0,1,5
12,121203,0,1,8
12,121205,0,1,3
12,121215,0,1,3
12,121216,0,1,3
12,121217,0,1,3
12,121221,0,1,5
12,121222,0,1,3
12,121224,0,1,3
12,121232,0,1,3
12,121237,0,1,3
12,121242,0,1,3
12,121246,0,1,5
12,121248,0,1,3
12,121249,0,1,3
12,121255,0,1,9
12,121260,0,1,8
12,121261,0,1,3
12,121262,0,1,8
12,121267,0,1,3
12,121267,0,2,3
12,121267,0,3,3
12,121269,0,1,3
12,121276,0,1,3
12,121277,0,1,3
12,121283,0,1,3
12,121288,0,1,98
12,121289,0,1,3
12,121290,0,1,3
12,121293,0,1,8
12,121300,0,1,3
12,121304,0,1,3
12,121309,0,1,3
12,121312,0,1,3
12,121314,0,1,3
12,121315,0,1,5
12,121319,0,1,5
12,121320,0,1,5
12,121324,0,1,3
12,121326,0,1,5
12,121330,0,1,16
12,121334,0,1,3
12,121340,0,1,3
12,121345,0,1,3
12,121355,0,1,5
12,121362,0,1,8
12,121364,0,1,9
12,121365,0,1,3
12,121365,0,2,3
12,121368,0,1,3
12,121377,0,1,3
12,121383,0,1,3
12,121401,0,1,3
12,121403,0,1,16
12,121405,0,1,5
12,121411,0,1,16
12,121415,0,1,3
12,121435,0,1,3
12,121437,0,1,8
12,121441,0,1,3
12,121442,0,1,5
12,121443,0,1,99
12,121450,0,1,3
12,121453,0,1,9
12,121455,0,1,3
12,121458,0,1,3
12,121459,0,1,3
12,121462,0,1,5
12,121463,0,1,3
12,121463,0,2,3
12,121467,0,1,3
12,121470,0,1,5
12,121474,0,1,5
12,121475,0,1,16
12,121482,0,1,3
12,121484,0,1,8
12,121485,0,1,3
12,121492,0,1,5
12,121502,0,1,5
12,121508,0,1,6
12,121513,0,1,3
12,121515,0,1,5
12,121516,0,1,3
12,121520,0,1,5
12,121531,0,1,5
12,121536,0,1,3
12,121540,0,1,5
12,121540,0,2,5
12,121540,0,3,5
12,121540,0,4,5
12,121545,0,1,3
12,121548,0,1,3
12,121549,0,1,8
12,121550,0,1,3
12,121550,0,2,3
12,121551,0,1,3
12,121552,0,1,9
12,121558,0,1,99
12,121563,0,1,3
12,121566,0,1,3
12,121567,0,1,6
12,121570,0,1,3
12,121572,0,1,3
12,121573,0,1,3
12,121574,0,1,8
12,121580,0,1,8
12,121584,0,1,8
12,121586,0,1,99
12,121587,0,1,8
12,121588,0,1,9
12,121592,0,1,8
12,121593,0,1,3
12,121594,0,1,3
12,121597,0,1,8
12,121599,0,1,3
12,121602,0,1,8
12,121607,0,1,3
12,121612,0,1,3
12,121616,0,1,5
12,121617,0,1,3
12,121625,0,1,3
12,121626,0,1,3
12,121631,0,1,5
12,121633,0,1,5
12,121637,0,1,3
12,121643,0,1,5
12,121648,0,1,5
12,121649,0,1,99
12,121652,0,1,8
12,121656,0,1,12
12,121661,0,1,99
12,121665,0,1,5
12,121671,0,1,8
12,121671,0,1,12
12,121672,0,1,5
12,121680,0,1,3
12,121684,0,1,9
12,121684,0,1,12
12,121684,0,2,9
12,121684,0,2,12
12,121689,0,1,8
12,121691,0,1,3
12,121694,0,1,9
12,121701,0,1,3
12,121708,0,1,9
12,121708,0,1,10
12,121708,0,2,9
12,121708,0,2,10
12,121712,0,1,8
12,121722,0,1,12
12,121723,0,1,3
12,121725,0,1,3
12,121727,0,1,99
12,121730,0,1,3
12,121731,0,1,3
12,121734,0,1,3
12,121736,0,1,3
12,121749,0,1,3
12,121753,0,1,8
12,121766,0,1,3
12,121767,0,1,3
12,121772,0,1,3
12,121778,0,1,3
12,121783,0,1,3
12,121787,0,1,3
12,121793,0,1,5
12,121795,0,1,3
12,121802,0,1,3
12,121805,0,1,3
12,121807,0,1,3
12,121807,0,1,12
12,121809,0,1,8
12,121813,0,1,3
12,121827,0,1,3
12,121834,0,1,99
12,121843,0,1,3
12,121846,0,1,3
12,121851,0,1,2
12,121853,0,1,5
12,121854,0,1,3
12,121856,0,1,3
12,121860,0,1,5
12,121861,0,1,3
12,121862,0,1,8
12,121863,0,1,9
12,121864,0,1,8
12,121870,0,1,12
12,121870,0,2,12
12,121870,0,3,12
12,121870,0,4,12
12,121870,0,5,12
12,121870,0,6,12
12,121879,0,1,3
12,121884,0,1,99
12,121885,0,1,3
12,121888,0,1,99
12,121889,0,1,3
12,121907,0,1,8
12,121908,0,1,3
12,121910,0,1,5
12,121914,0,1,3
12,121915,0,1,3
12,121917,0,1,3
12,121921,0,1,6
12,121923,0,1,8
12,121923,0,1,12
12,121924,0,1,8
12,121925,0,1,3
12,121928,0,1,3
12,121930,0,1,3
12,121930,0,2,3
12,121934,0,1,5
12,121937,0,1,8
12,121941,0,1,6
12,121942,0,1,3
12,121951,0,1,5
12,121954,0,1,3
12,121959,0,1,3
12,121962,0,1,3
12,121964,0,1,6
12,121965,0,1,3
12,121969,0,1,3
12,121971,0,1,8
12,121977,0,1,12
12,121977,0,2,12
12,121977,0,3,12
12,121977,0,4,12
12,121977,0,5,12
12,121977,0,6,12
12,121980,0,1,3
12,121981,0,1,8
12,121981,0,1,12
12,121982,0,1,3
12,121986,0,1,5
12,121988,0,1,3
12,121994,0,1,5
12,122003,0,1,3
12,122013,0,1,6
12,122014,0,1,5
12,122015,0,1,3
12,122017,0,1,8
12,122019,0,1,8
12,122020,0,1,8
12,122026,0,1,3
12,122031,0,1,8
12,122033,0,1,3
12,122036,0,1,3
12,122040,0,1,3
12,122041,0,1,3
12,122046,0,1,3
12,122047,0,1,5
12,122053,0,1,5
12,122053,0,2,5
12,122061,0,1,3
12,122063,0,1,3
12,122067,0,1,3
12,122073,0,1,3
12,122075,0,1,3
12,122080,0,1,3
12,122083,0,1,99
12,122086,0,1,3
