STATE,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
1,10001,1,1,1,1,55,64,5555,55
1,10001,2,1,2,1,8,42,9999,77
1,10001,3,1,3,1,98,42,9999,77
1,10001,4,1,4,1,0,1,9999,77
1,10002,1,1,1,1,55,63,5555,55
1,10002,2,1,2,1,0,1,9999,77
1,10002,3,1,3,1,98,52,9999,77
1,10003,1,1,1,1,55,63,5555,55
1,10003,2,1,2,1,12,14,2,6
1,10003,2,2,1,1,12,14,2,6
1,10004,1,1,1,1,55,64,5555,55
1,10004,2,1,2,1,12,25,9999,77
1,10005,1,1,1,1,55,63,5555,55
1,10005,2,1,2,1,9,42,9999,77
1,10006,1,1,1,1,55,63,5555,55
1,10006,2,1,2,1,55,69,5555,55
1,10006,3,1,3,1,55,68,5555,55
1,10006,4,1,4,1,55,64,5555,55
1,10006,5,1,5,1,12,42,9999,77
1,10006,6,1,6,1,0,1,9999,77
1,10007,1,1,1,1,55,63,5555,55
1,10007,2,1,2,1,12,42,9999,77
1,10008,1,1,1,1,55,63,5555,55
1,10008,2,1,2,1,10,32,9999,77
1,10008,3,1,3,1,55,67,5555,55
1,10008,4,1,4,1,0,1,9999,77
1,10008,5,1,5,1,13,30,9999,77
1,10008,6,1,6,1,98,42,9999,77
1,10009,2,1,1,2,12,12,1,12
1,10009,1,2,1,2,55,68,5555,55
1,10009,2,2,2,2,12,12,1,12
1,10010,1,1,1,1,55,68,5555,55
1,10010,2,1,2,1,55,64,5555,55
1,10010,3,1,3,1,0,1,9999,77
1,10010,4,1,4,1,9,32,9999,77
1,10011,1,1,1,2,12,12,1,12
1,10011,1,2,1,2,12,12,1,12
1,10012,1,1,1,1,55,68,5555,55
1,10012,2,1,2,1,55,64,5555,55
1,10012,3,1,3,1,11,42,9999,77
1,10012,4,1,4,1,12,42,9999,77
1,10013,1,1,1,1,55,63,5555,55
1,10013,2,1,2,1,12,8,9999,77
1,10013,3,1,3,1,19,8,9999,77
1,10013,4,1,4,1,55,69,5555,55
1,10013,5,1,5,1,55,64,5555,55
1,10013,6,1,6,1,12,24,9999,77
1,10014,1,1,1,1,55,68,5555,55
1,10014,3,1,2,1,12,12,2,12
1,10014,2,2,1,2,55,68,5555,55
1,10014,3,2,2,1,12,12,2,12
1,10015,1,1,1,1,55,68,5555,55
1,10015,2,1,2,1,12,12,2,12
1,10015,2,2,1,1,12,12,2,12
1,10016,1,1,1,1,55,63,5555,55
1,10016,2,1,2,1,55,69,5555,55
1,10016,3,1,3,1,55,68,5555,55
1,10016,4,1,4,1,55,64,5555,55
1,10016,5,1,5,1,12,42,9999,77
1,10016,6,1,6,1,12,38,9999,77
1,10017,1,1,1,1,55,68,5555,55
1,10017,2,1,2,1,55,68,5555,55
1,10017,3,1,3,1,55,63,5555,55
1,10017,4,1,4,1,12,34,9999,77
1,10017,5,1,5,1,0,1,9999,77
1,10018,1,1,1,1,55,63,5555,55
1,10018,2,1,2,1,12,34,9999,77
1,10018,3,1,3,1,10,42,9999,77
1,10018,4,1,4,1,2,42,9999,77
1,10018,5,1,5,1,0,1,9999,77
1,10018,6,1,6,1,13,42,9999,77
1,10019,1,1,1,1,55,63,5555,55
1,10019,2,1,2,1,55,69,5555,55
1,10019,3,1,3,1,55,63,5555,55
1,10019,4,1,4,1,6,34,9999,77
1,10019,5,1,5,1,5,42,9999,77
1,10019,6,1,6,1,0,1,9999,77
1,10020,1,1,1,1,12,12,2,9
1,10020,1,2,1,1,12,12,2,9
1,10020,2,2,2,2,55,63,5555,55
1,10020,3,2,3,2,0,1,9999,77
1,10020,4,2,4,2,98,14,3,3
1,10020,4,3,1,2,98,14,3,3
1,10021,1,1,1,2,12,12,1,3
1,10021,2,1,2,1,55,64,5555,55
1,10021,3,1,3,1,8,30,9999,77
1,10021,4,1,4,1,0,1,9999,77
1,10021,1,2,1,2,12,12,1,3
1,10022,1,1,1,1,12,12,2,1
1,10022,1,2,1,1,12,12,2,1
1,10022,2,2,2,2,55,63,5555,55
1,10022,3,2,3,2,98,34,9999,77
1,10022,4,2,4,2,12,39,9999,77
1,10022,5,2,5,2,19,14,3,6
1,10022,6,2,6,2,19,14,4,8
1,10022,5,3,1,2,19,14,3,6
1,10022,6,4,1,2,19,14,4,8
1,10023,1,1,1,1,55,63,5555,55
1,10023,2,1,2,1,1,34,9999,77
1,10023,3,1,3,1,6,42,9999,77
1,10023,4,1,4,1,0,2,9999,77
1,10024,1,1,1,1,55,63,5555,55
1,10024,2,1,2,1,12,8,9999,77
1,10024,3,1,3,1,98,18,9999,77
1,10024,4,1,4,1,19,14,2,5
1,10024,5,1,5,1,12,39,9999,77
1,10024,4,2,1,1,19,14,2,5
1,10025,1,1,1,2,12,12,1,10
1,10025,1,2,1,2,12,12,1,10
1,10026,1,1,1,1,55,64,5555,55
1,10026,2,1,2,1,0,1,9999,77
1,10026,3,1,3,1,55,65,5555,55
1,10026,4,1,4,2,12,12,1,13
1,10026,4,2,1,2,12,12,1,13
1,10026,5,2,2,3,12,12,2,6
1,10026,5,3,1,3,12,12,2,6
1,10027,1,1,1,1,55,68,5555,55
1,10027,2,1,2,1,55,64,5555,55
1,10027,3,1,3,1,12,42,9999,77
1,10027,4,1,4,1,98,42,9999,77
1,10027,5,1,5,1,4,42,9999,77
1,10028,1,1,1,1,55,63,5555,55
1,10028,2,1,2,1,12,42,9999,77
1,10028,3,1,3,1,0,2,9999,77
1,10029,1,1,1,1,55,68,5555,55
1,10029,2,1,2,1,12,12,2,12
1,10029,2,2,1,1,12,12,2,12
1,10030,1,1,1,1,55,63,5555,55
1,10030,2,1,2,1,4,42,9999,77
1,10030,3,1,3,1,4,42,9999,77
1,10031,1,1,1,1,55,68,5555,55
1,10031,2,1,2,1,10,12,2,10
1,10031,3,1,3,1,12,12,3,12
1,10031,2,2,1,1,10,12,2,10
1,10031,3,3,1,1,12,12,3,12
1,10032,1,1,1,1,12,12,2,12
1,10032,1,2,1,1,12,12,2,12
1,10033,1,1,1,1,12,12,2,12
1,10033,1,2,1,1,12,12,2,12
1,10034,1,1,1,1,55,68,5555,55
1,10034,2,1,2,2,12,12,1,3
1,10034,2,2,1,2,12,12,1,3
1,10035,1,1,1,2,12,12,1,3
1,10035,2,1,2,1,55,64,5555,55
1,10035,3,1,3,1,98,33,9999,77
1,10035,4,1,4,1,98,31,9999,77
1,10035,1,2,1,2,12,12,1,3
1,10036,1,1,1,1,12,8,9999,77
1,10037,1,1,1,1,55,68,5555,55
1,10037,2,1,2,1,55,64,5555,55
1,10037,3,1,3,1,0,1,9999,77
1,10037,4,1,4,1,98,42,9999,77
1,10038,1,1,1,1,55,68,5555,55
1,10038,2,1,2,1,12,12,2,12
1,10038,2,2,1,1,12,12,2,12
1,10039,1,1,1,1,1,8,9999,77
1,10040,1,1,1,2,12,12,1,1
1,10040,1,2,1,2,12,12,1,1
1,10041,1,1,1,1,55,63,5555,55
1,10041,2,1,2,1,55,69,5555,55
1,10041,3,1,3,1,55,68,5555,55
1,10041,4,1,4,1,7,12,2,7
1,10041,5,1,5,1,3,12,3,12
1,10041,4,2,1,1,7,12,2,7
1,10041,5,3,1,1,3,12,3,12
1,10042,1,1,1,2,12,12,1,12
1,10042,1,2,1,2,12,12,1,12
1,10043,1,1,1,1,55,63,5555,55
1,10043,2,1,2,1,55,69,5555,55
1,10043,3,1,3,1,55,68,5555,55
1,10043,4,1,4,1,55,64,5555,55
1,10043,5,1,5,1,9,42,9999,77
1,10044,1,1,1,1,55,63,5555,55
1,10044,2,1,2,1,12,35,9999,77
1,10044,3,1,3,1,55,69,5555,55
1,10044,4,1,4,1,55,68,5555,55
1,10044,5,1,5,1,55,64,5555,55
1,10044,6,1,6,1,12,42,9999,77
1,10045,1,1,1,1,55,64,5555,55
1,10045,2,1,2,1,0,1,9999,77
1,10045,3,1,3,1,13,52,9999,77
1,10046,1,1,1,1,12,14,2,6
1,10046,1,2,1,1,12,14,2,6
1,10047,1,1,1,1,12,12,2,12
1,10047,1,2,1,1,12,12,2,12
1,10048,1,1,1,1,55,64,5555,55
1,10048,2,1,2,1,55,65,5555,55
1,10048,3,1,3,1,12,12,2,11
1,10048,5,1,4,1,81,12,3,98
1,10048,3,2,1,1,12,12,2,11
1,10048,4,2,2,3,12,12,2,6
1,10048,4,3,1,3,12,12,2,6
1,10048,5,3,2,1,81,12,3,98
1,10049,1,1,1,2,12,12,1,8
1,10049,1,2,1,2,12,12,1,8
1,10050,1,1,1,1,12,12,2,6
1,10050,2,1,2,1,0,2,9999,77
1,10050,1,2,1,1,12,12,2,6
1,10051,1,1,1,2,12,12,1,1
1,10051,1,2,1,2,12,12,1,1
1,10052,1,1,1,1,12,8,9999,77
1,10053,1,1,1,1,55,63,5555,55
1,10053,2,1,2,1,3,53,9999,77
1,10053,3,1,3,1,55,69,5555,55
1,10053,4,1,4,1,55,68,5555,55
1,10053,5,1,5,1,55,64,5555,55
1,10053,6,1,6,1,9,34,9999,77
1,10053,7,1,7,1,12,19,9999,77
1,10053,8,1,8,1,98,38,9999,77
1,10053,9,1,9,1,0,1,9999,77
1,10054,1,1,1,2,12,12,1,6
1,10054,1,2,1,2,12,12,1,6
1,10055,1,1,1,1,55,68,5555,55
1,10055,2,1,2,1,12,12,2,12
1,10055,2,2,1,1,12,12,2,12
1,10056,1,1,1,1,55,63,5555,55
1,10056,2,1,2,1,12,34,9999,77
1,10056,3,1,3,1,12,35,9999,77
1,10056,4,1,4,1,0,1,9999,77
1,10057,1,1,1,1,12,12,2,10
1,10057,1,2,1,1,12,12,2,10
1,10057,2,2,2,2,55,63,5555,55
1,10057,3,2,3,2,9,30,9999,77
1,10058,1,1,1,1,55,63,5555,55
1,10058,2,1,2,1,55,69,5555,55
1,10058,3,1,3,1,55,68,5555,55
1,10058,4,1,4,1,55,64,5555,55
1,10058,5,1,5,1,5,42,9999,77
1,10058,6,1,6,1,0,1,9999,77
1,10059,1,1,1,1,12,12,2,4
1,10059,2,1,2,3,12,12,1,10
1,10059,1,2,1,1,12,12,2,4
1,10059,2,3,1,3,12,12,1,10
1,10060,1,1,1,1,55,68,5555,55
1,10060,2,1,2,1,12,12,2,12
1,10060,2,2,1,1,12,12,2,12
1,10061,1,1,1,2,12,12,1,10
1,10061,2,1,2,1,98,12,3,1
1,10061,1,2,1,2,12,12,1,10
1,10061,2,3,1,1,98,12,3,1
1,10062,1,1,1,1,55,68,5555,55
1,10062,2,1,2,1,55,64,5555,55
1,10062,3,1,3,1,12,34,9999,77
1,10062,4,1,4,1,12,32,9999,77
1,10062,5,1,5,1,55,67,5555,55
1,10062,6,1,6,1,12,43,9999,77
1,10063,1,1,1,1,12,12,2,6
1,10063,2,1,2,1,19,54,4,6
1,10063,3,1,3,1,6,12,3,7
1,10063,1,2,1,1,12,12,2,6
1,10063,3,3,1,1,6,12,3,7
1,10063,2,4,1,1,19,54,4,6
1,10064,1,1,1,1,55,68,5555,55
1,10064,2,1,2,1,55,64,5555,55
1,10064,3,1,3,1,55,69,5555,55
1,10064,4,1,4,1,2,12,2,3
1,10064,5,1,5,1,0,1,9999,77
1,10064,4,2,1,1,2,12,2,3
1,10065,1,1,1,1,12,9,9999,77
1,10065,2,1,2,1,55,68,5555,55
1,10065,3,1,3,1,12,12,2,12
1,10065,3,2,1,1,12,12,2,12
1,10066,1,1,1,1,55,63,5555,55
1,10066,2,1,2,1,12,30,9999,77
1,10067,1,1,1,1,55,68,5555,55
1,10067,2,1,2,1,55,64,5555,55
1,10067,3,1,3,1,12,42,9999,77
1,10068,1,1,1,1,55,68,5555,55
1,10068,2,1,2,1,55,64,5555,55
1,10068,3,1,3,1,11,42,9999,77
1,10068,4,1,4,1,0,1,9999,77
1,10068,5,1,5,1,13,42,9999,77
1,10069,1,1,1,1,55,68,5555,55
1,10069,2,1,2,1,55,64,5555,55
1,10069,3,1,3,1,11,42,9999,77
1,10069,4,1,4,1,11,42,9999,77
1,10069,5,1,5,1,98,32,9999,77
1,10069,6,1,6,1,55,67,5555,55
1,10069,7,1,7,1,98,42,9999,77
1,10069,8,1,8,1,98,42,9999,77
1,10069,9,1,9,1,0,1,9999,77
1,10069,10,1,10,1,55,62,5555,55
1,10070,1,1,1,1,12,11,9999,77
1,10070,2,1,2,1,55,68,5555,55
1,10070,3,1,3,1,55,64,5555,55
1,10070,4,1,4,1,12,42,9999,77
1,10071,1,1,1,1,55,64,5555,55
1,10071,2,1,2,1,11,25,9999,77
1,10071,3,1,3,1,55,69,5555,55
1,10071,4,1,4,1,55,63,5555,55
1,10071,5,1,5,1,12,32,9999,77
1,10071,6,1,6,1,0,1,9999,77
1,10072,1,1,1,1,55,64,5555,55
1,10072,2,1,2,1,55,69,5555,55
1,10072,3,1,3,1,55,64,5555,55
1,10072,4,1,4,1,0,1,9999,77
1,10073,1,1,1,1,12,8,9999,77
1,10074,1,1,1,1,55,64,5555,55
1,10074,2,1,2,1,12,34,9999,77
1,10074,3,1,3,1,0,1,9999,77
1,10074,4,1,4,1,55,64,5555,55
1,10074,5,1,5,1,6,24,9999,77
1,10075,1,1,1,1,55,63,5555,55
1,10075,2,1,2,1,55,69,5555,55
1,10075,3,1,3,1,55,68,5555,55
1,10075,4,1,4,1,55,64,5555,55
1,10075,5,1,5,1,9,42,9999,77
1,10075,6,1,6,1,2,42,9999,77
1,10075,7,1,7,1,11,42,9999,77
1,10076,1,1,1,1,12,12,2,6
1,10076,2,1,2,1,55,63,5555,55
1,10076,3,1,3,1,5,59,9999,77
1,10076,4,1,4,1,98,35,9999,77
1,10076,1,2,1,1,12,12,2,6
1,10076,5,2,2,2,55,63,5555,55
1,10076,6,2,3,2,55,69,5555,55
1,10076,7,2,4,3,12,12,2,9
1,10076,7,3,1,3,12,12,2,9
1,10077,1,1,1,1,55,68,5555,55
1,10077,2,1,2,1,12,12,2,12
1,10077,2,2,1,1,12,12,2,12
1,10078,1,1,1,1,55,64,5555,55
1,10078,2,1,2,1,12,34,9999,77
1,10078,3,1,3,1,0,1,9999,77
1,10079,1,1,1,1,55,63,5555,55
1,10079,2,1,2,1,12,53,9999,77
1,10079,3,1,3,1,12,35,9999,77
1,10080,1,1,1,1,55,63,5555,55
1,10080,2,1,2,1,12,33,9999,77
1,10080,3,1,3,1,98,23,9999,77
1,10080,4,1,4,1,55,67,5555,55
1,10080,5,1,5,1,98,42,9999,77
1,10081,1,1,1,2,12,12,1,9
1,10081,1,2,1,2,12,12,1,9
1,10081,2,2,2,2,0,1,9999,77
1,10082,1,1,1,1,55,68,5555,55
1,10082,2,1,2,1,12,12,2,12
1,10082,2,2,1,1,12,12,2,12
1,10083,1,1,1,1,98,8,9999,77
1,10084,1,1,1,1,55,63,5555,55
1,10084,2,1,2,1,12,34,9999,77
1,10084,3,1,3,1,0,1,9999,77
1,10084,4,1,4,1,12,53,9999,77
1,10085,1,1,1,1,12,8,9999,77
1,10086,1,1,1,2,12,12,1,8
1,10086,2,1,2,3,12,12,1,98
1,10086,1,2,1,2,12,12,1,8
1,10086,2,3,1,3,12,12,1,98
1,10086,3,3,2,3,55,63,5555,55
1,10086,4,3,3,3,98,30,9999,77
1,10087,1,1,1,1,55,68,5555,55
1,10087,2,1,2,1,55,64,5555,55
1,10087,3,1,3,1,2,42,9999,77
1,10088,1,1,1,2,12,12,1,9
1,10088,2,1,2,1,55,63,5555,55
1,10088,3,1,3,1,98,33,9999,77
1,10088,1,2,1,2,12,12,1,9
1,10089,1,1,1,1,55,63,5555,55
1,10089,2,1,2,1,9,42,9999,77
1,10090,1,1,1,1,55,63,5555,55
1,10090,2,1,2,1,3,30,9999,77
1,10090,3,1,3,1,12,52,9999,77
1,10090,4,1,4,1,0,1,9999,77
1,10090,5,1,5,1,0,3,9999,77
1,10091,1,1,1,1,12,8,9999,77
1,10092,1,1,1,1,55,63,5555,55
1,10092,2,1,2,1,12,53,9999,77
1,10092,3,1,3,1,12,32,9999,77
1,10092,4,1,4,1,11,59,9999,77
1,10092,5,1,5,1,12,42,9999,77
1,10093,1,1,1,1,55,63,5555,55
1,10093,2,1,2,1,55,69,5555,55
1,10093,3,1,3,1,55,68,5555,55
1,10093,4,1,4,1,12,12,2,12
1,10093,4,2,1,1,12,12,2,12
1,10094,1,1,1,1,55,68,5555,55
1,10094,2,1,2,1,55,64,5555,55
1,10094,3,1,3,1,10,30,9999,77
1,10094,4,1,4,1,9,42,9999,77
1,10094,5,1,5,1,12,38,9999,77
1,10094,6,1,6,1,12,38,9999,77
1,10094,7,1,7,1,12,38,9999,77
1,10095,1,1,1,1,55,63,5555,55
1,10095,2,1,2,1,12,34,9999,77
1,10095,3,1,3,1,12,42,9999,77
1,10096,1,1,1,1,55,63,5555,55
1,10096,2,1,2,1,12,32,9999,77
1,10096,3,1,3,1,55,67,5555,55
1,10096,4,1,4,1,9,42,9999,77
1,10096,5,1,5,1,12,42,9999,77
1,10096,6,1,6,1,12,58,9999,77
1,10096,7,1,7,1,98,32,9999,77
1,10097,1,1,1,1,55,71,9999,77
1,10097,2,1,2,1,12,34,9999,77
1,10097,3,1,3,1,12,59,9999,77
1,10097,4,1,4,1,12,38,9999,77
1,10097,5,1,5,1,12,58,9999,77
1,10097,6,1,6,1,55,67,5555,55
1,10097,7,1,7,1,0,1,9999,77
1,10097,8,1,8,1,0,3,9999,77
1,10098,1,1,1,1,12,12,2,1
1,10098,1,2,1,1,12,12,2,1
1,10099,1,1,1,1,55,63,5555,55
1,10099,2,1,2,1,12,30,9999,77
1,10100,1,1,1,1,55,68,5555,55
1,10100,2,1,2,1,55,64,5555,55
1,10100,3,1,3,1,12,42,9999,77
1,10101,1,1,1,1,55,63,5555,55
1,10101,2,1,2,1,55,69,5555,55
1,10101,3,1,3,1,55,68,5555,55
1,10101,4,1,4,1,55,64,5555,55
1,10101,5,1,5,1,3,30,9999,77
1,10101,6,1,6,1,0,1,9999,77
1,10102,1,1,1,1,55,63,5555,55
1,10102,2,1,2,1,55,67,5555,55
1,10102,3,1,3,1,12,43,9999,77
1,10102,4,1,4,1,12,14,2,12
1,10102,5,1,5,1,12,8,9999,77
1,10102,6,1,6,1,11,19,9999,77
1,10102,4,2,1,1,12,14,2,12
1,10103,1,1,1,1,55,63,5555,55
1,10103,2,1,2,1,12,35,9999,77
1,10103,3,1,3,1,0,1,9999,77
1,10104,1,1,1,1,55,68,5555,55
1,10104,2,1,2,1,55,64,5555,55
1,10104,3,1,3,1,55,69,5555,55
1,10104,4,1,4,1,55,68,5555,55
1,10104,5,1,5,1,55,63,5555,55
1,10104,6,1,6,1,11,38,9999,77
1,10104,7,1,7,1,98,32,9999,77
1,10104,8,1,8,1,55,67,5555,55
1,10104,9,1,9,1,13,42,9999,77
1,10105,1,1,1,1,55,63,5555,55
1,10105,2,1,2,1,9,30,9999,77
1,10106,1,1,1,1,55,68,5555,55
1,10106,2,1,2,1,55,64,5555,55
1,10106,3,1,3,1,2,35,9999,77
1,10106,4,1,4,1,0,1,9999,77
1,10106,5,1,5,1,98,42,9999,77
1,10107,1,1,1,1,55,68,5555,55
1,10107,2,1,2,1,55,68,5555,55
1,10107,3,1,3,1,55,63,5555,55
1,10107,4,1,4,1,0,1,9999,77
1,10108,1,1,1,1,55,68,5555,55
1,10108,2,1,2,1,12,12,2,10
1,10108,3,1,3,1,61,12,2,8
1,10108,2,2,1,1,12,12,2,10
1,10108,3,2,2,1,61,12,2,8
1,10108,4,2,3,2,55,63,5555,55
1,10108,5,2,4,2,12,59,9999,77
1,10109,1,1,1,1,12,8,9999,77
1,10110,1,1,1,1,12,8,9999,77
1,10111,1,1,1,1,55,68,5555,55
1,10111,2,1,2,1,11,12,2,8
1,10111,2,2,1,1,11,12,2,8
1,10112,1,1,1,1,12,12,2,6
1,10112,1,2,1,1,12,12,2,6
1,10113,1,1,1,1,12,8,9999,77
1,10114,1,1,1,1,55,68,5555,55
1,10114,2,1,2,1,55,64,5555,55
1,10114,3,1,3,1,12,42,9999,77
1,10115,1,1,1,1,12,8,9999,77
1,10116,1,1,1,2,12,12,1,3
1,10116,2,1,2,1,0,1,9999,77
1,10116,1,2,1,2,12,12,1,3
1,10116,3,2,2,2,55,63,5555,55
1,10116,4,2,3,2,0,1,9999,77
1,10117,1,1,1,1,55,68,5555,55
1,10117,2,1,2,1,12,12,2,10
1,10117,6,1,3,1,12,12,3,12
1,10117,2,2,1,1,12,12,2,10
1,10117,3,2,2,2,55,68,5555,55
1,10117,4,2,3,2,55,64,5555,55
1,10117,5,2,4,2,6,23,9999,77
1,10117,6,3,1,1,12,12,3,12
1,10118,1,1,1,1,55,63,5555,55
1,10118,2,1,2,1,12,42,9999,77
1,10119,1,1,1,2,12,12,1,6
1,10119,1,2,1,2,12,12,1,6
1,10120,1,1,1,1,55,63,5555,55
1,10120,2,1,2,1,12,38,9999,77
1,10120,3,1,3,1,12,24,9999,77
1,10120,4,1,4,1,0,1,9999,77
1,10121,1,1,1,1,55,68,5555,55
1,10121,2,1,2,1,12,12,2,12
1,10121,2,2,1,1,12,12,2,12
1,10122,1,1,1,1,55,63,5555,55
1,10122,2,1,2,1,14,34,9999,77
1,10122,3,1,3,1,12,42,9999,77
1,10123,1,1,1,1,55,63,5555,55
1,10123,2,1,2,1,12,30,9999,77
1,10123,3,1,3,1,98,34,9999,77
1,10123,4,1,4,1,0,1,9999,77
1,10124,1,1,1,1,0,1,9999,77
1,10125,1,1,1,1,55,63,5555,55
1,10125,2,1,2,1,2,30,9999,77
1,10125,3,1,3,1,0,1,9999,77
1,10125,4,1,4,1,13,42,9999,77
1,10126,1,1,1,1,55,63,5555,55
1,10126,2,1,2,1,9,30,9999,77
1,10127,1,1,1,1,55,63,5555,55
1,10127,2,1,2,1,12,8,9999,77
1,10128,1,1,1,1,55,64,5555,55
1,10128,2,1,2,1,12,52,9999,77
1,10128,3,1,3,1,12,38,9999,77
1,10128,4,1,4,1,0,1,9999,77
1,10129,1,1,1,1,55,64,5555,55
1,10129,2,1,2,1,12,34,9999,77
1,10129,3,1,3,1,0,1,9999,77
1,10130,1,1,1,1,55,63,5555,55
1,10130,2,1,2,1,12,8,9999,77
1,10130,3,1,3,1,12,14,2,7
1,10130,3,2,1,1,12,14,2,7
1,10131,1,1,1,1,0,1,9999,77
1,10131,2,1,2,1,0,2,9999,77
1,10132,1,1,1,1,55,63,5555,55
1,10132,2,1,2,1,10,42,9999,77
1,10133,1,1,1,1,55,64,5555,55
1,10133,2,1,2,1,12,25,9999,77
1,10133,3,1,3,1,0,1,9999,77
1,10134,1,1,1,1,55,65,5555,55
1,10134,2,1,2,2,12,12,1,9
1,10134,3,1,3,1,55,64,5555,55
1,10134,4,1,4,1,6,25,9999,77
1,10134,2,2,1,2,12,12,1,9
1,10134,5,2,2,3,11,12,2,9
1,10134,6,2,3,2,98,12,3,1
1,10134,7,2,4,2,98,12,3,4
1,10134,8,2,5,2,55,64,5555,55
1,10134,9,2,6,2,61,25,9999,77
1,10134,5,3,1,3,11,12,2,9
1,10134,6,3,2,2,98,12,3,1
1,10134,7,3,3,2,98,12,3,4
1,10135,1,1,1,1,0,1,9999,77
1,10135,2,1,2,1,55,62,5555,55
1,10136,1,1,1,1,55,63,5555,55
1,10136,2,1,2,1,12,14,2,6
1,10136,3,1,3,1,0,2,9999,77
1,10136,2,2,1,1,12,14,2,6
1,10137,1,1,1,1,55,68,5555,55
1,10137,2,1,2,1,55,64,5555,55
1,10137,3,1,3,1,12,17,9999,77
1,10138,1,1,1,2,12,12,1,7
1,10138,1,2,1,2,12,12,1,7
1,10139,1,1,1,1,55,63,5555,55
1,10139,2,1,2,1,55,69,5555,55
1,10139,3,1,3,1,55,68,5555,55
1,10139,4,1,4,1,55,64,5555,55
1,10139,5,1,5,1,12,42,9999,77
1,10140,1,1,1,1,55,63,5555,55
1,10140,2,1,2,1,4,32,9999,77
1,10140,3,1,3,1,0,1,9999,77
1,10141,1,1,1,1,55,63,5555,55
1,10141,2,1,2,1,12,42,9999,77
1,10142,1,1,1,1,55,68,5555,55
1,10142,2,1,2,1,55,64,5555,55
1,10142,3,1,3,1,11,38,9999,77
1,10142,4,1,4,1,11,34,9999,77
1,10142,5,1,5,1,0,1,9999,77
1,10142,6,1,6,1,13,42,9999,77
1,10143,1,1,1,2,12,12,1,12
1,10143,1,2,1,2,12,12,1,12
1,10144,1,1,1,1,55,68,5555,55
1,10144,2,1,2,1,11,12,2,10
1,10144,3,1,3,1,55,68,5555,55
1,10144,4,1,4,1,55,63,5555,55
1,10144,5,1,5,1,6,42,9999,77
1,10144,6,1,6,1,0,1,9999,77
1,10144,2,2,1,1,11,12,2,10
1,10145,1,1,1,2,12,12,1,6
1,10145,1,2,1,2,12,12,1,6
1,10146,1,1,1,1,98,8,9999,77
1,10146,2,1,2,1,98,8,9999,77
1,10147,1,1,1,1,12,8,9999,77
1,10148,1,1,1,2,12,12,1,1
1,10148,1,2,1,2,12,12,1,1
1,10148,2,2,2,2,55,63,5555,55
1,10148,3,2,3,2,12,8,9999,77
1,10149,1,1,1,1,55,63,5555,55
1,10149,2,1,2,1,3,35,9999,77
1,10149,3,1,3,1,0,1,9999,77
1,10149,4,1,4,1,98,42,9999,77
1,10150,1,1,1,1,12,12,2,6
1,10150,4,1,2,1,0,1,9999,77
1,10150,5,1,3,1,55,63,5555,55
1,10150,6,1,4,1,12,24,9999,77
1,10150,1,2,1,1,12,12,2,6
1,10150,2,2,2,2,55,63,5555,55
1,10150,3,2,3,2,6,24,9999,77
1,10151,1,1,1,1,12,12,2,6
1,10151,1,2,1,1,12,12,2,6
1,10152,1,1,1,1,12,12,2,6
1,10152,1,2,1,1,12,12,2,6
1,10153,1,1,1,1,12,8,9999,77
1,10154,1,1,1,1,55,63,5555,55
1,10154,2,1,2,1,55,69,5555,55
1,10154,3,1,3,1,55,68,5555,55
1,10154,4,1,4,1,55,64,5555,55
1,10154,5,1,5,1,3,42,9999,77
1,10155,1,1,1,1,55,68,5555,55
1,10155,2,1,2,1,12,12,2,12
1,10155,3,1,3,1,0,1,9999,77
1,10155,2,2,1,1,12,12,2,12
1,10156,1,1,1,1,55,63,5555,55
1,10156,2,1,2,1,55,67,5555,55
1,10156,3,1,3,1,55,69,5555,55
1,10156,4,1,4,1,55,63,5555,55
1,10156,5,1,5,1,12,38,9999,77
1,10157,1,1,1,1,55,68,5555,55
1,10157,2,1,2,1,55,64,5555,55
1,10157,3,1,3,1,12,52,9999,77
1,10157,4,1,4,1,12,34,9999,77
1,10157,5,1,5,1,98,35,9999,77
1,10158,1,1,1,1,55,63,5555,55
1,10158,2,1,2,1,55,67,5555,55
1,10158,3,1,3,1,12,42,9999,77
1,10159,1,1,1,1,55,68,5555,55
1,10159,2,1,2,1,12,12,2,12
1,10159,2,2,1,1,12,12,2,12
1,10160,1,1,1,1,55,68,5555,55
1,10160,2,1,2,1,55,64,5555,55
1,10160,3,1,3,1,12,42,9999,77
1,10161,1,1,1,1,12,8,9999,77
1,10162,1,1,1,1,55,63,5555,55
1,10162,2,1,2,1,55,69,5555,55
1,10162,3,1,3,1,55,64,5555,55
1,10162,4,1,4,1,12,34,9999,77
1,10162,5,1,5,1,12,35,9999,77
1,10162,6,1,6,1,0,1,9999,77
1,10163,1,1,1,1,55,64,5555,55
1,10163,2,1,2,1,12,32,9999,77
1,10163,3,1,3,1,12,32,9999,77
1,10163,4,1,4,1,12,59,9999,77
1,10163,5,1,5,1,55,69,5555,55
1,10163,6,1,6,1,55,63,5555,55
1,10163,7,1,7,1,12,18,9999,77
1,10164,1,1,1,2,12,12,1,3
1,10164,1,2,1,2,12,12,1,3
1,10165,1,1,1,1,55,64,5555,55
1,10165,2,1,2,1,55,69,5555,55
1,10165,3,1,3,1,0,1,9999,77
