STATE,ST_CASE,VEH_NO,MVIOLATN
13,130947,1,0
13,130949,1,0
13,130949,2,95
13,130950,1,0
13,130951,1,0
13,130951,2,0
13,130952,1,0
13,130952,2,0
13,130953,1,0
13,130954,1,0
13,130954,2,0
13,130955,1,0
13,130956,1,0
13,130956,2,0
13,130957,1,0
13,130958,1,0
13,130959,1,0
13,130960,1,0
13,130960,2,0
13,130961,1,0
13,130962,1,0
13,130963,1,0
13,130963,2,0
13,130964,1,0
13,130965,1,0
13,130966,1,37
13,130966,1,1
13,130966,2,0
13,130967,1,0
13,130968,1,0
13,130969,1,0
13,130970,1,0
13,130971,1,0
13,130971,2,0
13,130972,1,0
13,130972,2,0
13,130972,3,0
13,130973,1,0
13,130973,2,0
13,130974,1,0
13,130974,2,0
13,130975,1,0
13,130975,2,0
13,130976,1,0
13,130977,1,0
13,130977,2,0
13,130978,1,0
13,130979,1,0
13,130979,2,0
13,130979,3,0
13,130980,1,0
13,130980,2,0
13,130980,3,0
13,130981,1,0
13,130982,1,0
13,130983,1,0
13,130984,1,0
13,130985,1,0
13,130985,2,0
13,130986,1,0
13,130986,2,0
13,130987,1,0
13,130987,2,0
13,130988,1,0
13,130988,2,0
13,130989,1,0
13,130989,2,0
13,130990,1,0
13,130990,2,0
13,130991,1,0
13,130992,1,2
13,130992,1,69
13,130992,1,1
13,130992,2,0
13,130993,1,11
13,130993,1,1
13,130993,1,2
13,130993,2,0
13,130994,1,0
13,130994,2,0
13,130994,3,1
13,130994,3,2
13,130994,3,11
13,130995,1,0
13,130995,2,0
13,130996,1,0
13,130997,1,1
13,130997,1,46
13,130997,2,0
13,130998,1,1
13,130998,2,0
13,130999,1,0
13,131000,1,0
13,131001,1,0
13,131001,2,0
13,131001,3,0
13,131002,1,0
13,131002,2,0
13,131003,1,0
13,131003,2,0
13,131004,1,0
13,131004,2,0
13,131005,1,46
13,131005,2,0
13,131006,1,46
13,131006,2,11
13,131007,1,0
13,131008,1,0
13,131009,1,0
13,131010,1,0
13,131010,2,0
13,131010,3,0
13,131010,4,0
13,131011,1,11
13,131012,1,0
13,131013,1,46
13,131013,1,1
13,131013,2,0
13,131013,3,0
13,131013,4,0
13,131014,1,0
13,131015,1,0
13,131015,2,0
13,131016,1,0
13,131016,2,95
13,131017,1,0
13,131017,2,0
13,131018,1,0
13,131019,1,0
13,131020,1,0
13,131021,1,0
13,131021,2,0
13,131022,1,0
13,131022,2,0
13,131023,1,0
13,131023,2,0
13,131024,1,0
13,131024,2,0
13,131025,1,0
13,131026,1,0
13,131027,1,0
13,131028,1,0
13,131028,2,0
13,131029,1,0
13,131030,1,0
13,131031,1,0
13,131032,1,0
13,131032,2,0
13,131033,1,0
13,131034,1,0
13,131035,1,0
13,131036,1,0
13,131036,2,0
13,131037,1,0
13,131038,1,0
13,131038,2,0
13,131039,1,0
13,131040,1,0
13,131041,1,0
13,131041,2,0
13,131041,3,0
13,131042,1,0
13,131042,2,0
13,131043,1,0
13,131043,2,0
13,131044,1,0
13,131045,1,39
13,131045,2,0
13,131046,1,0
13,131046,2,0
13,131046,3,0
13,131047,1,46
13,131047,1,1
13,131047,2,0
13,131048,1,0
13,131048,2,0
13,131049,1,0
13,131050,1,0
13,131050,2,0
13,131051,1,0
13,131051,2,95
13,131052,1,0
13,131053,1,0
13,131054,1,0
13,131055,1,0
13,131055,2,0
13,131056,1,0
13,131057,1,0
13,131058,1,0
13,131058,2,0
13,131058,3,0
13,131058,4,0
13,131059,1,0
13,131060,1,1
13,131060,1,7
13,131061,1,0
13,131062,1,0
13,131063,1,0
13,131064,1,0
13,131065,1,0
13,131065,2,0
13,131066,1,0
13,131067,1,0
13,131068,1,0
13,131069,1,0
13,131069,2,95
13,131070,1,22
13,131070,1,89
13,131070,1,11
13,131071,1,0
13,131072,1,0
13,131072,2,0
13,131073,1,0
13,131074,1,0
13,131075,1,0
13,131076,1,0
13,131077,1,0
13,131078,1,0
13,131079,1,0
13,131080,1,0
13,131081,1,1
13,131081,1,69
13,131081,1,83
13,131082,1,0
13,131082,2,0
13,131083,1,0
13,131084,1,0
13,131085,1,0
13,131086,1,0
13,131087,1,0
13,131087,2,0
13,131088,1,0
13,131088,2,0
13,131089,1,0
13,131090,1,0
13,131091,1,0
13,131091,2,0
13,131092,1,0
13,131093,1,0
13,131094,1,0
13,131095,1,0
13,131096,1,46
13,131096,2,0
13,131097,1,0
13,131098,1,1
13,131098,1,11
13,131098,2,0
13,131099,1,11
13,131099,2,11
13,131099,3,11
13,131100,1,7
13,131100,2,0
13,131101,1,0
13,131102,1,0
13,131102,2,0
13,131103,1,23
13,131103,2,0
13,131104,1,0
13,131105,1,0
13,131106,1,0
13,131107,1,46
13,131107,2,0
13,131108,1,0
13,131109,1,0
13,131110,1,0
13,131111,1,0
13,131112,1,0
13,131113,1,0
13,131114,1,0
13,131115,1,0
13,131116,1,0
13,131116,2,0
13,131117,1,0
13,131118,1,0
13,131118,2,0
13,131119,1,0
13,131120,1,0
13,131120,2,0
13,131121,1,0
13,131121,2,0
13,131122,1,46
13,131122,2,0
13,131123,1,0
13,131123,2,0
13,131124,1,0
13,131125,1,0
13,131126,1,42
13,131126,1,1
13,131126,2,0
13,131127,1,0
13,131127,2,0
13,131128,1,0
13,131128,2,0
13,131129,1,0
13,131130,1,0
13,131131,1,0
13,131132,1,0
13,131133,1,52
13,131134,1,0
13,131134,2,11
13,131134,2,15
13,131135,1,0
13,131135,2,0
13,131136,1,0
13,131137,1,0
13,131138,1,0
13,131138,2,0
13,131139,1,0
13,131139,2,0
13,131140,1,99
13,131140,2,0
13,131140,3,0
13,131140,4,0
13,131141,1,0
13,131141,2,0
13,131142,1,0
13,131142,2,95
13,131143,1,0
13,131143,2,0
13,131143,3,0
13,131144,1,0
13,131145,1,0
13,131147,1,0
13,131147,2,0
13,131148,1,0
13,131149,1,0
13,131150,1,0
13,131150,2,0
13,131151,1,0
13,131152,1,61
13,131152,1,1
13,131153,1,0
13,131154,1,0
13,131155,1,11
13,131155,1,23
13,131155,1,1
13,131156,1,0
13,131157,1,0
13,131157,2,0
13,131158,1,0
13,131158,2,0
15,150001,1,0
15,150001,2,95
15,150002,1,3
15,150003,1,1
15,150004,1,0
15,150005,1,46
15,150006,1,0
15,150007,1,1
15,150008,1,1
15,150008,1,11
15,150008,1,74
15,150009,1,1
15,150009,2,0
15,150010,1,1
15,150010,2,0
15,150011,1,1
15,150011,1,76
15,150011,2,0
15,150012,1,1
15,150012,1,11
15,150013,1,0
15,150013,2,0
15,150014,1,0
15,150015,1,0
15,150015,2,0
15,150016,1,0
15,150017,1,0
15,150018,1,1
15,150018,2,0
15,150018,3,0
15,150019,1,0
15,150020,1,0
15,150020,2,0
15,150021,1,3
15,150021,1,11
15,150021,1,1
15,150021,2,0
15,150022,1,0
15,150022,2,0
15,150023,1,0
15,150024,1,0
15,150025,1,0
15,150026,1,0
15,150027,1,0
15,150027,2,0
15,150028,1,1
15,150028,2,0
15,150029,1,0
15,150030,1,0
15,150031,1,0
15,150032,1,0
15,150032,2,95
15,150033,1,1
15,150033,2,0
15,150033,3,0
15,150033,4,0
15,150034,1,0
15,150035,1,0
15,150036,1,0
15,150037,1,0
15,150038,1,0
15,150038,2,0
15,150039,1,0
15,150040,1,1
15,150041,1,9
15,150041,2,0
15,150042,1,0
15,150042,2,0
15,150043,1,0
15,150043,2,0
15,150044,1,0
15,150045,1,0
15,150045,2,0
15,150046,1,0
15,150046,2,0
15,150047,1,1
15,150047,2,0
15,150048,1,1
15,150048,2,0
15,150049,1,0
15,150049,2,0
15,150049,3,0
15,150050,1,0
15,150050,2,1
15,150050,2,11
15,150051,1,0
15,150052,1,0
15,150053,1,0
15,150054,1,0
15,150054,2,1
15,150055,1,0
15,150055,2,0
15,150056,1,0
15,150057,1,0
15,150058,1,1
15,150058,2,0
15,150059,1,0
15,150060,1,0
15,150060,2,0
15,150061,1,1
15,150062,1,0
15,150063,1,0
15,150063,2,0
15,150064,1,2
15,150065,1,1
15,150066,1,0
15,150067,1,0
15,150067,2,0
15,150068,1,1
15,150068,2,0
15,150069,1,0
15,150070,1,0
15,150070,2,0
15,150071,1,0
15,150072,1,0
15,150073,1,0
15,150074,1,11
15,150074,1,12
15,150074,1,71
15,150074,1,1
15,150074,1,2
15,150074,2,0
15,150075,1,1
15,150076,1,8
15,150077,1,0
15,150077,2,0
15,150078,1,0
15,150079,1,0
15,150080,1,1
15,150081,1,0
15,150082,1,0
15,150082,2,0
15,150083,1,0
15,150084,1,1
15,150085,1,0
15,150086,1,1
15,150086,1,12
15,150087,1,0
15,150087,2,0
15,150088,1,0
15,150088,2,0
15,150089,1,0
15,150089,2,0
15,150090,1,1
15,150091,1,1
15,150091,2,0
15,150092,1,1
15,150092,1,46
15,150092,2,0
15,150093,1,1
15,150094,1,0
15,150095,1,0
15,150096,1,0
15,150097,1,1
15,150098,1,1
15,150098,1,11
15,150098,2,95
15,150098,3,95
15,150098,4,95
15,150099,1,0
15,150100,1,1
15,150101,1,0
15,150102,1,0
15,150102,2,95
15,150103,1,0
15,150104,1,0
15,150105,1,0
15,150107,1,1
15,150107,2,0
15,150108,1,1
15,150109,1,1
15,150109,2,0
15,150110,1,0
16,160001,1,0
16,160001,2,0
16,160002,1,0
16,160003,1,0
16,160004,1,0
16,160005,1,0
16,160005,2,0
16,160006,1,0
16,160007,1,0
16,160008,1,0
16,160009,1,0
16,160010,1,0
16,160011,1,0
16,160011,2,0
16,160012,1,0
16,160013,1,0
16,160013,2,99
16,160014,1,0
16,160015,1,72
16,160016,1,0
16,160017,1,0
16,160018,1,0
16,160019,1,0
16,160020,1,8
16,160020,1,9
16,160020,1,7
16,160021,1,0
16,160022,1,0
16,160023,1,0
16,160024,1,0
16,160025,1,0
16,160026,1,0
16,160027,1,0
16,160028,1,0
16,160028,2,0
16,160029,1,0
16,160030,1,99
16,160031,1,0
16,160032,1,0
16,160032,2,0
16,160033,1,0
16,160034,1,99
16,160035,1,0
16,160036,1,99
16,160037,1,1
16,160037,2,0
16,160038,1,0
16,160038,2,0
16,160039,1,23
16,160039,1,22
16,160039,2,0
16,160039,3,0
16,160039,4,0
16,160039,5,0
16,160040,1,0
16,160041,1,1
16,160041,2,0
16,160042,1,0
16,160043,1,0
16,160044,1,0
16,160045,1,0
16,160046,1,0
16,160047,1,99
16,160048,1,99
16,160049,1,0
16,160050,1,0
16,160051,1,0
16,160052,1,0
16,160052,2,0
16,160053,1,99
16,160054,1,0
16,160055,1,0
16,160056,1,0
16,160057,1,0
16,160058,1,0
16,160059,1,0
16,160060,1,0
16,160060,2,0
16,160061,1,0
16,160062,1,0
16,160063,1,0
16,160063,2,1
16,160063,2,11
16,160063,2,72
16,160064,1,0
16,160064,2,0
16,160065,1,0
16,160065,2,0
16,160066,1,0
16,160067,1,0
16,160067,2,99
16,160068,1,0
16,160069,1,99
16,160070,1,99
16,160071,1,0
16,160072,1,0
16,160072,2,0
16,160073,1,0
16,160074,1,0
16,160075,1,0
16,160075,2,76
16,160076,1,0
16,160077,1,0
16,160078,1,99
16,160078,2,0
16,160079,1,0
16,160080,1,0
16,160081,1,0
16,160082,1,0
16,160082,2,0
16,160083,1,0
16,160083,2,0
16,160084,1,0
16,160085,1,0
16,160086,1,0
16,160087,1,9
16,160088,1,0
16,160089,1,0
16,160090,1,0
16,160091,1,4
16,160092,1,0
16,160092,2,0
16,160093,1,0
16,160094,1,0
16,160094,2,0
16,160094,3,0
16,160095,1,0
16,160096,1,0
16,160097,1,0
16,160097,2,0
16,160098,1,0
16,160098,2,0
16,160099,1,99
16,160100,1,0
16,160101,1,1
16,160101,2,0
16,160102,1,0
16,160103,1,99
16,160104,1,1
16,160105,1,1
16,160106,1,0
16,160106,2,0
16,160106,3,0
16,160107,1,0
16,160107,2,0
16,160108,1,0
16,160109,1,0
16,160109,2,0
16,160110,1,0
16,160110,2,0
16,160111,1,0
16,160112,1,0
16,160113,1,0
16,160114,1,0
16,160115,1,0
16,160115,2,0
16,160116,1,4
16,160116,2,0
16,160117,1,0
16,160117,2,0
16,160118,1,0
16,160119,1,0
16,160120,1,0
16,160121,1,0
16,160122,1,1
16,160123,1,0
16,160124,1,0
16,160124,2,0
16,160125,1,0
16,160126,1,0
16,160127,1,0
16,160128,1,0
16,160128,2,0
16,160129,1,0
16,160130,1,0
16,160131,1,0
16,160132,1,99
16,160133,1,0
16,160133,2,0
16,160134,1,99
16,160134,2,0
16,160135,1,0
16,160136,1,0
16,160136,2,0
16,160137,1,0
16,160138,1,1
16,160138,1,11
16,160138,2,0
16,160139,1,0
16,160139,2,0
16,160140,1,0
16,160141,1,0
16,160141,2,0
16,160142,1,0
16,160142,2,0
16,160143,1,0
16,160144,1,0
16,160145,1,0
16,160146,1,0
16,160146,2,0
16,160147,1,0
16,160148,1,0
16,160149,1,0
16,160149,2,83
16,160150,1,99
16,160151,1,99
16,160151,2,0
16,160152,1,0
16,160153,1,0
16,160154,1,0
16,160155,1,0
16,160156,1,4
16,160156,2,0
16,160157,1,0
16,160157,2,0
16,160158,1,99
16,160159,1,0
16,160159,2,99
16,160160,1,0
16,160161,1,0
16,160161,2,0
16,160162,1,1
16,160162,2,0
16,160162,3,71
16,160163,1,0
16,160163,2,0
16,160164,1,0
16,160165,1,0
16,160166,1,37
16,160166,2,0
16,160167,1,0
16,160167,2,0
16,160168,1,0
16,160169,1,0
16,160170,1,1
16,160170,2,0
16,160171,1,0
16,160172,1,0
16,160172,2,0
16,160172,3,0
16,160173,1,23
16,160174,1,1
16,160174,1,11
16,160175,1,0
16,160176,1,0
16,160176,2,0
16,160177,1,4
16,160177,2,95
16,160177,3,99
16,160178,1,4
16,160179,1,0
16,160179,2,0
16,160180,1,99
16,160182,1,0
16,160183,1,0
16,160183,2,0
16,160184,1,99
16,160184,2,0
16,160185,1,0
16,160186,1,0
16,160186,2,0
17,170001,1,0
17,170001,2,0
17,170002,1,0
17,170002,2,0
17,170003,1,0
17,170004,1,0
17,170005,1,0
17,170005,2,0
17,170005,3,0
17,170005,4,0
17,170006,1,0
17,170006,2,0
17,170007,1,23
17,170007,1,83
17,170007,2,95
17,170008,1,0
17,170008,2,0
17,170009,1,69
17,170009,1,71
17,170009,1,83
17,170009,2,0
17,170010,1,0
17,170010,2,0
17,170011,1,0
17,170012,1,0
17,170013,1,0
17,170014,1,0
17,170014,2,83
17,170015,1,0
17,170015,2,0
17,170016,1,0
17,170017,1,0
17,170018,1,11
17,170018,1,15
17,170018,2,0
17,170019,1,0
17,170020,1,0
17,170021,1,19
17,170022,1,0
17,170022,2,0
17,170023,1,49
17,170023,1,72
17,170023,2,0
17,170024,1,11
17,170024,1,69
17,170024,2,0
17,170025,1,0
17,170026,1,0
17,170027,1,11
17,170027,1,61
17,170027,2,0
17,170029,1,72
17,170030,1,0
17,170030,2,0
17,170031,1,61
17,170031,2,0
17,170032,1,0
17,170033,1,0
17,170033,2,0
17,170034,1,0
17,170034,2,0
17,170035,1,76
17,170035,1,7
17,170035,1,8
17,170035,1,46
17,170036,1,0
17,170037,1,0
17,170038,1,0
17,170039,1,0
17,170039,2,0
17,170041,1,0
17,170043,1,0
17,170043,2,0
17,170044,1,11
17,170044,1,61
17,170044,2,0
17,170045,1,0
17,170046,1,61
17,170046,2,95
17,170047,1,0
17,170047,2,0
17,170048,1,0
17,170049,1,0
17,170050,1,0
17,170051,1,0
17,170053,1,0
17,170053,2,0
17,170054,1,72
17,170055,1,37
17,170055,2,0
17,170056,1,0
17,170056,2,0
17,170057,1,0
17,170058,1,23
17,170058,2,0
17,170059,1,0
17,170060,1,0
17,170060,2,0
17,170060,3,0
17,170060,4,0
17,170061,1,69
17,170061,2,29
17,170062,1,0
17,170062,2,0
17,170063,1,69
17,170063,1,76
17,170063,2,0
17,170063,3,76
17,170064,1,83
17,170065,1,0
17,170065,2,0
17,170066,1,0
17,170066,2,0
17,170067,1,81
17,170067,2,0
17,170068,1,0
17,170069,1,0
17,170070,1,0
17,170070,2,0
17,170070,3,0
17,170071,1,0
17,170072,1,0
17,170073,1,0
17,170075,1,0
17,170075,2,0
17,170075,3,0
17,170075,4,0
17,170076,1,0
17,170076,2,0
17,170077,1,0
17,170078,1,0
17,170079,1,0
17,170079,2,0
17,170079,3,0
17,170079,4,0
17,170080,1,0
17,170081,1,0
17,170081,2,0
17,170082,1,76
17,170082,1,19
17,170082,1,46
17,170082,1,71
17,170082,1,11
17,170082,2,0
17,170083,1,83
17,170084,1,0
17,170084,2,72
17,170084,2,76
17,170085,1,0
17,170085,2,0
17,170086,1,0
17,170087,1,0
17,170088,1,0
17,170089,1,0
17,170089,2,0
17,170090,1,0
17,170091,1,72
17,170092,1,0
17,170093,1,0
17,170094,1,0
17,170094,2,0
17,170095,1,1
17,170095,1,11
17,170095,2,95
17,170096,1,39
17,170096,2,0
17,170097,1,37
17,170097,2,0
17,170098,1,0
17,170099,1,76
17,170099,1,19
17,170099,1,22
17,170100,1,0
17,170101,1,0
17,170102,1,11
17,170102,1,39
17,170102,2,0
17,170103,1,7
17,170103,1,1
17,170104,1,4
17,170104,1,46
17,170105,1,0
17,170105,2,0
17,170106,1,0
17,170108,1,76
17,170108,1,11
17,170108,1,69
17,170109,1,22
17,170109,1,62
17,170109,2,95
17,170110,1,0
17,170111,1,0
17,170111,2,0
17,170112,1,0
17,170112,2,0
17,170113,1,7
17,170114,1,46
17,170114,2,0
17,170115,1,11
17,170115,1,71
17,170117,1,0
17,170118,1,0
17,170118,2,0
17,170119,1,0
17,170119,2,0
17,170120,1,11
17,170120,1,1
17,170121,1,0
17,170122,1,1
17,170122,1,7
17,170122,2,0
17,170123,1,0
17,170123,2,0
17,170124,1,0
17,170126,1,0
17,170127,1,0
17,170127,2,0
17,170127,3,0
17,170128,1,0
17,170128,2,0
17,170128,3,0
17,170129,1,0
17,170130,1,0
17,170130,2,0
17,170131,1,0
17,170132,1,49
17,170132,2,0
17,170133,1,0
17,170134,1,62
17,170135,1,0
17,170136,1,0
17,170137,1,0
17,170137,2,0
17,170138,1,0
17,170138,2,0
17,170139,1,0
17,170140,1,0
17,170142,1,23
17,170143,1,62
17,170144,1,0
17,170145,1,0
17,170146,1,0
17,170147,1,0
17,170148,1,23
17,170148,1,11
17,170148,2,46
17,170149,1,0
17,170149,2,0
17,170150,1,11
17,170151,1,0
17,170152,1,0
17,170152,2,0
17,170153,1,0
17,170154,1,11
17,170154,1,23
17,170154,2,0
17,170155,1,0
17,170156,1,0
17,170157,1,0
17,170158,1,0
17,170158,2,0
17,170159,1,0
17,170160,1,46
17,170160,1,49
17,170160,2,0
17,170161,1,46
17,170161,2,0
17,170162,1,0
17,170162,2,0
17,170163,1,0
17,170164,1,0
17,170165,1,0
17,170167,1,0
17,170168,1,0
17,170170,1,0
17,170170,2,0
17,170171,1,0
17,170171,2,0
17,170172,1,0
17,170172,2,0
17,170173,1,0
17,170173,2,0
17,170174,1,0
17,170174,2,0
17,170175,1,0
17,170176,1,0
17,170177,1,7
17,170178,1,0
17,170178,2,0
17,170179,1,76
17,170179,1,11
17,170179,1,72
17,170180,1,0
17,170180,2,0
17,170181,1,11
17,170181,1,83
17,170181,2,0
17,170182,1,0
17,170182,2,0
17,170183,1,0
17,170183,2,0
17,170184,1,0
17,170185,1,89
17,170185,1,11
17,170185,1,62
17,170185,1,83
17,170186,1,0
17,170186,2,0
17,170187,1,0
17,170187,2,0
17,170188,1,0
17,170189,1,0
17,170189,2,0
17,170189,3,0
17,170190,1,0
17,170191,1,11
17,170191,2,0
17,170192,1,0
17,170193,1,0
17,170193,2,0
17,170194,1,69
17,170194,1,98
17,170195,1,0
17,170197,1,0
17,170198,1,0
17,170200,1,0
17,170200,2,0
17,170201,1,0
17,170201,2,0
17,170201,3,0
17,170202,1,0
17,170202,2,0
17,170203,1,0
17,170204,1,0
17,170204,2,0
17,170204,3,95
17,170205,1,0
17,170206,1,23
17,170207,1,2
17,170207,1,46
17,170208,1,0
17,170209,1,46
17,170209,2,0
17,170210,1,0
17,170211,1,0
17,170212,1,46
17,170212,2,0
17,170213,1,11
17,170213,2,0
17,170213,3,95
17,170213,4,95
17,170213,5,95
17,170214,1,0
17,170215,1,46
17,170215,2,0
17,170216,1,0
17,170217,1,9
17,170217,1,31
17,170217,1,93
17,170218,1,23
17,170218,1,46
17,170218,2,23
17,170218,2,83
17,170219,1,0
17,170219,2,0
17,170219,3,0
17,170220,1,0
17,170221,1,0
17,170222,1,0
17,170223,1,0
17,170223,2,0
17,170224,1,0
17,170224,2,0
17,170224,3,0
17,170225,1,0
17,170227,1,0
17,170227,2,0
17,170228,1,11
17,170228,1,22
17,170228,2,0
17,170228,3,0
17,170228,4,0
17,170228,5,0
17,170228,6,0
17,170229,1,23
17,170229,2,0
17,170229,3,0
17,170230,1,0
17,170231,1,0
17,170233,1,0
17,170233,2,0
17,170233,3,0
17,170234,1,0
17,170234,2,39
17,170234,2,76
17,170234,2,23
17,170235,1,11
17,170235,1,69
17,170235,2,0
17,170236,1,0
17,170237,1,0
17,170238,1,0
17,170239,1,62
17,170239,2,0
17,170239,3,0
17,170241,1,0
17,170242,1,0
17,170243,1,0
17,170244,1,0
17,170245,1,0
17,170246,1,76
17,170246,1,83
17,170246,1,15
17,170246,1,23
17,170246,1,37
17,170246,2,0
17,170248,1,0
17,170249,1,0
17,170249,2,0
17,170250,1,0
17,170250,2,0
17,170250,3,0
17,170250,4,0
17,170251,1,0
17,170252,1,46
17,170252,1,72
17,170252,1,76
17,170252,2,0
17,170253,1,0
17,170254,1,46
17,170254,2,0
17,170255,1,37
17,170255,2,0
17,170256,1,0
17,170256,2,0
17,170257,1,0
17,170258,1,0
17,170259,1,0
17,170260,1,0
17,170261,1,0
17,170262,1,0
17,170262,2,0
17,170263,1,11
17,170263,1,22
17,170264,1,3
17,170264,1,23
17,170264,2,0
17,170264,3,0
17,170264,4,0
17,170264,5,0
17,170264,6,0
17,170264,7,0
17,170264,8,0
17,170264,9,0
17,170265,1,0
17,170266,1,0
17,170267,1,0
17,170267,2,0
17,170268,1,0
17,170268,2,0
17,170269,1,0
17,170269,2,0
17,170270,1,0
17,170270,2,0
17,170271,1,0
17,170272,1,0
17,170273,1,0
17,170274,1,0
17,170275,1,0
17,170276,1,23
17,170276,1,71
17,170276,1,7
17,170276,1,8
17,170276,1,11
17,170277,1,7
17,170277,1,8
17,170278,1,11
17,170278,2,0
17,170278,3,0
17,170279,1,69
17,170279,1,76
17,170280,1,0
17,170281,1,39
17,170281,1,76
17,170281,2,0
17,170281,3,0
17,170281,4,0
17,170282,1,0
17,170283,1,0
17,170283,2,95
17,170284,1,0
17,170284,2,0
17,170284,3,0
17,170285,1,0
17,170286,1,0
17,170287,1,71
17,170287,1,76
17,170287,1,11
17,170287,2,95
17,170287,3,95
17,170287,4,95
17,170288,1,0
17,170289,1,0
17,170289,2,0
17,170290,1,0
17,170291,1,0
17,170292,1,95
17,170293,1,0
17,170293,2,0
17,170294,1,0
17,170294,2,0
17,170296,1,0
17,170297,1,0
17,170297,2,0
17,170298,1,0
17,170298,2,0
17,170299,1,76
17,170299,1,46
17,170299,2,83
17,170300,1,29
17,170300,1,76
17,170301,1,0
17,170302,1,0
17,170303,1,0
17,170303,2,0
17,170304,1,0
17,170304,2,0
17,170305,1,0
17,170306,1,0
17,170307,1,0
17,170308,1,11
17,170309,1,0
17,170309,2,11
17,170309,2,23
17,170310,1,23
17,170310,2,0
17,170311,1,11
17,170311,1,93
17,170312,1,0
17,170313,1,0
17,170314,1,0
17,170315,1,0
17,170316,1,0
17,170317,1,0
17,170318,1,0
17,170319,1,0
17,170319,2,0
17,170320,1,0
17,170320,2,0
17,170321,1,23
17,170321,2,0
17,170321,3,95
17,170321,4,95
17,170321,5,95
17,170322,1,0
17,170323,1,7
17,170323,1,71
17,170323,1,89
17,170323,1,3
17,170324,1,0
17,170326,1,0
17,170326,2,62
17,170326,2,76
17,170326,2,11
17,170327,1,0
17,170329,1,0
17,170330,1,0
17,170330,2,0
17,170331,1,0
17,170331,2,0
17,170332,1,23
17,170334,1,0
17,170335,1,0
17,170336,1,0
17,170337,1,46
17,170337,2,0
17,170338,1,0
17,170339,1,7
17,170339,1,8
17,170339,1,76
17,170340,1,0
17,170341,1,0
17,170343,1,23
17,170343,1,29
17,170343,2,0
17,170344,1,0
17,170345,1,0
17,170346,1,0
17,170347,1,0
17,170348,1,46
17,170348,2,0
17,170349,1,0
17,170350,1,0
17,170351,1,0
17,170353,1,0
17,170353,2,0
17,170354,1,0
17,170355,1,23
17,170356,1,0
17,170357,1,11
17,170357,1,23
17,170357,2,0
17,170358,1,0
17,170358,2,0
17,170359,1,0
17,170359,2,0
17,170360,1,0
17,170361,1,0
17,170362,1,75
17,170362,1,76
17,170362,1,71
17,170362,2,95
17,170362,3,95
17,170363,1,0
17,170364,1,0
17,170365,1,0
17,170366,1,76
17,170366,1,11
17,170366,1,23
17,170366,1,62
17,170367,1,0
17,170367,2,0
17,170368,1,0
17,170368,2,0
17,170369,1,0
17,170369,2,0
17,170371,1,0
17,170371,2,0
17,170372,1,0
17,170374,1,0
17,170375,1,0
17,170375,2,0
17,170376,1,0
17,170376,2,0
17,170377,1,0
17,170378,1,0
17,170378,2,72
17,170379,1,0
17,170380,1,0
17,170381,1,0
17,170382,1,0
17,170383,1,39
17,170383,2,0
17,170384,1,0
17,170384,2,0
17,170385,1,0
17,170386,1,0
17,170387,1,0
17,170387,2,0
17,170388,1,0
17,170389,1,0
17,170390,1,0
17,170390,2,0
17,170391,1,0
17,170394,1,61
17,170394,2,0
17,170394,3,0
17,170395,1,0
17,170396,1,0
17,170396,2,0
17,170396,3,0
17,170397,1,0
17,170398,1,0
17,170398,2,0
17,170399,1,0
17,170400,1,0
17,170401,1,0
17,170401,2,0
17,170402,1,0
17,170403,1,0
17,170404,1,0
17,170405,1,0
17,170405,2,0
17,170405,3,23
17,170405,3,58
17,170405,4,0
17,170405,5,0
17,170405,6,0
17,170405,7,0
17,170406,1,0
17,170407,1,0
17,170407,2,0
17,170408,1,11
17,170409,1,0
17,170410,1,0
17,170410,2,0
17,170411,1,59
17,170411,2,0
17,170411,3,0
17,170412,1,0
17,170413,1,0
17,170414,1,0
17,170414,2,0
17,170415,1,0
17,170415,2,0
17,170416,1,0
17,170417,1,72
17,170417,1,31
17,170417,2,0
17,170418,1,0
17,170419,1,0
17,170420,1,0
17,170420,2,0
17,170421,1,62
17,170421,1,71
17,170421,1,72
17,170421,2,0
17,170422,1,0
17,170422,2,0
17,170422,3,0
17,170423,1,0
17,170424,1,0
17,170425,1,0
17,170426,1,0
17,170427,1,0
17,170427,2,0
17,170428,1,0
17,170428,2,0
17,170429,1,37
17,170429,2,0
17,170430,1,0
17,170431,1,0
17,170432,1,0
17,170433,1,0
17,170434,1,0
17,170435,1,0
17,170436,1,0
17,170437,1,69
17,170437,2,0
17,170438,1,0
17,170439,1,0
17,170440,1,0
17,170441,1,62
17,170442,1,0
17,170443,1,23
17,170443,2,0
17,170443,3,0
17,170444,1,0
17,170444,2,0
17,170444,3,0
17,170444,4,0
17,170446,1,0
17,170447,1,0
17,170447,2,95
17,170448,1,0
17,170448,2,0
17,170448,3,0
17,170449,1,99
17,170449,2,0
17,170450,1,72
17,170450,1,62
17,170450,2,73
17,170451,1,0
17,170452,1,0
17,170452,2,0
17,170453,1,95
17,170453,2,0
17,170453,3,95
17,170454,1,0
17,170454,2,0
17,170455,1,0
17,170456,1,0
17,170456,2,0
17,170457,1,0
17,170458,1,0
17,170459,1,11
17,170460,1,0
17,170461,1,0
17,170461,2,62
17,170461,2,76
17,170461,2,81
17,170461,2,4
17,170461,2,11
17,170462,1,0
17,170463,1,0
17,170463,2,0
17,170463,3,0
