STATE,ST_CASE,VEH_NO,PER_NO,MSAFEQMT
12,120069,0,1,1
12,120071,0,1,1
12,120074,0,1,1
12,120077,0,1,1
12,120085,0,1,1
12,120094,0,1,1
12,120095,0,1,1
12,120100,0,1,1
12,120106,0,1,1
12,120109,0,1,3
12,120110,0,1,1
12,120123,0,1,1
12,120128,0,1,1
12,120138,0,1,1
12,120141,0,1,1
12,120143,0,1,1
12,120144,0,1,1
12,120151,0,1,1
12,120154,0,1,1
12,120156,0,1,1
12,120159,0,1,1
12,120162,0,1,1
12,120167,0,1,1
12,120172,0,1,1
12,120173,0,1,1
12,120175,0,1,1
12,120176,0,1,1
12,120179,0,1,1
12,120183,0,1,1
12,120185,0,1,1
12,120189,0,1,1
12,120193,0,1,1
12,120194,0,1,1
12,120197,0,1,1
12,120198,0,1,1
12,120203,0,1,1
12,120204,0,1,1
12,120214,0,1,1
12,120215,0,1,1
12,120216,0,1,1
12,120218,0,1,1
12,120221,0,1,1
12,120223,0,1,1
12,120229,0,1,1
12,120231,0,1,1
12,120233,0,1,1
12,120237,0,1,1
12,120237,0,2,1
12,120238,0,1,1
12,120239,0,1,1
12,120248,0,1,1
12,120255,0,1,1
12,120258,0,1,1
12,120261,0,1,1
12,120266,0,1,1
12,120269,0,1,1
12,120278,0,1,1
12,120284,0,1,1
12,120285,0,1,1
12,120288,0,1,1
12,120300,0,1,1
12,120306,0,1,1
12,120308,0,1,1
12,120315,0,1,1
12,120322,0,1,1
12,120328,0,1,1
12,120329,0,1,1
12,120333,0,1,1
12,120335,0,1,1
12,120341,0,1,1
12,120347,0,1,1
12,120356,0,1,1
12,120362,0,1,1
12,120365,0,1,1
12,120370,0,1,1
12,120376,0,1,1
12,120377,0,1,1
12,120378,0,1,1
12,120380,0,1,1
12,120382,0,1,1
12,120387,0,1,1
12,120390,0,1,1
12,120391,0,1,1
12,120393,0,1,1
12,120406,0,1,1
12,120418,0,1,1
12,120418,0,2,1
12,120423,0,1,2
12,120426,0,1,1
12,120429,0,1,1
12,120431,0,1,1
12,120434,0,1,1
12,120437,0,1,1
12,120443,0,1,1
12,120447,0,1,1
12,120449,0,1,1
12,120453,0,1,1
12,120456,0,1,1
12,120457,0,1,1
12,120459,0,1,1
12,120461,0,1,1
12,120467,0,1,1
12,120468,0,1,1
12,120470,0,1,1
12,120472,0,1,1
12,120481,0,1,1
12,120506,0,1,1
12,120509,0,1,1
12,120513,0,1,1
12,120514,0,1,1
12,120514,0,2,1
12,120515,0,1,1
12,120516,0,1,1
12,120517,0,1,1
12,120517,0,2,1
12,120523,0,1,1
12,120527,0,1,1
12,120533,0,1,1
12,120535,0,1,1
12,120546,0,1,1
12,120556,0,1,1
12,120562,0,1,1
12,120563,0,1,1
12,120564,0,1,1
12,120565,0,1,1
12,120566,0,1,1
12,120570,0,1,1
12,120573,0,1,1
12,120577,0,1,1
12,120578,0,1,1
12,120580,0,1,1
12,120596,0,1,1
12,120598,0,1,1
12,120599,0,1,1
12,120606,0,1,1
12,120618,0,1,1
12,120619,0,1,1
12,120625,0,1,1
12,120648,0,1,1
12,120652,0,1,1
12,120661,0,1,1
12,120662,0,1,1
12,120665,0,1,1
12,120672,0,1,1
12,120673,0,1,1
12,120675,0,1,1
12,120678,0,1,1
12,120693,0,1,1
12,120695,0,1,1
12,120698,0,1,1
12,120700,0,1,1
12,120709,0,1,1
12,120716,0,1,1
12,120719,0,1,1
12,120722,0,1,1
12,120724,0,1,1
12,120725,0,1,1
12,120730,0,1,1
12,120732,0,1,2
12,120733,0,1,1
12,120735,0,1,1
12,120735,0,2,1
12,120738,0,1,1
12,120740,0,1,1
12,120743,0,1,1
12,120744,0,1,1
12,120745,0,1,1
12,120749,0,1,1
12,120761,0,1,1
12,120771,0,1,1
12,120775,0,1,1
12,120777,0,1,1
12,120781,0,1,1
12,120785,0,1,1
12,120785,0,2,1
12,120786,0,1,1
12,120789,0,1,1
12,120793,0,1,1
12,120799,0,1,1
12,120801,0,1,1
12,120803,0,1,1
12,120804,0,1,1
12,120809,0,1,1
12,120815,0,1,1
12,120819,0,1,1
12,120822,0,1,1
12,120832,0,1,1
12,120836,0,1,1
12,120837,0,1,1
12,120843,0,1,1
12,120848,0,1,1
12,120853,0,1,1
12,120855,0,1,1
12,120857,0,1,1
12,120861,0,1,1
12,120863,0,1,1
12,120864,0,1,1
12,120870,0,1,1
12,120876,0,1,1
12,120877,0,1,1
12,120886,0,1,1
12,120889,0,1,1
12,120891,0,1,1
12,120894,0,1,1
12,120898,0,1,1
12,120904,0,1,1
12,120906,0,1,1
12,120908,0,1,1
12,120911,0,1,1
12,120912,0,1,1
12,120913,0,1,1
12,120914,0,1,1
12,120918,0,1,1
12,120919,0,1,1
12,120919,0,2,1
12,120924,0,1,1
12,120926,0,1,1
12,120927,0,1,1
12,120929,0,1,1
12,120930,0,1,1
12,120933,0,1,1
12,120934,0,1,1
12,120947,0,1,1
12,120949,0,1,1
12,120952,0,1,1
12,120962,0,1,1
12,120967,0,1,1
12,120971,0,1,1
12,120979,0,1,1
12,120980,0,1,1
12,120983,0,1,1
12,120986,0,1,1
12,120989,0,1,1
12,120995,0,1,1
12,120999,0,1,1
12,121005,0,1,1
12,121010,0,1,1
12,121012,0,1,1
12,121024,0,1,1
12,121026,0,1,1
12,121037,0,1,1
12,121041,0,1,1
12,121054,0,1,1
12,121057,0,1,1
12,121066,0,1,1
12,121069,0,1,1
12,121075,0,1,1
12,121079,0,1,1
12,121081,0,1,1
12,121085,0,1,1
12,121093,0,1,1
12,121096,0,1,1
12,121100,0,1,1
12,121113,0,1,1
12,121114,0,1,1
12,121116,0,1,1
12,121117,0,1,1
12,121120,0,1,1
12,121121,0,1,1
12,121126,0,1,1
12,121129,0,1,1
12,121131,0,1,1
12,121132,0,1,1
12,121135,0,1,1
12,121137,0,1,1
12,121138,0,1,1
12,121140,0,1,1
12,121146,0,1,1
12,121158,0,1,1
12,121161,0,1,1
12,121167,0,1,1
12,121173,0,1,1
12,121174,0,1,1
12,121180,0,1,1
12,121182,0,1,1
12,121185,0,1,1
12,121186,0,1,1
12,121191,0,1,1
12,121194,0,1,1
12,121204,0,1,1
12,121217,0,1,1
12,121218,0,1,1
12,121221,0,1,1
12,121222,0,1,1
12,121226,0,1,1
12,121227,0,1,1
12,121230,0,1,1
12,121235,0,1,1
12,121240,0,1,1
12,121245,0,1,1
12,121252,0,1,1
12,121253,0,1,1
12,121254,0,1,1
12,121256,0,1,1
12,121263,0,1,1
12,121282,0,1,1
12,121286,0,1,1
12,121289,0,1,1
12,121294,0,1,1
12,121316,0,1,1
12,121320,0,1,1
12,121322,0,1,1
12,121323,0,1,1
12,121325,0,1,1
12,121334,0,1,1
12,121339,0,1,1
12,121340,0,1,1
12,121343,0,1,1
12,121345,0,1,1
12,121351,0,1,1
12,121351,0,2,1
12,121352,0,1,1
12,121357,0,1,1
12,121358,0,1,1
12,121361,0,1,1
12,121363,0,1,1
12,121375,0,1,1
12,121376,0,1,1
12,121379,0,1,1
12,121382,0,1,1
12,121386,0,1,1
12,121392,0,1,1
12,121397,0,1,1
12,121398,0,1,1
12,121401,0,1,1
12,121402,0,1,1
12,121403,0,1,1
12,121408,0,1,1
12,121419,0,1,1
12,121422,0,1,1
12,121426,0,1,1
12,121427,0,1,1
12,121429,0,1,1
12,121432,0,1,1
12,121457,0,1,1
12,121462,0,1,1
12,121476,0,1,1
12,121480,0,1,1
12,121480,0,2,1
12,121485,0,1,1
12,121490,0,1,1
12,121492,0,1,1
12,121494,0,1,1
12,121495,0,1,3
12,121496,0,1,1
12,121501,0,1,1
12,121509,0,1,1
12,121522,0,1,1
12,121525,0,1,1
12,121526,0,1,1
12,121527,0,1,1
12,121549,0,1,1
12,121552,0,1,1
12,121555,0,1,1
12,121559,0,1,1
12,121561,0,1,1
12,121568,0,1,1
12,121570,0,1,1
12,121574,0,1,1
12,121575,0,1,1
12,121578,0,1,1
12,121589,0,1,1
12,121590,0,1,2
12,121593,0,1,1
12,121597,0,1,1
12,121601,0,1,1
12,121606,0,1,1
12,121607,0,1,1
12,121610,0,1,1
12,121613,0,1,1
12,121613,0,2,1
12,121614,0,1,1
12,121615,0,1,1
12,121616,0,1,1
12,121617,0,1,1
12,121620,0,1,1
12,121621,0,1,1
12,121628,0,1,1
12,121630,0,1,1
12,121633,0,1,1
12,121635,0,1,1
12,121636,0,1,1
12,121639,0,1,1
12,121642,0,1,1
12,121644,0,1,1
12,121646,0,1,1
12,121648,0,1,1
12,121652,0,1,8
12,121653,0,1,8
12,121658,0,1,1
12,121660,0,1,2
12,121660,0,1,7
12,121668,0,1,1
12,121678,0,1,1
12,121680,0,1,1
12,121683,0,1,1
12,121689,0,1,1
12,121689,0,2,1
12,121697,0,1,1
12,121706,0,1,1
12,121710,0,1,1
12,121713,0,1,1
12,121715,0,1,1
12,121716,0,1,1
12,121720,0,1,1
12,121727,0,1,1
12,121735,0,1,8
12,121736,0,1,1
12,121737,0,1,1
12,121741,0,1,1
12,121750,0,1,1
12,121753,0,1,1
12,121761,0,1,1
12,121764,0,1,1
12,121766,0,1,1
12,121773,0,1,1
12,121780,0,1,1
12,121787,0,1,1
12,121797,0,1,1
12,121799,0,1,1
12,121800,0,1,1
12,121801,0,1,1
12,121802,0,1,1
12,121814,0,1,1
12,121815,0,1,1
12,121820,0,1,1
12,121821,0,1,1
12,121823,0,1,1
12,121825,0,1,1
12,121826,0,1,1
12,121828,0,1,1
12,121833,0,1,1
12,121834,0,1,1
12,121835,0,1,1
12,121837,0,1,1
12,121846,0,1,1
12,121848,0,1,1
12,121850,0,1,1
12,121854,0,1,1
12,121863,0,1,1
12,121863,0,2,1
12,121863,0,3,1
12,121863,0,4,1
12,121865,0,1,1
12,121868,0,1,1
12,121871,0,1,1
12,121877,0,1,1
12,121883,0,1,1
12,121885,0,1,1
12,121887,0,1,1
12,121889,0,1,1
12,121890,0,1,1
12,121894,0,1,1
12,121895,0,1,1
12,121896,0,1,1
12,121899,0,1,1
12,121912,0,1,1
12,121917,0,1,1
12,121920,0,1,1
12,121920,0,2,1
12,121921,0,1,1
12,121921,0,2,1
12,121923,0,1,1
12,121927,0,1,1
12,121929,0,1,1
12,121930,0,1,1
12,121934,0,1,1
12,121939,0,1,1
12,121943,0,1,1
12,121944,0,1,1
12,121945,0,1,1
12,121945,0,2,1
12,121945,0,3,1
12,121945,0,4,1
12,121945,0,5,1
12,121949,0,1,1
12,121949,0,2,1
12,121952,0,1,1
12,121953,0,1,1
12,121961,0,1,1
12,121963,0,1,1
12,121966,0,1,1
12,121968,0,1,1
12,121971,0,1,1
12,121977,0,1,1
12,121978,0,1,1
12,121980,0,1,1
12,121983,0,1,1
12,121984,0,1,1
12,121986,0,1,1
12,121987,0,1,1
12,121990,0,1,1
12,121992,0,1,1
12,121995,0,1,1
12,122005,0,1,1
12,122008,0,1,1
12,122019,0,1,3
12,122019,0,1,5
12,122021,0,1,1
12,122026,0,1,1
12,122030,0,1,2
12,122032,0,1,1
12,122052,0,1,1
12,122057,0,1,1
12,122057,0,2,1
12,122057,0,3,1
12,122063,0,1,1
12,122071,0,1,1
12,122073,0,1,1
12,122074,0,1,1
12,122082,0,1,1
12,122083,0,1,1
12,122095,0,1,1
12,122099,0,1,1
12,122101,0,1,1
12,122104,0,1,1
12,122108,0,1,1
12,122111,0,1,1
12,122112,0,1,1
12,122119,0,1,1
12,122120,0,1,1
12,122121,0,1,7
12,122122,0,1,1
12,122125,0,1,1
12,122128,0,1,1
12,122134,0,1,1
12,122136,0,1,1
12,122137,0,1,1
12,122139,0,1,1
12,122139,0,2,1
12,122140,0,1,1
12,122141,0,1,1
12,122143,0,1,1
12,122145,0,1,1
12,122151,0,1,1
12,122154,0,1,1
12,122155,0,1,1
12,122160,0,1,1
12,122165,0,1,1
12,122169,0,1,1
12,122173,0,1,1
12,122178,0,1,1
12,122179,0,1,1
12,122180,0,1,1
12,122183,0,1,1
12,122190,0,1,1
12,122191,0,1,1
12,122192,0,1,1
12,122194,0,1,1
12,122196,0,1,1
12,122198,0,1,1
12,122203,0,1,1
12,122205,0,1,1
12,122206,0,1,1
12,122207,0,1,1
12,122210,0,1,1
12,122212,0,1,1
12,122214,0,1,1
12,122217,0,1,1
12,122218,0,1,1
12,122220,0,1,5
12,122234,0,1,1
12,122235,0,1,1
12,122242,0,1,1
12,122247,0,1,1
12,122248,0,1,1
12,122250,0,1,1
12,122250,0,2,1
12,122251,0,1,1
12,122252,0,1,1
12,122256,0,1,1
12,122259,0,1,1
12,122262,0,1,1
12,122264,0,1,1
12,122271,0,1,1
12,122275,0,1,1
12,122276,0,1,1
12,122277,0,1,1
12,122279,0,1,1
12,122279,0,2,1
12,122280,0,1,1
12,122286,0,1,1
12,122288,0,1,1
12,122290,0,1,1
12,122291,0,1,1
12,122296,0,1,1
12,122301,0,1,1
12,122302,0,1,1
12,122304,0,1,1
12,122305,0,1,1
12,122306,0,1,1
12,122308,0,1,8
12,122309,0,1,1
12,122311,0,1,1
12,122312,0,1,1
12,122320,0,1,1
12,122322,0,1,1
12,122323,0,1,1
12,122323,0,2,1
12,122324,0,1,1
12,122329,0,1,1
12,122329,0,2,1
12,122333,0,1,1
12,122338,0,1,1
12,122339,0,1,8
13,130002,0,1,1
13,130010,0,1,8
13,130013,0,1,1
13,130020,0,1,1
13,130023,0,1,9
13,130039,0,1,9
13,130041,0,1,8
13,130042,0,1,8
13,130051,0,1,1
13,130053,0,1,1
13,130053,0,2,1
13,130058,0,1,8
13,130058,0,2,8
13,130062,0,1,8
13,130064,0,1,1
13,130064,0,2,1
13,130064,0,3,1
13,130065,0,1,8
13,130066,0,1,8
13,130071,0,1,1
13,130072,0,1,8
13,130077,0,1,1
13,130081,0,1,1
13,130082,0,1,1
13,130088,0,1,1
13,130098,0,1,1
13,130099,0,1,1
13,130104,0,1,8
13,130105,0,1,8
13,130106,0,1,1
13,130119,0,1,1
13,130119,0,2,1
13,130126,0,1,9
13,130146,0,1,1
13,130148,0,1,1
13,130154,0,1,1
13,130162,0,1,1
13,130164,0,1,1
13,130165,0,1,1
13,130167,0,1,8
13,130171,0,1,1
13,130178,0,1,1
13,130184,0,1,1
13,130186,0,1,1
13,130187,0,1,1
13,130187,0,2,1
13,130187,0,3,1
13,130190,0,1,1
13,130193,0,1,1
13,130196,0,1,1
13,130200,0,1,1
13,130207,0,1,1
13,130209,0,1,1
13,130211,0,1,1
13,130235,0,1,1
13,130247,0,1,1
13,130254,0,1,1
13,130260,0,1,1
13,130266,0,1,1
13,130268,0,1,1
13,130274,0,1,1
13,130280,0,1,1
13,130280,0,2,1
13,130286,0,1,1
13,130302,0,1,1
13,130305,0,1,1
13,130305,0,2,1
13,130322,0,1,1
13,130323,0,1,8
13,130327,0,1,1
13,130330,0,1,1
13,130331,0,1,1
13,130337,0,1,1
13,130340,0,1,1
13,130342,0,1,8
13,130343,0,1,8
13,130345,0,1,8
13,130345,0,2,8
13,130376,0,1,1
13,130380,0,1,1
13,130391,0,1,8
13,130405,0,1,1
13,130408,0,1,1
13,130408,0,2,1
13,130414,0,1,1
13,130434,0,1,1
13,130437,0,1,1
13,130451,0,1,1
13,130453,0,1,1
13,130460,0,1,1
13,130461,0,1,1
13,130470,0,1,1
13,130473,0,1,1
13,130473,0,2,1
13,130485,0,1,8
13,130487,0,1,1
13,130516,0,1,1
13,130537,0,1,8
13,130540,0,1,1
13,130546,0,1,1
13,130558,0,1,8
13,130562,0,1,1
13,130566,0,1,1
13,130567,0,1,1
13,130569,0,1,2
13,130579,0,1,1
13,130590,0,1,1
13,130615,0,1,1
13,130630,0,1,9
13,130636,0,1,1
13,130641,0,1,2
13,130649,0,1,8
13,130653,0,1,1
13,130654,0,1,1
13,130658,0,1,1
13,130664,0,1,1
13,130664,0,2,1
13,130665,0,1,1
13,130673,0,1,1
13,130673,0,2,1
13,130675,0,1,1
13,130681,0,1,1
13,130688,0,1,1
13,130690,0,1,8
13,130693,0,1,1
13,130695,0,1,8
13,130706,0,1,1
13,130717,0,1,1
13,130731,0,1,1
13,130740,0,1,1
13,130741,0,1,1
13,130760,0,1,1
13,130765,0,1,1
13,130777,0,1,1
13,130799,0,1,1
13,130801,0,1,1
13,130805,0,1,1
13,130811,0,1,8
13,130812,0,1,8
13,130820,0,1,1
13,130821,0,1,1
13,130826,0,1,1
13,130830,0,1,1
13,130831,0,1,1
13,130832,0,1,1
13,130836,0,1,1
13,130836,0,2,1
13,130836,0,3,1
13,130841,0,1,1
13,130842,0,1,1
13,130860,0,1,2
13,130860,0,2,2
13,130861,0,1,1
13,130865,0,1,1
13,130876,0,1,1
13,130881,0,1,1
13,130885,0,1,1
13,130889,0,1,1
13,130894,0,1,8
13,130898,0,1,1
13,130900,0,1,8
13,130904,0,1,8
13,130905,0,1,8
13,130912,0,1,8
13,130918,0,1,1
13,130926,0,1,1
13,130930,0,1,1
13,130935,0,1,1
13,130945,0,1,1
13,130953,0,1,1
13,130959,0,1,1
13,130961,0,1,1
13,130962,0,1,1
13,130964,0,1,1
13,130965,0,1,1
13,130970,0,1,1
13,130978,0,1,1
13,130978,0,2,1
13,130981,0,1,1
13,130982,0,1,8
13,130987,0,1,2
13,130991,0,1,8
13,130996,0,1,8
13,131011,0,1,1
13,131018,0,1,1
13,131037,0,1,1
13,131049,0,1,1
13,131051,0,1,1
13,131056,0,1,1
13,131060,0,1,1
13,131060,0,2,1
13,131062,0,1,1
13,131063,0,1,1
13,131066,0,1,1
13,131074,0,1,1
13,131078,0,1,1
13,131080,0,1,1
13,131084,0,1,1
13,131090,0,1,3
13,131090,0,2,3
13,131092,0,1,8
13,131105,0,1,1
13,131112,0,1,1
13,131114,0,1,1
13,131115,0,1,1
13,131117,0,1,1
13,131137,0,1,1
13,131141,0,1,1
13,131142,0,1,1
13,131147,0,1,1
15,150003,0,1,1
15,150004,0,1,1
15,150005,0,1,1
15,150007,0,1,1
15,150008,0,1,1
15,150014,0,1,1
15,150019,0,1,1
15,150027,0,1,1
15,150030,0,1,1
15,150048,0,1,1
15,150057,0,1,1
15,150060,0,1,1
15,150064,0,1,1
15,150065,0,1,1
15,150069,0,1,1
15,150075,0,1,1
15,150076,0,1,1
15,150076,0,2,1
15,150078,0,1,1
15,150080,0,1,1
15,150084,0,1,1
15,150086,0,1,1
15,150090,0,1,1
15,150093,0,1,1
15,150094,0,1,1
15,150096,0,1,1
15,150097,0,1,1
15,150099,0,1,1
15,150100,0,1,1
15,150108,0,1,2
16,160003,0,1,1
16,160036,0,1,1
16,160070,0,1,1
16,160081,0,1,1
16,160090,0,1,1
16,160103,0,1,1
16,160105,0,1,2
16,160105,0,2,8
16,160122,0,1,1
16,160135,0,1,1
16,160150,0,1,1
16,160158,0,1,1
16,160158,0,2,1
16,160160,0,1,1
16,160177,0,1,1
16,160180,0,1,1
16,160180,0,2,1
17,170011,0,1,9
17,170021,0,1,1
17,170035,0,1,1
17,170037,0,1,1
17,170046,0,1,1
17,170048,0,1,1
17,170080,0,1,1
17,170086,0,1,8
17,170087,0,1,1
17,170090,0,1,1
17,170091,0,1,1
17,170099,0,1,1
17,170099,0,2,1
17,170103,0,1,1
17,170104,0,1,1
17,170113,0,1,2
17,170120,0,1,1
17,170120,0,2,1
17,170126,0,1,1
17,170129,0,1,1
17,170134,0,1,2
17,170134,0,2,2
17,170134,0,3,2
17,170142,0,1,1
17,170143,0,1,1
17,170143,0,2,1
17,170143,0,3,1
17,170144,0,1,1
17,170145,0,1,1
17,170146,0,1,1
17,170146,0,2,1
17,170176,0,1,1
17,170177,0,1,1
17,170177,0,2,1
17,170186,0,1,1
17,170186,0,2,1
17,170195,0,1,1
17,170207,0,1,1
17,170208,0,1,9
17,170210,0,1,1
17,170217,0,1,1
17,170228,0,1,1
17,170228,0,2,1
17,170228,0,3,1
17,170238,0,1,1
17,170244,0,1,1
17,170266,0,1,1
17,170276,0,1,1
17,170277,0,1,1
17,170278,0,1,1
17,170280,0,1,1
17,170282,0,1,1
17,170285,0,1,1
17,170287,0,1,1
17,170290,0,1,1
17,170300,0,1,1
17,170313,0,1,1
17,170318,0,1,1
17,170322,0,1,1
17,170332,0,1,1
17,170339,0,1,1
17,170341,0,1,1
17,170355,0,1,1
17,170391,0,1,8
17,170399,0,1,1
17,170400,0,1,1
17,170400,0,2,1
17,170416,0,1,1
17,170433,0,1,1
17,170438,0,1,1
17,170441,0,1,3
17,170449,0,1,8
17,170453,0,1,8
17,170459,0,1,1
17,170460,0,1,1
17,170477,0,1,8
17,170481,0,1,1
17,170488,0,1,1
17,170489,0,1,8
17,170491,0,1,1
17,170509,0,1,8
17,170519,0,1,1
17,170520,0,1,1
17,170543,0,1,9
17,170548,0,1,1
17,170549,0,1,1
17,170561,0,1,1
17,170563,0,1,1
17,170564,0,1,1
17,170572,0,1,1
17,170573,0,1,1
17,170578,0,1,8
17,170580,0,1,1
17,170590,0,1,1
17,170595,0,1,1
17,170607,0,1,1
17,170611,0,1,1
17,170614,0,1,1
17,170620,0,1,1
17,170622,0,1,1
17,170624,0,1,1
17,170626,0,1,1
17,170629,0,1,3
17,170629,0,2,8
17,170629,0,3,8
17,170636,0,1,1
17,170637,0,1,1
17,170639,0,1,1
17,170658,0,1,1
17,170665,0,1,1
17,170674,0,1,1
17,170701,0,1,1
17,170704,0,1,1
17,170709,0,1,1
17,170711,0,1,1
17,170729,0,1,1
17,170730,0,1,1
17,170731,0,1,1
17,170732,0,1,1
17,170733,0,1,1
17,170738,0,1,1
17,170748,0,1,1
17,170752,0,1,1
17,170757,0,1,1
17,170759,0,1,2
17,170762,0,1,9
17,170763,0,1,8
17,170764,0,1,1
17,170766,0,1,1
17,170769,0,1,1
17,170769,0,2,1
17,170770,0,1,8
17,170773,0,1,3
17,170774,0,1,1
17,170774,0,2,1
17,170787,0,1,9
17,170795,0,1,9
17,170795,0,2,9
17,170797,0,1,1
17,170798,0,1,1
17,170801,0,1,1
17,170801,0,2,1
17,170805,0,1,1
17,170827,0,1,1
17,170830,0,1,1
17,170832,0,1,8
17,170838,0,1,1
17,170848,0,1,1
17,170853,0,1,1
17,170858,0,1,1
17,170872,0,1,1
17,170877,0,1,1
17,170878,0,1,1
17,170886,0,1,9
17,170890,0,1,1
17,170901,0,1,1
17,170906,0,1,1
17,170907,0,1,1
18,180006,0,1,1
18,180018,0,1,1
18,180019,0,1,1
18,180023,0,1,1
18,180023,0,2,1
18,180024,0,1,1
18,180027,0,1,1
18,180028,0,1,1
18,180029,0,1,1
18,180035,0,1,1
18,180044,0,1,1
18,180045,0,1,1
18,180084,0,1,1
18,180084,0,2,1
18,180089,0,1,1
18,180103,0,1,1
18,180111,0,1,8
18,180115,0,1,1
18,180121,0,1,1
18,180128,0,1,1
18,180128,0,2,1
18,180135,0,1,1
18,180141,0,1,1
18,180147,0,1,1
18,180177,0,1,9
18,180189,0,1,9
18,180200,0,1,1
18,180200,0,2,1
18,180204,0,1,1
18,180214,0,1,1
18,180228,0,1,1
18,180236,0,1,1
18,180263,0,1,1
18,180263,0,2,1
18,180279,0,1,1
18,180296,0,1,1
18,180298,0,1,1
18,180303,0,1,1
18,180306,0,1,1
18,180310,0,1,1
18,180322,0,1,1
18,180362,0,1,1
18,180369,0,1,1
18,180371,0,1,1
18,180400,0,1,9
18,180413,0,1,1
18,180416,0,1,1
18,180421,0,1,9
18,180438,0,1,1
18,180452,0,1,1
18,180461,0,1,1
18,180462,0,1,1
18,180481,0,1,8
18,180496,0,1,1
18,180498,0,1,1
18,180512,0,1,1
18,180515,0,1,1
18,180519,0,1,2
18,180519,0,1,3
18,180519,0,1,5
18,180521,0,1,1
18,180544,0,1,1
18,180546,0,1,1
18,180561,0,1,1
18,180571,0,1,1
18,180571,0,2,1
18,180596,0,1,1
18,180610,0,1,1
18,180616,0,1,1
18,180618,0,1,1
18,180625,0,1,1
18,180626,0,1,1
18,180628,0,1,1
18,180628,0,2,1
18,180631,0,1,1
18,180643,0,1,1
18,180652,0,1,8
18,180653,0,1,8
18,180653,0,2,8
18,180655,0,1,8
18,180672,0,1,8
18,180680,0,1,8
18,180688,0,1,8
18,180688,0,2,8
18,180689,0,1,8
18,180690,0,1,8
18,180690,0,2,8
18,180696,0,1,1
18,180696,0,2,1
18,180696,0,3,1
18,180696,0,4,1
18,180709,0,1,1
19,190042,0,1,1
19,190042,0,2,1
19,190048,0,1,1
19,190085,0,1,1
19,190091,0,1,1
19,190102,0,1,1
19,190126,0,1,1
19,190135,0,1,1
19,190138,0,1,1
19,190149,0,1,2
19,190181,0,1,2
19,190182,0,1,1
19,190198,0,1,9
19,190208,0,1,1
19,190217,0,1,1
19,190219,0,1,9
19,190237,0,1,1
19,190247,0,1,1
19,190262,0,1,1
19,190273,0,1,1
19,190274,0,1,1
19,190275,0,1,1
19,190283,0,1,1
19,190291,0,1,1
19,190337,0,1,1
19,190343,0,1,1
19,190344,0,1,1
19,190350,0,1,1
20,200015,0,1,1
20,200068,0,1,1
20,200073,0,1,1
20,200102,0,1,1
20,200105,0,1,1
20,200105,0,2,1
20,200131,0,1,1
20,200163,0,1,8
20,200181,0,1,1
20,200258,0,1,2
20,200258,0,1,4
20,200265,0,1,8
20,200278,0,1,1
20,200284,0,1,1
20,200284,0,2,1
20,200284,0,3,1
20,200284,0,4,1
20,200334,0,1,8
20,200339,0,1,1
20,200339,0,2,1
20,200356,0,1,8
20,200370,0,1,1
20,200382,0,1,9
20,200387,0,1,9
21,210015,0,1,1
21,210016,0,1,1
21,210028,0,1,1
21,210031,0,1,1
21,210031,0,2,1
21,210031,0,3,1
21,210031,0,4,1
21,210035,0,1,1
21,210046,0,1,1
21,210056,0,1,1
21,210074,0,1,8
21,210076,0,1,1
21,210106,0,1,1
21,210126,0,1,1
21,210128,0,1,1
21,210128,0,2,1
21,210136,0,1,1
21,210145,0,1,1
21,210160,0,1,8
21,210164,0,1,1
21,210167,0,1,1
21,210175,0,1,1
21,210181,0,1,9
21,210187,0,1,1
21,210189,0,1,1
21,210193,0,1,1
21,210212,0,1,1
21,210218,0,1,1
21,210249,0,1,1
21,210254,0,1,1
21,210264,0,1,8
21,210300,0,1,1
21,210326,0,1,1
21,210329,0,1,1
21,210334,0,1,1
21,210337,0,1,1
21,210351,0,1,1
21,210351,0,2,1
21,210361,0,1,1
21,210391,0,1,1
21,210405,0,1,1
21,210415,0,1,1
21,210425,0,1,1
21,210426,0,1,1
21,210427,0,1,1
21,210428,0,1,1
21,210431,0,1,1
21,210437,0,1,1
21,210489,0,1,1
21,210492,0,1,1
21,210501,0,1,8
21,210509,0,1,8
21,210532,0,1,1
21,210540,0,1,1
21,210541,0,1,1
21,210542,0,1,1
21,210563,0,1,1
21,210564,0,1,1
21,210604,0,1,1
21,210605,0,1,1
21,210611,0,1,1
21,210615,0,1,1
21,210615,0,2,1
21,210637,0,1,1
21,210645,0,1,1
21,210654,0,1,1
21,210658,0,1,1
21,210659,0,1,1
21,210660,0,1,1
21,210673,0,1,1
21,210679,0,1,1
22,220001,0,1,1
22,220005,0,1,8
22,220011,0,1,1
22,220020,0,1,1
22,220021,0,1,1
22,220024,0,1,1
22,220025,0,1,1
22,220032,0,1,1
22,220035,0,1,1
22,220036,0,1,1
22,220037,0,1,1
22,220041,0,1,1
22,220047,0,1,1
22,220050,0,1,1
22,220057,0,1,1
22,220067,0,1,1
22,220115,0,1,1
22,220119,0,1,1
22,220122,0,1,1
22,220131,0,1,1
22,220133,0,1,1
22,220136,0,1,8
22,220156,0,1,1
22,220158,0,1,1
22,220175,0,1,1
22,220179,0,1,1
22,220183,0,1,1
22,220212,0,1,1
22,220212,0,2,1
22,220213,0,1,1
22,220220,0,1,9
22,220242,0,1,8
22,220242,0,2,8
22,220259,0,1,8
