YEAR,ST_CASE,VEH_NO,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2011,10001,1,1,2,7,1,1,1,2,4,2,3,1990,2,2
2011,10002,1,1,2,2,2,1,1,2,4,2,3,1997,2,2
2011,10003,1,3,2,2,2,1,1,2,4,1,3,1999,2,2
2011,10003,2,3,2,2,2,2,2,2,4,2,3,1991,2,2
2011,10005,1,1,2,2,2,2,2,2,4,2,3,2005,2,2
2011,10006,1,3,2,7,1,1,1,2,4,2,3,2000,2,1
2011,10007,1,1,2,2,2,1,1,2,4,2,3,1997,2,2
2011,10007,2,6,5,5,2,1,1,1,4,2,3,2002,2,2
2011,10008,1,1,4,7,1,2,2,2,4,2,3,1998,2,2
2011,10009,1,3,2,2,2,1,1,2,4,2,3,2004,2,2
2011,10010,1,2,2,2,2,1,1,2,4,1,3,1993,2,2
2011,10011,1,1,4,4,2,2,2,2,4,2,3,1998,2,2
2011,10011,2,6,2,2,2,1,1,1,4,2,3,2006,2,2
2011,10012,1,1,2,2,2,1,1,2,4,2,3,1998,2,2
2011,10013,1,1,2,7,1,1,1,2,4,2,3,2003,2,2
2011,10014,1,3,5,5,2,1,1,2,4,2,3,1998,2,2
2011,10015,1,1,5,5,2,1,1,1,4,2,3,1991,2,1
2011,10016,1,4,2,2,2,1,1,2,4,2,3,2007,2,2
2011,10016,2,2,5,5,2,1,1,2,4,2,3,1989,2,2
2011,10017,1,3,2,2,2,1,1,1,4,2,3,2011,2,2
2011,10018,1,2,2,2,1,2,2,2,4,1,3,2000,2,2
2011,10019,1,3,2,2,2,2,2,2,4,1,3,1997,2,2
2011,10020,1,1,2,2,2,1,1,2,4,1,3,1991,2,2
2011,10021,1,2,4,4,1,1,1,2,4,1,3,2003,2,2
2011,10022,1,2,2,2,2,1,1,2,4,2,3,2010,1,2
2011,10022,2,1,4,4,2,1,1,1,4,2,3,1995,2,2
